Algorithm;Hyperparameter (C);Values
G/UCT; 10; 0.0403374, 0.0611915, 0.0382554, 0.0384978, 0.0431616, 0.0444463, 0.0388756, 0.0472454, 0.0618533, 0.067739, 0.0603467, 0.0388798, 0.056327, 0.0393023, 0.0633857, 0.0707353, 0.0413657, 0.0376051, 0.0395972, 0.0697335, 0.049484, 0.090786, 0.0418726, 0.0404472, 0.053252, 0.113722, 0.0427648, 0.071004, 0.0532374, 0.0564064, 0.044873, 0.0383921, 0.0730724, 0.0517312, 0.0509562, 0.0497642, 0.0484346, 0.0579442, 0.0506693, 0.0593384, 0.0423087, 0.0682467, 0.0600942, 0.0463459, 0.0535525, 0.0394996, 0.0453727, 0.083626, 0.0804158, 0.0569176, 0.0624099, 0.0610261, 0.0408912, 0.0581921, 0.0570773, 0.0742808, 0.0825168, 0.0540634, 0.04178, 0.0677911, 0.0632877, 0.0439209, 0.0411697, 0.0664545, 0.0623301, 0.0568218, 0.037862, 0.0609499, 0.040277, 0.049598, 0.042814, 0.0699536, 0.0444038, 0.0747622, 0.0503595, 0.0468822, 0.0527212, 0.068545, 0.0574395, 0.07051, 0.0474773, 0.0511268, 0.045421, 0.0739414, 0.053511, 0.0552996, 0.0578498, 0.0463037, 0.0612149, 0.0604199, 0.0772075, 0.0384938, 0.0385155, 0.0815122, 0.0949974, 0.0469645, 0.0916749, 0.0669747, 0.0606265, 0.0754295, 
G/Tun; 10; 0.0865076, 0.0454266, 0.0398407, 0.0672304, 0.0455435, 0.0485074, 0.0556688, 0.04055, 0.0473873, 0.0400985, 0.0827622, 0.0683697, 0.0749414, 0.04899, 0.042441, 0.0556421, 0.0868521, 0.0382969, 0.0485849, 0.0823276, 0.058424, 0.0638268, 0.0578657, 0.07051, 0.0623744, 0.0588507, 0.0569327, 0.041571, 0.0599367, 0.0446686, 0.0615251, 0.112406, 0.0785985, 0.0622144, 0.061802, 0.0552018, 0.0535115, 0.0590622, 0.0389609, 0.0455376, 0.0738416, 0.038732, 0.0391959, 0.109455, 0.0615698, 0.0537961, 0.0822936, 0.0499007, 0.0460441, 0.0484534, 0.0535259, 0.0648903, 0.0568554, 0.0391455, 0.0514079, 0.052222, 0.0448734, 0.0395404, 0.0377404, 0.0387883, 0.0418243, 0.070189, 0.051851, 0.0630997, 0.0554315, 0.0751655, 0.0389346, 0.0384441, 0.0947645, 0.0434375, 0.0414294, 0.0665428, 0.0388999, 0.0486429, 0.0531214, 0.0623176, 0.062573, 0.0396616, 0.0518712, 0.0751354, 0.0382934, 0.0768849, 0.0385257, 0.0623941, 0.0663018, 0.0406017, 0.0642856, 0.078465, 0.0411997, 0.0607269, 0.0423157, 0.061541, 0.0633888, 0.04112, 0.046309, 0.0813103, 0.0416677, 0.0509032, 0.0481938, 0.0376633, 
G/SP; 10; 0.00825953, 0.0164288, 0.0352121, 0.0241311, 0.0165136, 0.0237452, 0.0204996, 0.0161803, 0.0161527, 0.0240799, 0.0232803, 0.0233211, 0.0244615, 0.0220126, 0.0242455, 0.0162874, 0.0236911, 0.0243919, 0.0244394, 0.0165064, 0.0242091, 0.0163859, 0.0163078, 0.0240182, 0.0164045, 0.0162857, 0.016508, 0.00895136, 0.0218306, 0.0232817, 0.0161437, 0.0256504, 0.0242604, 0.0268756, 0.016431, 0.0164926, 0.0243615, 0.0164726, 0.0239868, 0.0220074, 0.0163798, 0.0209804, 0.0212964, 0.0159244, 0.0162026, 0.0165222, 0.0164532, 0.0164346, 0.0163947, 0.0164212, 0.0301583, 0.0165119, 0.0162572, 0.0161713, 0.0245452, 0.0242096, 0.0240035, 0.0362665, 0.0303488, 0.016444, 0.0163973, 0.0164675, 0.0211955, 0.0164228, 0.0240803, 0.0162454, 0.0237623, 0.0165086, 0.0163188, 0.0223262, 0.0199546, 0.0182001, 0.0164928, 0.022259, 0.0164508, 0.0163282, 0.0316244, 0.0199568, 0.0243825, 0.0164536, 0.023022, 0.0242043, 0.0235738, 0.0297241, 0.016264, 0.0163278, 0.0163508, 0.0241183, 0.0245673, 0.0224478, 0.0263539, 0.0243449, 0.0225367, 0.0130857, 0.0163487, 0.0157006, 0.0301149, 0.0150893, 0.0233923, 0.017174, 
G/Dep; 10; 0.0418613, 0.0721889, 0.0557825, 0.0603912, 0.040088, 0.0384302, 0.0448214, 0.043328, 0.0758825, 0.0458998, 0.0654239, 0.0874423, 0.0707661, 0.0718923, 0.0458448, 0.0434393, 0.0525704, 0.0393813, 0.0396202, 0.0543648, 0.0505691, 0.0474406, 0.0564064, 0.0428649, 0.0622923, 0.0709164, 0.0577492, 0.0628849, 0.041039, 0.090786, 0.0849895, 0.044127, 0.0473278, 0.0763771, 0.0426076, 0.0516364, 0.060018, 0.0433884, 0.0393825, 0.0493304, 0.0441486, 0.0603289, 0.0399442, 0.0558487, 0.0621224, 0.0417597, 0.0525409, 0.0674603, 0.119947, 0.117749, 0.0566608, 0.0735677, 0.0409783, 0.0888759, 0.0546522, 0.054298, 0.0642711, 0.059628, 0.0510973, 0.0507402, 0.0650247, 0.07051, 0.0395432, 0.0499769, 0.0623301, 0.0951743, 0.043702, 0.0385357, 0.0415005, 0.0694063, 0.0944091, 0.0499492, 0.0485984, 0.0538857, 0.0544646, 0.0458274, 0.0685962, 0.0415586, 0.0618354, 0.0504793, 0.0763269, 0.043873, 0.0462025, 0.0514247, 0.0991338, 0.0805892, 0.04724, 0.0374049, 0.0376051, 0.0414495, 0.0511268, 0.0441242, 0.0700463, 0.0497858, 0.0519139, 0.0612729, 0.0448854, 0.0816585, 0.0403815, 0.0426226, 
G/Gre; 10; 0.0569176, 0.0697335, 0.0509562, 0.0394996, 0.0804158, 0.0581921, 0.0707353, 0.0388756, 0.0404472, 0.0384978, 0.042814, 0.0468822, 0.0747622, 0.0611915, 0.0427648, 0.0754295, 0.0677911, 0.0385155, 0.0632877, 0.0815122, 0.0739414, 0.0413657, 0.0606265, 0.071004, 0.053252, 0.0593384, 0.0484346, 0.090786, 0.0463459, 0.0772075, 0.0382554, 0.0376051, 0.0570773, 0.0532374, 0.0609499, 0.0474773, 0.0388798, 0.0393023, 0.0403374, 0.0568218, 0.0535525, 0.083626, 0.049598, 0.0418726, 0.0552996, 0.056327, 0.049484, 0.0469645, 0.0699536, 0.0506693, 0.0503595, 0.0472454, 0.0497642, 0.0949974, 0.0408912, 0.053511, 0.0411697, 0.0916749, 0.07051, 0.037862, 0.0517312, 0.0825168, 0.044873, 0.0742808, 0.0610261, 0.0578498, 0.0439209, 0.0423087, 0.0579442, 0.0444038, 0.113722, 0.04178, 0.0511268, 0.0395972, 0.0431616, 0.067739, 0.0624099, 0.0600942, 0.0383921, 0.0682467, 0.0612149, 0.0384938, 0.0618533, 0.0453727, 0.045421, 0.0540634, 0.0604199, 0.0564064, 0.0603467, 0.0664545, 0.0633857, 0.0669747, 0.0574395, 0.0623301, 0.040277, 0.068545, 0.0463037, 0.0527212, 0.0444463, 0.0730724, 
G/Sqrt; 10; 0.0517312, 0.068545, 0.0664545, 0.0472454, 0.0574395, 0.0497642, 0.045421, 0.0618533, 0.0431616, 0.0730724, 0.0699536, 0.0603467, 0.0611915, 0.0527212, 0.067739, 0.0382554, 0.037862, 0.0403374, 0.0540634, 0.0384938, 0.0444463, 0.0453727, 0.0474773, 0.0535525, 0.0444038, 0.053511, 0.0610261, 0.0423087, 0.0612149, 0.0418726, 0.0393023, 0.0569176, 0.0384978, 0.0484346, 0.049484, 0.0623301, 0.0682467, 0.0949974, 0.0632877, 0.0747622, 0.0509562, 0.0383921, 0.0754295, 0.0739414, 0.0570773, 0.0600942, 0.0408912, 0.0579442, 0.0413657, 0.0388756, 0.0469645, 0.0463037, 0.0439209, 0.071004, 0.0669747, 0.0468822, 0.053252, 0.056327, 0.0578498, 0.0581921, 0.0388798, 0.0411697, 0.113722, 0.090786, 0.0427648, 0.049598, 0.0395972, 0.0624099, 0.0503595, 0.0772075, 0.0707353, 0.0916749, 0.0697335, 0.0593384, 0.0376051, 0.0532374, 0.0604199, 0.044873, 0.0815122, 0.042814, 0.0506693, 0.0568218, 0.0404472, 0.07051, 0.0511268, 0.0385155, 0.083626, 0.0606265, 0.0825168, 0.0394996, 0.0609499, 0.0633857, 0.0463459, 0.04178, 0.0742808, 0.0552996, 0.0677911, 0.040277, 0.0804158, 0.0564064, 
ISDisG/UCT; 1e-05; 0.13324, 0.106561, 0.0903892, 0.161277, 0.0621886, 0.145926, 0.0666134, 0.080389, 0.151853, 0.217644, 0.106058, 0.0799441, 0.0872441, 0.070106, 0.119112, 0.118187, 0.0723977, 0.122632, 0.170203, 0.123213, 0.0855669, 0.083305, 0.143046, 0.0858644, 0.0898825, 0.105703, 0.17063, 0.061366, 0.126469, 0.12898, 0.129711, 0.169799, 0.111897, 0.113612, 0.0967658, 0.123262, 0.112533, 0.154602, 0.0993163, 0.11634, 0.0935558, 0.0966792, 0.0891307, 0.115889, 0.113386, 0.0668586, 0.0874035, 0.0948698, 0.0818836, 0.113365, 0.0691625, 0.0785851, 0.1441, 0.148867, 0.163891, 0.0978087, 0.073133, 0.0799509, 0.119465, 0.14381, 0.0632437, 0.117467, 0.140474, 0.125678, 0.113362, 0.154478, 0.179968, 0.138457, 0.0795781, 0.117914, 0.119745, 0.130717, 0.166958, 0.089692, 0.131918, 0.13083, 0.11491, 0.113912, 0.14594, 0.0783061, 0.0934966, 0.082856, 0.141599, 0.100483, 0.148827, 0.0907879, 0.157612, 0.0679611, 0.200932, 0.189963, 0.0974706, 0.129825, 0.167308, 0.0812538, 0.0911203, 0.116146, 0.0961775, 0.125284, 0.119317, 0.177489, 
ISDisG/Tun; 1e-05; 0.131759, 0.0799441, 0.11634, 0.106561, 0.0874035, 0.129825, 0.0898825, 0.161338, 0.179968, 0.123262, 0.113912, 0.0966792, 0.089692, 0.113612, 0.118187, 0.0818836, 0.0632437, 0.0799509, 0.0679611, 0.061366, 0.12898, 0.113365, 0.0795781, 0.145926, 0.148867, 0.0891307, 0.0978087, 0.0855669, 0.148827, 0.0666134, 0.073133, 0.106058, 0.141599, 0.112533, 0.0961775, 0.0948698, 0.13324, 0.113362, 0.0967658, 0.130717, 0.0783061, 0.119317, 0.17063, 0.117467, 0.115889, 0.0872441, 0.100483, 0.166958, 0.209206, 0.140474, 0.0935558, 0.112658, 0.116146, 0.0911203, 0.0999825, 0.0785851, 0.131918, 0.151853, 0.1441, 0.119745, 0.082856, 0.0993163, 0.122632, 0.111897, 0.0858644, 0.113386, 0.163891, 0.14381, 0.129711, 0.083305, 0.070106, 0.0903892, 0.0812538, 0.125678, 0.14594, 0.154478, 0.11491, 0.117914, 0.119112, 0.080389, 0.123213, 0.0907879, 0.143046, 0.109942, 0.0668586, 0.105703, 0.0723977, 0.170203, 0.169799, 0.090899, 0.138457, 0.0691625, 0.13083, 0.0974706, 0.126469, 0.189963, 0.177489, 0.125284, 0.154602, 0.119465, 
ISDisG/SP; 1e-05; 0.0240846, 0.0243101, 0.0241426, 0.0245788, 0.0165114, 0.024498, 0.0229305, 0.0236505, 0.0243841, 0.0285227, 0.0165263, 0.0300326, 0.0244255, 0.0250665, 0.0246074, 0.0234621, 0.0219471, 0.0322897, 0.0286293, 0.0240421, 0.0247358, 0.0237194, 0.023478, 0.0245167, 0.030449, 0.023809, 0.0165216, 0.0239834, 0.0165172, 0.0217568, 0.0245608, 0.0242026, 0.0235371, 0.0247217, 0.0165227, 0.0240242, 0.0245896, 0.0247214, 0.0256504, 0.0246212, 0.0165268, 0.0240785, 0.0245821, 0.0246017, 0.0245858, 0.0242507, 0.0345029, 0.0227538, 0.0209143, 0.0191286, 0.0298351, 0.0165006, 0.0234166, 0.0242186, 0.0239754, 0.0245249, 0.0245289, 0.0243005, 0.0165279, 0.029974, 0.0251004, 0.0227127, 0.0246317, 0.0242793, 0.0314305, 0.0240805, 0.0234228, 0.024463, 0.0244143, 0.031178, 0.0247393, 0.0242199, 0.0165284, 0.0247131, 0.0213863, 0.0193884, 0.0164969, 0.0241856, 0.0202433, 0.024592, 0.0246487, 0.0253477, 0.0250527, 0.0305835, 0.0244708, 0.0247117, 0.0242642, 0.016527, 0.024511, 0.0243548, 0.0243226, 0.0312577, 0.0200273, 0.0229992, 0.0302653, 0.02516, 0.0234811, 0.0326909, 0.0247266, 0.0165242, 
ISDisG/Dep; 1e-05; 0.157612, 0.140474, 0.0632437, 0.0872441, 0.11634, 0.0993163, 0.0855669, 0.0978087, 0.131759, 0.117914, 0.0911203, 0.061366, 0.151853, 0.129711, 0.17063, 0.0907879, 0.123213, 0.0891307, 0.105703, 0.0785851, 0.083305, 0.117467, 0.089692, 0.0799441, 0.082856, 0.0874035, 0.145926, 0.0783061, 0.141599, 0.13324, 0.131918, 0.179968, 0.12898, 0.14594, 0.119745, 0.080389, 0.119112, 0.0795781, 0.106058, 0.125678, 0.122632, 0.0966792, 0.0903892, 0.113365, 0.0818836, 0.118187, 0.109942, 0.130717, 0.0679611, 0.106561, 0.129825, 0.112533, 0.113362, 0.0898825, 0.073133, 0.100483, 0.14381, 0.163891, 0.166958, 0.0723977, 0.200932, 0.0967658, 0.0812538, 0.0935558, 0.116146, 0.113612, 0.169799, 0.1441, 0.161277, 0.0666134, 0.113912, 0.123262, 0.0999825, 0.0668586, 0.113386, 0.0948698, 0.111897, 0.138457, 0.143046, 0.170203, 0.125284, 0.070106, 0.0691625, 0.0799509, 0.189963, 0.13083, 0.119317, 0.0858644, 0.11491, 0.148827, 0.148867, 0.126469, 0.161338, 0.154602, 0.115889, 0.0961775, 0.154478, 0.0974706, 0.177489, 0.119465, 
ISDisG/Gre; 1e-05; 0.0621886, 0.140474, 0.0799509, 0.125678, 0.13324, 0.17063, 0.070106, 0.0723977, 0.157612, 0.0666134, 0.0855669, 0.106561, 0.0993163, 0.113362, 0.0898825, 0.0966792, 0.0891307, 0.145926, 0.11634, 0.161277, 0.119112, 0.100483, 0.0911203, 0.083305, 0.111897, 0.0935558, 0.0812538, 0.082856, 0.141599, 0.130717, 0.0691625, 0.0799441, 0.0948698, 0.073133, 0.1441, 0.115889, 0.0961775, 0.113365, 0.148867, 0.089692, 0.131918, 0.129711, 0.12898, 0.113912, 0.0907879, 0.118187, 0.166958, 0.0967658, 0.080389, 0.0783061, 0.061366, 0.0978087, 0.0679611, 0.217644, 0.169799, 0.0795781, 0.0818836, 0.116146, 0.117914, 0.0874035, 0.0872441, 0.0858644, 0.106058, 0.117467, 0.163891, 0.200932, 0.0785851, 0.119745, 0.14594, 0.179968, 0.167308, 0.151853, 0.189963, 0.0632437, 0.0903892, 0.113612, 0.13083, 0.0934966, 0.122632, 0.123213, 0.113386, 0.11491, 0.112533, 0.105703, 0.129825, 0.138457, 0.14381, 0.170203, 0.148827, 0.143046, 0.0668586, 0.123262, 0.177489, 0.154478, 0.119317, 0.126469, 0.0974706, 0.125284, 0.119465, 0.154602, 
ISDisG/Sqrt; 1e-05; 0.13324, 0.112533, 0.11634, 0.145926, 0.0795781, 0.0632437, 0.0799441, 0.166958, 0.117914, 0.0858644, 0.12898, 0.0855669, 0.113362, 0.0898825, 0.129711, 0.082856, 0.0911203, 0.161277, 0.0818836, 0.17063, 0.0935558, 0.119112, 0.122632, 0.0783061, 0.0679611, 0.0948698, 0.105703, 0.117467, 0.113612, 0.0961775, 0.0799509, 0.073133, 0.0978087, 0.113386, 0.1441, 0.061366, 0.167308, 0.113365, 0.0874035, 0.118187, 0.130717, 0.070106, 0.157612, 0.0666134, 0.0872441, 0.0621886, 0.138457, 0.200932, 0.0966792, 0.169799, 0.0967658, 0.0691625, 0.143046, 0.126469, 0.0934966, 0.106561, 0.0785851, 0.123213, 0.100483, 0.113912, 0.0993163, 0.083305, 0.123262, 0.119745, 0.116146, 0.129825, 0.141599, 0.14594, 0.0812538, 0.131918, 0.140474, 0.148867, 0.106058, 0.115889, 0.11491, 0.0974706, 0.125284, 0.154602, 0.080389, 0.125678, 0.0668586, 0.151853, 0.119317, 0.111897, 0.179968, 0.0903892, 0.0723977, 0.14381, 0.089692, 0.0891307, 0.13083, 0.217644, 0.148827, 0.0907879, 0.177489, 0.189963, 0.163891, 0.154478, 0.170203, 0.119465, 
ISDisG/UCT; 2.15443e-05; 0.083305, 0.065372, 0.0795781, 0.157612, 0.0821225, 0.080389, 0.061366, 0.0993163, 0.089692, 0.082856, 0.125678, 0.129825, 0.13067, 0.13324, 0.166958, 0.116146, 0.100041, 0.0978087, 0.12898, 0.0858644, 0.119112, 0.123262, 0.0903892, 0.161277, 0.0898825, 0.117914, 0.11551, 0.122632, 0.070106, 0.113365, 0.113612, 0.11634, 0.148827, 0.0966792, 0.0783061, 0.117467, 0.0874035, 0.115889, 0.0948698, 0.105703, 0.0691625, 0.106561, 0.0961775, 0.129711, 0.0632437, 0.118187, 0.131918, 0.158803, 0.14594, 0.070106, 0.130717, 0.0872441, 0.0723977, 0.0818836, 0.124673, 0.0855669, 0.100483, 0.123213, 0.111897, 0.106058, 0.0967658, 0.0907879, 0.138457, 0.209206, 0.14381, 0.11491, 0.073133, 0.169799, 0.154602, 0.0679611, 0.154478, 0.112533, 0.143046, 0.0799441, 0.126469, 0.141599, 0.0974706, 0.17063, 0.0911203, 0.1441, 0.0987489, 0.0799509, 0.143525, 0.0891307, 0.163891, 0.145926, 0.113912, 0.0812538, 0.113386, 0.113362, 0.0935558, 0.179968, 0.101985, 0.119317, 0.13083, 0.177489, 0.0934966, 0.189963, 0.119465, 0.125284, 
ISDisG/Tun; 2.15443e-05; 0.0993163, 0.145926, 0.106058, 0.0783061, 0.105703, 0.0795781, 0.166958, 0.0966792, 0.0872441, 0.129825, 0.151853, 0.157612, 0.0799441, 0.113365, 0.11634, 0.0874035, 0.0903892, 0.122632, 0.119745, 0.113612, 0.123262, 0.113386, 0.0891307, 0.082856, 0.161277, 0.0818836, 0.117467, 0.070106, 0.0898825, 0.106561, 0.0799509, 0.100483, 0.112533, 0.116146, 0.179968, 0.117914, 0.0907879, 0.0978087, 0.17063, 0.0855669, 0.0691625, 0.118187, 0.167308, 0.0679611, 0.0961775, 0.089692, 0.217644, 0.1441, 0.200932, 0.0666134, 0.083305, 0.080389, 0.061366, 0.125678, 0.131759, 0.119112, 0.14594, 0.0668586, 0.148867, 0.0632437, 0.131918, 0.0723977, 0.0967658, 0.126469, 0.113912, 0.115889, 0.13324, 0.0858644, 0.0785851, 0.148827, 0.113362, 0.141599, 0.130717, 0.140474, 0.123213, 0.12898, 0.129711, 0.0935558, 0.125284, 0.143046, 0.138457, 0.163891, 0.0934966, 0.169799, 0.13083, 0.119317, 0.0948698, 0.14381, 0.0812538, 0.073133, 0.111897, 0.154478, 0.189963, 0.154602, 0.0911203, 0.0974706, 0.11491, 0.177489, 0.170203, 0.119465, 
ISDisG/SP; 2.15443e-05; 0.0247214, 0.0286293, 0.0242642, 0.0245289, 0.0237194, 0.0246017, 0.0200273, 0.0165268, 0.0164969, 0.023809, 0.02516, 0.0227127, 0.0245249, 0.0217568, 0.0245608, 0.0345029, 0.0314305, 0.0240242, 0.0242793, 0.0247117, 0.0246074, 0.0234228, 0.0242186, 0.0165006, 0.0242507, 0.016527, 0.0253477, 0.0244255, 0.024592, 0.0243226, 0.0242199, 0.0165284, 0.0241856, 0.0165263, 0.0229305, 0.0165279, 0.0213863, 0.023478, 0.0247266, 0.0239754, 0.0302653, 0.0322897, 0.0240785, 0.0246212, 0.0235371, 0.0243841, 0.0245167, 0.0245858, 0.0234166, 0.0245896, 0.0240805, 0.0240846, 0.0245821, 0.0246487, 0.0234621, 0.0326909, 0.0229992, 0.0244143, 0.0234811, 0.0247393, 0.030449, 0.0300326, 0.0193884, 0.0247358, 0.024463, 0.0165172, 0.0239834, 0.0242026, 0.024511, 0.0165242, 0.0243548, 0.029974, 0.0165216, 0.0240421, 0.0244708, 0.0165114, 0.0241426, 0.0227538, 0.0209143, 0.0243005, 0.0165227, 0.0191286, 0.0247217, 0.0202433, 0.0219471, 0.0243101, 0.0250665, 0.0312577, 0.0245788, 0.031178, 0.0285227, 0.0305835, 0.0256504, 0.0236505, 0.0298351, 0.0247131, 0.0251004, 0.024498, 0.0246317, 0.0250527, 
ISDisG/Dep; 2.15443e-05; 0.11634, 0.0891307, 0.0911203, 0.0723977, 0.0632437, 0.070106, 0.129825, 0.122632, 0.0898825, 0.0799509, 0.130717, 0.143046, 0.123213, 0.100041, 0.0966792, 0.0874035, 0.0935558, 0.148827, 0.106561, 0.073133, 0.082856, 0.061366, 0.0934966, 0.115889, 0.13083, 0.140474, 0.0785851, 0.112533, 0.0961775, 0.17063, 0.089692, 0.148867, 0.113362, 0.152603, 0.0948698, 0.14594, 0.170203, 0.0795781, 0.0903892, 0.12898, 0.0812538, 0.0818836, 0.083305, 0.0993163, 0.161277, 0.0978087, 0.119112, 0.113365, 0.080389, 0.166958, 0.123262, 0.141599, 0.118187, 0.117914, 0.0679611, 0.111897, 0.0872441, 0.119745, 0.0967658, 0.105703, 0.0783061, 0.0799441, 0.117467, 0.0907879, 0.131918, 0.0974706, 0.106058, 0.154478, 0.113612, 0.0858644, 0.100483, 0.0668586, 0.125678, 0.0855669, 0.151853, 0.0666134, 0.0691625, 0.145926, 0.157612, 0.13324, 0.125284, 0.179968, 0.14381, 0.1441, 0.138457, 0.169799, 0.209206, 0.113386, 0.129711, 0.163891, 0.126469, 0.116146, 0.119317, 0.189963, 0.113912, 0.177489, 0.217644, 0.11491, 0.119465, 0.154602, 
ISDisG/Gre; 2.15443e-05; 0.0821225, 0.0907879, 0.0818836, 0.145926, 0.0858644, 0.112533, 0.123213, 0.0967658, 0.0799509, 0.065372, 0.0903892, 0.106058, 0.125678, 0.123262, 0.13324, 0.070106, 0.082856, 0.111897, 0.083305, 0.0855669, 0.17063, 0.106561, 0.0978087, 0.119112, 0.0872441, 0.113362, 0.141599, 0.061366, 0.113912, 0.14594, 0.0966792, 0.113365, 0.129711, 0.158803, 0.143046, 0.179968, 0.0795781, 0.100483, 0.0961775, 0.143525, 0.166958, 0.0812538, 0.113386, 0.209206, 0.129825, 0.138457, 0.0898825, 0.0874035, 0.070106, 0.0911203, 0.118187, 0.0632437, 0.0935558, 0.117467, 0.157612, 0.089692, 0.12898, 0.080389, 0.189963, 0.11634, 0.119317, 0.11551, 0.0993163, 0.0679611, 0.163891, 0.117914, 0.105703, 0.0799441, 0.0974706, 0.0891307, 0.0783061, 0.122632, 0.131918, 0.161277, 0.113612, 0.126469, 0.14381, 0.0691625, 0.124673, 0.11491, 0.073133, 0.0723977, 0.0934966, 0.13067, 0.0987489, 0.116146, 0.115889, 0.125284, 0.130717, 0.148827, 0.100041, 0.1441, 0.154478, 0.0948698, 0.169799, 0.13083, 0.154602, 0.101985, 0.177489, 0.119465, 
ISDisG/Sqrt; 2.15443e-05; 0.083305, 0.0795781, 0.13067, 0.0821225, 0.082856, 0.161277, 0.12898, 0.129825, 0.125678, 0.105703, 0.0783061, 0.0907879, 0.145926, 0.116146, 0.0723977, 0.0632437, 0.113612, 0.061366, 0.166958, 0.0903892, 0.0799441, 0.11551, 0.0967658, 0.073133, 0.111897, 0.130717, 0.0679611, 0.0858644, 0.100041, 0.122632, 0.0872441, 0.117467, 0.129711, 0.0691625, 0.065372, 0.080389, 0.143046, 0.0818836, 0.14381, 0.1441, 0.123213, 0.113386, 0.089692, 0.0948698, 0.0978087, 0.157612, 0.0874035, 0.0961775, 0.179968, 0.123262, 0.14594, 0.141599, 0.106058, 0.119317, 0.148827, 0.117914, 0.070106, 0.158803, 0.112533, 0.0993163, 0.0898825, 0.138457, 0.0812538, 0.0935558, 0.119112, 0.0799509, 0.17063, 0.13083, 0.124673, 0.070106, 0.0987489, 0.13324, 0.118187, 0.0855669, 0.11634, 0.0891307, 0.113362, 0.113365, 0.106561, 0.0974706, 0.0911203, 0.100483, 0.11491, 0.0934966, 0.113912, 0.169799, 0.209206, 0.163891, 0.115889, 0.131918, 0.154602, 0.101985, 0.143525, 0.0966792, 0.154478, 0.125284, 0.126469, 0.189963, 0.177489, 0.119465, 
ISDisG/UCT; 4.64159e-05; 0.0935558, 0.0907879, 0.122632, 0.102498, 0.0972564, 0.13324, 0.13067, 0.111897, 0.11634, 0.0783061, 0.163891, 0.169799, 0.117914, 0.116146, 0.117671, 0.161277, 0.0602975, 0.14594, 0.0858644, 0.0872441, 0.073133, 0.0795781, 0.0891307, 0.0993163, 0.0752827, 0.0799441, 0.119112, 0.065372, 0.0723977, 0.14381, 0.101985, 0.16264, 0.0655672, 0.070106, 0.134918, 0.083305, 0.125678, 0.0818836, 0.103648, 0.0843534, 0.187668, 0.158803, 0.117467, 0.0821225, 0.100483, 0.0911203, 0.089692, 0.0978087, 0.118187, 0.113365, 0.11491, 0.0855669, 0.0812538, 0.0898825, 0.141599, 0.143046, 0.113386, 0.214235, 0.107069, 0.102623, 0.157612, 0.0961775, 0.123262, 0.146017, 0.1441, 0.148827, 0.124673, 0.113612, 0.143521, 0.0679611, 0.129711, 0.0691625, 0.119317, 0.082856, 0.0966792, 0.115889, 0.113912, 0.061366, 0.0874035, 0.106561, 0.0987489, 0.106058, 0.113362, 0.120063, 0.121923, 0.070106, 0.0799509, 0.126469, 0.123213, 0.119465, 0.125284, 0.166958, 0.130717, 0.189963, 0.143525, 0.198196, 0.13083, 0.0974706, 0.154602, 0.154478, 
ISDisG/Tun; 4.64159e-05; 0.0858644, 0.116146, 0.112533, 0.123213, 0.0961775, 0.0795781, 0.0632437, 0.113362, 0.0723977, 0.0907879, 0.125284, 0.169799, 0.0891307, 0.0872441, 0.111897, 0.0799441, 0.129825, 0.061366, 0.0691625, 0.0821225, 0.0818836, 0.125678, 0.0855669, 0.161277, 0.0966792, 0.129711, 0.083305, 0.105703, 0.089692, 0.0799509, 0.13324, 0.189963, 0.113386, 0.0911203, 0.113365, 0.113612, 0.130717, 0.073133, 0.0967658, 0.0948698, 0.0903892, 0.0783061, 0.13067, 0.080389, 0.115889, 0.117914, 0.1441, 0.082856, 0.119112, 0.145926, 0.124673, 0.0993163, 0.11551, 0.100041, 0.126469, 0.13083, 0.154602, 0.0874035, 0.179968, 0.158803, 0.148827, 0.119317, 0.11634, 0.209206, 0.17063, 0.122632, 0.0935558, 0.0993431, 0.157612, 0.117467, 0.0987489, 0.070106, 0.143046, 0.11491, 0.123262, 0.0934966, 0.166958, 0.106058, 0.070106, 0.141599, 0.0812538, 0.0898825, 0.065372, 0.118187, 0.0679611, 0.143525, 0.100483, 0.0978087, 0.113912, 0.14381, 0.0974706, 0.138457, 0.131918, 0.106561, 0.101985, 0.14594, 0.167073, 0.154478, 0.119465, 0.177489, 
