Algorithm;Hyperparameter (C);Values
G/UCT; 0.01; 0.0827922, 0.0792095, 0.0729022, 0.0552219, 0.0733856, 0.0662743, 0.0733526, 0.0865962, 0.0646656, 0.0981345, 0.111445, 0.0577268, 0.0686779, 0.0742444, 0.0551543, 0.0806318, 0.0726585, 0.0865928, 0.0833008, 0.0599646, 0.0706446, 0.0959838, 0.0740216, 0.0756398, 0.0513979, 0.0617575, 0.0792575, 0.0595839, 0.0715074, 0.133387, 0.0649362, 0.0743997, 0.0721416, 0.0812294, 0.0599869, 0.0909282, 0.075662, 0.071626, 0.0607536, 0.049954, 0.0608992, 0.0688326, 0.0779176, 0.07278, 0.0794015, 0.0968618, 0.0610261, 0.0549142, 0.0801501, 0.0798556, 0.0662531, 0.0741228, 0.0996575, 0.111515, 0.0513006, 0.0932291, 0.106963, 0.0802158, 0.0758691, 0.0911576, 0.0687417, 0.0802995, 0.12457, 0.0741964, 0.0538846, 0.0602504, 0.0744283, 0.0675311, 0.0687574, 0.0743722, 0.0973973, 0.0950998, 0.081343, 0.0901048, 0.0914584, 0.0787936, 0.082706, 0.0804606, 0.0667898, 0.089418, 0.0727833, 0.0682161, 0.101156, 0.0972971, 0.0778056, 0.078038, 0.12018, 0.0644575, 0.0672671, 0.0692841, 0.0551164, 0.0703916, 0.0595205, 0.0579193, 0.0763598, 0.071304, 0.0774075, 0.0730828, 0.10596, 0.108264, 
G/Tun; 0.01; 0.0783286, 0.0810705, 0.0907971, 0.091588, 0.0889825, 0.07875, 0.0700137, 0.0959652, 0.0997146, 0.0822965, 0.0642495, 0.0757585, 0.111391, 0.0816302, 0.0772199, 0.0806519, 0.0858336, 0.102063, 0.0728732, 0.0846746, 0.0810806, 0.09094, 0.0770311, 0.055085, 0.0682974, 0.0683721, 0.0837899, 0.0860016, 0.0827264, 0.0907185, 0.0803835, 0.0762583, 0.0771823, 0.0683257, 0.0677154, 0.0700935, 0.0894982, 0.0706677, 0.0754765, 0.0758207, 0.0719348, 0.107735, 0.0854772, 0.102409, 0.0691615, 0.0771788, 0.103488, 0.0988897, 0.0734147, 0.0889112, 0.0708261, 0.0859019, 0.0679969, 0.0748584, 0.104987, 0.0842102, 0.0851474, 0.11052, 0.0621686, 0.0747788, 0.0944125, 0.0880676, 0.0678598, 0.0984489, 0.0702354, 0.0523898, 0.105237, 0.0831732, 0.0609065, 0.108665, 0.0703276, 0.102594, 0.0868541, 0.101365, 0.0839882, 0.0993115, 0.0867851, 0.0588423, 0.0629205, 0.0755845, 0.073541, 0.0689158, 0.0854491, 0.0723763, 0.091371, 0.0570183, 0.0901856, 0.112063, 0.0880578, 0.0804666, 0.0728719, 0.0993047, 0.0690946, 0.0880373, 0.0792869, 0.0801519, 0.0750605, 0.104077, 0.0693589, 0.0694003, 
G/SP; 0.01; 0.0211955, 0.0161803, 0.0163282, 0.0163798, 0.0161527, 0.0159244, 0.00895136, 0.022259, 0.0164212, 0.0233923, 0.0204996, 0.0235738, 0.0301583, 0.0242096, 0.0163973, 0.0165064, 0.0242604, 0.0182001, 0.0237452, 0.0163487, 0.0163508, 0.0164228, 0.0268756, 0.0244615, 0.0165136, 0.0218306, 0.0263539, 0.0164675, 0.0165086, 0.0223262, 0.0233211, 0.0362665, 0.0243825, 0.0240035, 0.0241311, 0.0220126, 0.0162874, 0.0242091, 0.0301149, 0.0199546, 0.0164928, 0.016444, 0.0237623, 0.0161713, 0.0162572, 0.0316244, 0.0236911, 0.0243919, 0.017174, 0.0242043, 0.0352121, 0.00825953, 0.0244394, 0.0157006, 0.0163188, 0.0240803, 0.016508, 0.0163078, 0.0164536, 0.0243449, 0.0232803, 0.0241183, 0.016431, 0.0209804, 0.0212964, 0.0161437, 0.0165222, 0.0150893, 0.0162857, 0.0164726, 0.0162454, 0.0225367, 0.0163947, 0.0165119, 0.0130857, 0.0164288, 0.0239868, 0.0164045, 0.0164926, 0.0245452, 0.0164346, 0.0297241, 0.0220074, 0.0199568, 0.0164508, 0.0162026, 0.0163278, 0.016264, 0.0164532, 0.0163859, 0.023022, 0.0245673, 0.0240799, 0.0240182, 0.0243615, 0.0224478, 0.0242455, 0.0303488, 0.0232817, 0.0256504, 
G/Dep; 0.01; 0.0603464, 0.0542538, 0.0648851, 0.0580827, 0.0566626, 0.0695426, 0.0709225, 0.0587887, 0.0966881, 0.0917545, 0.0778874, 0.0552296, 0.0776113, 0.0774122, 0.0643191, 0.0591944, 0.0579817, 0.0575381, 0.044787, 0.0818244, 0.0598698, 0.0920506, 0.059639, 0.0748851, 0.0736624, 0.0667754, 0.0627876, 0.0536974, 0.0702884, 0.0895227, 0.0622378, 0.0578176, 0.0676567, 0.0586797, 0.0583845, 0.0644978, 0.0845929, 0.0674886, 0.0713968, 0.048454, 0.0647043, 0.104557, 0.082786, 0.054086, 0.0406828, 0.0685839, 0.0541859, 0.0813763, 0.0826207, 0.0820929, 0.0480344, 0.050918, 0.0390961, 0.0630687, 0.0567341, 0.074731, 0.0836051, 0.061751, 0.0630734, 0.0632927, 0.106052, 0.0787021, 0.0750308, 0.100976, 0.0977213, 0.102952, 0.0542587, 0.0504075, 0.0865836, 0.0790582, 0.106582, 0.0852869, 0.0715329, 0.0597149, 0.0582045, 0.0705088, 0.0601359, 0.0623698, 0.0692485, 0.0752486, 0.0599649, 0.0724685, 0.0639282, 0.0566413, 0.0854687, 0.0650236, 0.0636591, 0.0428573, 0.0834803, 0.0631179, 0.0563615, 0.0528874, 0.0613748, 0.055706, 0.0766721, 0.0435258, 0.0551422, 0.0549909, 0.0769353, 0.0605089, 
G/Gre; 0.01; 0.075662, 0.082706, 0.0644575, 0.0981345, 0.0801501, 0.0610261, 0.0742444, 0.0827922, 0.0804606, 0.0727833, 0.0649362, 0.0812294, 0.0599646, 0.0968618, 0.0726585, 0.0950998, 0.0794015, 0.089418, 0.0743722, 0.0513006, 0.0686779, 0.0551543, 0.0721416, 0.0802995, 0.0672671, 0.0617575, 0.0758691, 0.101156, 0.0909282, 0.0549142, 0.0599869, 0.0914584, 0.0608992, 0.0733526, 0.0901048, 0.0687574, 0.0675311, 0.0513979, 0.111515, 0.0552219, 0.0703916, 0.0972971, 0.0779176, 0.0865928, 0.111445, 0.0715074, 0.0996575, 0.108264, 0.0607536, 0.0792575, 0.0741228, 0.0729022, 0.0551164, 0.0744283, 0.133387, 0.0577268, 0.0646656, 0.0687417, 0.0662743, 0.0833008, 0.0865962, 0.0778056, 0.078038, 0.0741964, 0.0959838, 0.07278, 0.0602504, 0.0740216, 0.10596, 0.0973973, 0.0806318, 0.0911576, 0.0662531, 0.0579193, 0.0688326, 0.0733856, 0.0667898, 0.0756398, 0.0932291, 0.106963, 0.0538846, 0.12457, 0.0802158, 0.071626, 0.0743997, 0.0595839, 0.12018, 0.0792095, 0.0706446, 0.0595205, 0.049954, 0.0692841, 0.081343, 0.0774075, 0.0682161, 0.0798556, 0.0787936, 0.071304, 0.0763598, 0.0730828, 
G/Sqrt; 0.01; 0.0687417, 0.0909282, 0.0794015, 0.0801501, 0.0740216, 0.0551543, 0.0959838, 0.0996575, 0.0686779, 0.0792095, 0.0577268, 0.0579193, 0.0599646, 0.0662531, 0.0756398, 0.0646656, 0.0806318, 0.0730828, 0.0692841, 0.0721416, 0.0727833, 0.0733526, 0.0798556, 0.0607536, 0.0911576, 0.0802995, 0.12018, 0.0833008, 0.0538846, 0.0617575, 0.0688326, 0.101156, 0.10596, 0.0706446, 0.0549142, 0.0595839, 0.111515, 0.0552219, 0.0741228, 0.0973973, 0.0968618, 0.0644575, 0.071304, 0.106963, 0.0733856, 0.0950998, 0.0726585, 0.0667898, 0.0744283, 0.0932291, 0.0595205, 0.0865962, 0.07278, 0.0865928, 0.0610261, 0.0687574, 0.0741964, 0.0602504, 0.071626, 0.0792575, 0.089418, 0.0972971, 0.0682161, 0.075662, 0.0672671, 0.078038, 0.133387, 0.0649362, 0.0608992, 0.0675311, 0.111445, 0.0551164, 0.0729022, 0.0513979, 0.0787936, 0.0743722, 0.0513006, 0.049954, 0.081343, 0.0599869, 0.0812294, 0.0774075, 0.0802158, 0.0662743, 0.0779176, 0.0981345, 0.0742444, 0.0715074, 0.12457, 0.0827922, 0.108264, 0.0703916, 0.0901048, 0.0804606, 0.0758691, 0.0914584, 0.0763598, 0.0778056, 0.082706, 0.0743997, 
G/UCT; 0.0215443; 0.0517172, 0.0781358, 0.0518565, 0.072102, 0.0925257, 0.0676318, 0.0614796, 0.0448128, 0.0463121, 0.0604679, 0.0870467, 0.0442718, 0.0548111, 0.0843514, 0.0502963, 0.0781464, 0.0978593, 0.0602725, 0.0588756, 0.0709833, 0.0455968, 0.05223, 0.0966639, 0.0575741, 0.0740177, 0.042827, 0.0674391, 0.0721046, 0.0694397, 0.0434868, 0.0546757, 0.0820451, 0.0818292, 0.0801701, 0.106448, 0.0568096, 0.0395579, 0.0654104, 0.0472846, 0.05588, 0.062817, 0.0660402, 0.0795344, 0.0611359, 0.0890308, 0.0667115, 0.0594085, 0.0807335, 0.0730695, 0.0609133, 0.0499255, 0.0513171, 0.0702401, 0.0638622, 0.05729, 0.0547621, 0.0723528, 0.042559, 0.0439069, 0.0570007, 0.0855115, 0.102791, 0.0437161, 0.0457655, 0.0797733, 0.0476483, 0.0499168, 0.0722295, 0.0700744, 0.0428953, 0.0491954, 0.0704823, 0.0612692, 0.0494953, 0.0650531, 0.0607482, 0.0594963, 0.0692418, 0.0751595, 0.0427612, 0.0476155, 0.0393086, 0.0561776, 0.0778148, 0.0604533, 0.075908, 0.0463831, 0.0650151, 0.0973857, 0.0526472, 0.0736082, 0.0565353, 0.0576087, 0.0523966, 0.0817466, 0.0538684, 0.0576597, 0.0475772, 0.0423581, 0.0424958, 
G/Tun; 0.0215443; 0.056226, 0.0458523, 0.0620749, 0.0671474, 0.0825286, 0.0715415, 0.0613624, 0.0631059, 0.079357, 0.0790328, 0.0626717, 0.0511111, 0.076262, 0.0603723, 0.0789202, 0.0502638, 0.0671272, 0.0775654, 0.0856639, 0.0540822, 0.0687165, 0.0647688, 0.06406, 0.0862863, 0.0637509, 0.0834335, 0.0787317, 0.0622182, 0.0701706, 0.0563675, 0.0671457, 0.0552402, 0.0538045, 0.0880976, 0.0901276, 0.0643705, 0.0781406, 0.0598293, 0.0608956, 0.0746286, 0.0464646, 0.0532936, 0.0848915, 0.0583343, 0.0803322, 0.126526, 0.0840984, 0.0778891, 0.0562221, 0.0654294, 0.0660038, 0.0726527, 0.0726748, 0.0808415, 0.0521548, 0.0543298, 0.062532, 0.0936769, 0.0975112, 0.107781, 0.0816476, 0.0719607, 0.0852272, 0.0890175, 0.0631396, 0.0630631, 0.0717878, 0.0631703, 0.0673143, 0.0931191, 0.10663, 0.0734643, 0.0717757, 0.0954735, 0.107328, 0.0580652, 0.0664591, 0.0552461, 0.0898735, 0.0638952, 0.0731709, 0.0591199, 0.0661811, 0.0704927, 0.0805111, 0.0601127, 0.0589827, 0.0516595, 0.0714847, 0.0563429, 0.0548801, 0.0800401, 0.0577953, 0.103295, 0.0671828, 0.0767711, 0.112162, 0.0606938, 0.0649946, 0.0597521, 
G/SP; 0.0215443; 0.0242604, 0.0243615, 0.0242091, 0.0164536, 0.0243825, 0.0220126, 0.0199568, 0.0162026, 0.0316244, 0.0159244, 0.0182001, 0.0150893, 0.0130857, 0.0164346, 0.0362665, 0.0241183, 0.0244394, 0.0301583, 0.0165086, 0.0237623, 0.0223262, 0.0165136, 0.0240182, 0.0164675, 0.0164288, 0.0161803, 0.0242096, 0.0163487, 0.016508, 0.0162857, 0.0352121, 0.0163859, 0.0209804, 0.0233923, 0.0161527, 0.0164508, 0.0239868, 0.0212964, 0.0232817, 0.0163973, 0.0241311, 0.0224478, 0.0303488, 0.0163188, 0.0237452, 0.0164212, 0.0163947, 0.0218306, 0.0164228, 0.00825953, 0.00895136, 0.0163282, 0.0164928, 0.0236911, 0.0157006, 0.016431, 0.0242455, 0.0256504, 0.016264, 0.0240035, 0.0245452, 0.0243449, 0.0242043, 0.0235738, 0.0164532, 0.0211955, 0.0162572, 0.0165222, 0.0163078, 0.022259, 0.0162454, 0.0240799, 0.0263539, 0.0245673, 0.0199546, 0.0220074, 0.0163278, 0.0165119, 0.0233211, 0.0240803, 0.0161437, 0.0268756, 0.0161713, 0.0162874, 0.0164926, 0.023022, 0.0225367, 0.0163798, 0.0164726, 0.0165064, 0.016444, 0.0297241, 0.0301149, 0.0243919, 0.0204996, 0.0244615, 0.0163508, 0.017174, 0.0164045, 0.0232803, 
G/Dep; 0.0215443; 0.0560194, 0.0832195, 0.0563536, 0.0563514, 0.0791916, 0.0745973, 0.0536904, 0.0633312, 0.08384, 0.080108, 0.0631844, 0.0537091, 0.0627263, 0.0530497, 0.0447453, 0.0471366, 0.0435654, 0.0746141, 0.0905605, 0.0532358, 0.0457853, 0.0723948, 0.0733701, 0.0611896, 0.0673311, 0.0672032, 0.0429028, 0.0477981, 0.0703847, 0.0509672, 0.0786614, 0.0496651, 0.0644303, 0.084127, 0.0774842, 0.0648846, 0.0553772, 0.0699024, 0.0543628, 0.0697006, 0.0686663, 0.0645947, 0.0604035, 0.053045, 0.0502332, 0.0540339, 0.0679455, 0.0649175, 0.0507288, 0.0472643, 0.053997, 0.0595658, 0.040109, 0.0998979, 0.0513988, 0.0619318, 0.0501432, 0.0811641, 0.0611176, 0.0494107, 0.0577043, 0.0651814, 0.0590515, 0.0428301, 0.077418, 0.0457394, 0.0493208, 0.0644061, 0.043396, 0.0469964, 0.0559506, 0.0671409, 0.0411952, 0.0449395, 0.0658379, 0.0455073, 0.066829, 0.0507933, 0.099962, 0.108723, 0.0521453, 0.0868355, 0.0572476, 0.0392157, 0.08394, 0.03912, 0.0410351, 0.11116, 0.0752607, 0.0431528, 0.0495547, 0.0619277, 0.0559298, 0.0513419, 0.0430696, 0.0419545, 0.0699131, 0.0644223, 0.0707997, 0.0571598, 
G/Gre; 0.0215443; 0.0614796, 0.05223, 0.0424958, 0.0820451, 0.0423581, 0.0966639, 0.0721046, 0.0513171, 0.0650531, 0.0781464, 0.0457655, 0.0568096, 0.0797733, 0.0709833, 0.0565353, 0.0740177, 0.0494953, 0.0855115, 0.0576087, 0.0723528, 0.0518565, 0.0395579, 0.0650151, 0.0604679, 0.0502963, 0.0843514, 0.0751595, 0.0638622, 0.062817, 0.102791, 0.0607482, 0.0448128, 0.0801701, 0.0602725, 0.0817466, 0.0736082, 0.05588, 0.0475772, 0.0491954, 0.0437161, 0.0611359, 0.0428953, 0.0546757, 0.0676318, 0.0704823, 0.0570007, 0.0795344, 0.0588756, 0.075908, 0.0594085, 0.0434868, 0.0472846, 0.0660402, 0.0781358, 0.0609133, 0.0499168, 0.0547621, 0.0692418, 0.0442718, 0.0870467, 0.0526472, 0.0575741, 0.0594963, 0.042559, 0.0517172, 0.05729, 0.0722295, 0.0730695, 0.0499255, 0.0925257, 0.0463831, 0.0439069, 0.0778148, 0.106448, 0.0561776, 0.0476155, 0.0700744, 0.0890308, 0.0674391, 0.072102, 0.0973857, 0.0807335, 0.0654104, 0.0576597, 0.0548111, 0.0523966, 0.042827, 0.0427612, 0.0818292, 0.0612692, 0.0604533, 0.0463121, 0.0476483, 0.0538684, 0.0702401, 0.0694397, 0.0455968, 0.0667115, 0.0393086, 0.0978593, 
G/Sqrt; 0.0215443; 0.0650531, 0.0499168, 0.0393086, 0.042827, 0.0736082, 0.0843514, 0.042559, 0.0730695, 0.0594085, 0.0781464, 0.0797733, 0.102791, 0.0925257, 0.0428953, 0.0709833, 0.0702401, 0.0499255, 0.0654104, 0.0660402, 0.0609133, 0.0476155, 0.0890308, 0.0801701, 0.0561776, 0.0807335, 0.0722295, 0.0442718, 0.0870467, 0.0518565, 0.0538684, 0.0472846, 0.0494953, 0.0548111, 0.0612692, 0.0455968, 0.0513171, 0.0700744, 0.0547621, 0.0424958, 0.0855115, 0.0576597, 0.072102, 0.0674391, 0.106448, 0.0676318, 0.0694397, 0.05223, 0.0568096, 0.062817, 0.0973857, 0.0423581, 0.0594963, 0.0463121, 0.0667115, 0.0604533, 0.0457655, 0.05588, 0.0607482, 0.0523966, 0.0818292, 0.0576087, 0.0614796, 0.0778148, 0.0565353, 0.0434868, 0.0448128, 0.0517172, 0.0751595, 0.0427612, 0.0978593, 0.0966639, 0.0526472, 0.0721046, 0.0611359, 0.0820451, 0.0650151, 0.0704823, 0.0817466, 0.0740177, 0.0439069, 0.0570007, 0.0604679, 0.0795344, 0.075908, 0.0692418, 0.0437161, 0.0723528, 0.0463831, 0.0781358, 0.0575741, 0.0502963, 0.0476483, 0.0475772, 0.0638622, 0.0588756, 0.0491954, 0.0602725, 0.0546757, 0.0395579, 0.05729, 
G/UCT; 0.0464159; 0.0410971, 0.0762121, 0.0604581, 0.0695657, 0.0649221, 0.0445723, 0.0645119, 0.0592371, 0.0501751, 0.0683731, 0.0740087, 0.0966189, 0.0570344, 0.0464703, 0.0528822, 0.0632928, 0.0643468, 0.0466451, 0.059774, 0.0725272, 0.0476305, 0.0975023, 0.0471617, 0.0579486, 0.0594997, 0.0616109, 0.073603, 0.0518422, 0.0501147, 0.0405574, 0.0710154, 0.0418494, 0.0520686, 0.0705647, 0.0423104, 0.0806597, 0.0509121, 0.058231, 0.0382257, 0.0560789, 0.0618602, 0.0498996, 0.0703815, 0.0420711, 0.0748031, 0.0767798, 0.0690906, 0.0481589, 0.11101, 0.0443112, 0.0496047, 0.0565554, 0.0701808, 0.0854848, 0.0399538, 0.0783817, 0.0631829, 0.0584024, 0.0456613, 0.0618017, 0.0748839, 0.071869, 0.0453457, 0.0573985, 0.0518397, 0.0667647, 0.0752906, 0.0636458, 0.0709144, 0.0652411, 0.0688921, 0.0453601, 0.0672618, 0.064255, 0.0462133, 0.0724485, 0.0856131, 0.0460694, 0.0504067, 0.0725314, 0.0415757, 0.069929, 0.0562155, 0.0563781, 0.0605858, 0.0792505, 0.0583324, 0.0571241, 0.069609, 0.0425478, 0.0525789, 0.0494528, 0.0444667, 0.0761912, 0.046337, 0.0515845, 0.0485514, 0.0589109, 0.0464636, 0.0615743, 
G/Tun; 0.0464159; 0.0607576, 0.0546466, 0.0761559, 0.0602223, 0.0559783, 0.0594705, 0.0455042, 0.0807239, 0.0602093, 0.0642075, 0.0529702, 0.0444183, 0.0559846, 0.0645903, 0.0999486, 0.0449043, 0.052336, 0.0587033, 0.0651982, 0.0482399, 0.0476512, 0.0600412, 0.0625383, 0.105734, 0.0509329, 0.0541644, 0.0775411, 0.0554477, 0.0968534, 0.0496704, 0.0675646, 0.0469015, 0.0631778, 0.0834397, 0.0586328, 0.0712159, 0.0640083, 0.0589508, 0.126759, 0.0481634, 0.0490002, 0.0622415, 0.0869316, 0.0487509, 0.0590626, 0.0698437, 0.0712305, 0.0442029, 0.0516213, 0.056688, 0.0454264, 0.0546048, 0.0670783, 0.0548304, 0.0563376, 0.0442098, 0.0677819, 0.0708956, 0.0827209, 0.0594788, 0.073801, 0.0700102, 0.0537593, 0.0429933, 0.0666344, 0.0572716, 0.0758759, 0.0653968, 0.0603721, 0.0733602, 0.0671783, 0.0562038, 0.0629053, 0.047782, 0.058759, 0.0635183, 0.0461625, 0.0571064, 0.0499454, 0.0657981, 0.0521089, 0.0536561, 0.0485672, 0.0660024, 0.0464794, 0.0562227, 0.0562207, 0.0638049, 0.0873449, 0.040275, 0.0723657, 0.0624269, 0.0953963, 0.0523128, 0.0608422, 0.0524277, 0.0682601, 0.0456186, 0.0562888, 0.053408, 
G/SP; 0.0464159; 0.0242043, 0.00895136, 0.0163278, 0.0162026, 0.0165064, 0.0243449, 0.0162572, 0.0242604, 0.0209804, 0.0245452, 0.023022, 0.0224478, 0.016431, 0.0163859, 0.0233923, 0.0240799, 0.0164926, 0.0268756, 0.0161437, 0.0164532, 0.017174, 0.0242455, 0.0232817, 0.0243615, 0.0163947, 0.0243825, 0.0150893, 0.0237452, 0.0301583, 0.0243919, 0.0161803, 0.0162874, 0.0164045, 0.0199546, 0.0242096, 0.0164675, 0.0165136, 0.0245673, 0.0236911, 0.0163487, 0.0164288, 0.0223262, 0.0212964, 0.0163798, 0.0235738, 0.0164726, 0.022259, 0.0163282, 0.0362665, 0.0242091, 0.0165119, 0.0263539, 0.0244394, 0.0220126, 0.0130857, 0.0256504, 0.0159244, 0.0241183, 0.0237623, 0.0199568, 0.0244615, 0.0161713, 0.0163078, 0.0225367, 0.0157006, 0.016264, 0.016508, 0.0240182, 0.0297241, 0.0220074, 0.0163973, 0.0164928, 0.0232803, 0.0164536, 0.0241311, 0.0161527, 0.0316244, 0.016444, 0.0303488, 0.0163188, 0.0164212, 0.0352121, 0.0218306, 0.0301149, 0.0163508, 0.0162454, 0.0165086, 0.0164508, 0.0162857, 0.0182001, 0.0240035, 0.0240803, 0.0164228, 0.0165222, 0.0164346, 0.0211955, 0.0239868, 0.0204996, 0.00825953, 0.0233211, 
G/Dep; 0.0464159; 0.0555609, 0.0523011, 0.0373787, 0.0524554, 0.0839995, 0.0450144, 0.0384611, 0.0491771, 0.039179, 0.0431139, 0.0473151, 0.0902594, 0.0424854, 0.0532517, 0.0469385, 0.0476382, 0.0589481, 0.0583166, 0.0674913, 0.0527403, 0.0544905, 0.0589621, 0.0670126, 0.0467405, 0.0898226, 0.0613636, 0.0402274, 0.0611367, 0.0821261, 0.0757328, 0.0812267, 0.0491757, 0.0732966, 0.0673576, 0.0596326, 0.05174, 0.0556582, 0.0406695, 0.0800397, 0.0562385, 0.0543661, 0.054685, 0.101478, 0.0462025, 0.0563775, 0.0373552, 0.0540782, 0.0473189, 0.0708648, 0.0674667, 0.0393576, 0.0393916, 0.0481551, 0.0935533, 0.0502679, 0.0647419, 0.041066, 0.0704832, 0.0521235, 0.0442997, 0.0694476, 0.0888854, 0.0397099, 0.0676261, 0.0413762, 0.0429106, 0.0487029, 0.0442087, 0.0517898, 0.0671288, 0.0500178, 0.0527391, 0.0507094, 0.0420373, 0.0571108, 0.0694136, 0.058714, 0.0453294, 0.0380289, 0.0596949, 0.0681246, 0.0453335, 0.130101, 0.0516469, 0.0800023, 0.0809615, 0.056703, 0.0488207, 0.042368, 0.0709021, 0.0422232, 0.0786362, 0.0585642, 0.050885, 0.0579553, 0.0500052, 0.0511686, 0.0579423, 0.0526828, 0.0621236, 
G/Gre; 0.0464159; 0.0498996, 0.0494528, 0.0496047, 0.0584024, 0.0710154, 0.0471617, 0.0501147, 0.0418494, 0.0705647, 0.0762121, 0.0854848, 0.0570344, 0.0460694, 0.0563781, 0.0748031, 0.0504067, 0.0382257, 0.0740087, 0.0688921, 0.0425478, 0.0856131, 0.0525789, 0.0571241, 0.0528822, 0.0485514, 0.0594997, 0.0420711, 0.0752906, 0.0415757, 0.0725314, 0.0725272, 0.0667647, 0.0690906, 0.0645119, 0.0560789, 0.059774, 0.0703815, 0.0701808, 0.0444667, 0.069929, 0.058231, 0.0443112, 0.0605858, 0.0562155, 0.069609, 0.0643468, 0.073603, 0.0783817, 0.0423104, 0.0975023, 0.0632928, 0.0672618, 0.0520686, 0.0618602, 0.0462133, 0.0579486, 0.0515845, 0.0453601, 0.0761912, 0.0481589, 0.071869, 0.046337, 0.0464636, 0.0518422, 0.0806597, 0.0709144, 0.0683731, 0.0573985, 0.0592371, 0.0631829, 0.0767798, 0.0456613, 0.0410971, 0.0476305, 0.0466451, 0.0636458, 0.0583324, 0.0464703, 0.0966189, 0.0399538, 0.0445723, 0.0509121, 0.0518397, 0.0792505, 0.0604581, 0.0405574, 0.0501751, 0.0453457, 0.0652411, 0.11101, 0.064255, 0.0724485, 0.0565554, 0.0695657, 0.0589109, 0.0615743, 0.0616109, 0.0649221, 0.0618017, 0.0748839, 
G/Sqrt; 0.0464159; 0.0498996, 0.0652411, 0.0975023, 0.0464636, 0.0453601, 0.0594997, 0.0856131, 0.0636458, 0.0748031, 0.0605858, 0.0466451, 0.0453457, 0.0509121, 0.0618602, 0.058231, 0.11101, 0.0399538, 0.0725314, 0.0688921, 0.0604581, 0.0382257, 0.0418494, 0.0464703, 0.0649221, 0.064255, 0.0710154, 0.0583324, 0.0462133, 0.0471617, 0.0690906, 0.0565554, 0.0683731, 0.0667647, 0.0783817, 0.0494528, 0.0618017, 0.0515845, 0.0752906, 0.0476305, 0.0762121, 0.0725272, 0.0854848, 0.0496047, 0.0520686, 0.0443112, 0.0571241, 0.0560789, 0.0456613, 0.0966189, 0.0504067, 0.0705647, 0.0501751, 0.0792505, 0.0589109, 0.0616109, 0.0767798, 0.0570344, 0.0643468, 0.0525789, 0.0672618, 0.073603, 0.0415757, 0.0748839, 0.0445723, 0.0562155, 0.046337, 0.0573985, 0.0501147, 0.0631829, 0.0518397, 0.0405574, 0.0761912, 0.0425478, 0.0579486, 0.0740087, 0.0584024, 0.0444667, 0.071869, 0.0724485, 0.0632928, 0.0709144, 0.069929, 0.059774, 0.0410971, 0.0528822, 0.0806597, 0.0645119, 0.0420711, 0.0695657, 0.0423104, 0.0518422, 0.0701808, 0.0563781, 0.0615743, 0.0592371, 0.0460694, 0.069609, 0.0485514, 0.0703815, 0.0481589, 
G/UCT; 0.1; 0.0462388, 0.0422656, 0.0389231, 0.045514, 0.0434744, 0.0698435, 0.0447829, 0.0490276, 0.0976274, 0.0584638, 0.0370631, 0.0474483, 0.0400314, 0.051548, 0.0380812, 0.0402892, 0.0615672, 0.0711268, 0.0492343, 0.071059, 0.0812889, 0.0415199, 0.0494208, 0.0446666, 0.0381312, 0.0700099, 0.0398549, 0.0393698, 0.0747181, 0.0782159, 0.0644203, 0.0838424, 0.0396664, 0.0389041, 0.0573002, 0.11604, 0.0677021, 0.0567409, 0.0644294, 0.0394103, 0.0620388, 0.0680928, 0.0651335, 0.0502588, 0.048381, 0.0539621, 0.0510192, 0.044301, 0.0715362, 0.0421242, 0.0584384, 0.051593, 0.0583398, 0.0436054, 0.0513169, 0.0884642, 0.0581819, 0.0444176, 0.0415982, 0.0757887, 0.0440251, 0.0698459, 0.0414356, 0.0434108, 0.0536909, 0.0732575, 0.0922483, 0.0559371, 0.0557506, 0.059109, 0.0617096, 0.0663053, 0.0420301, 0.0685372, 0.0688118, 0.039261, 0.0411276, 0.0754022, 0.123003, 0.0582725, 0.0670043, 0.0397062, 0.0391457, 0.0543297, 0.0583518, 0.0581856, 0.0541981, 0.0711772, 0.092536, 0.0554563, 0.0446475, 0.0571578, 0.078115, 0.0414147, 0.0683409, 0.0405248, 0.101327, 0.0720915, 0.0405333, 0.0608581, 
