Algorithm;Hyperparameter (C);Values
Halton_50_10.txt_ISDisG_1.000000; 1; 0.378291, 0.382313, 0.377331, 0.368164, 0.369726, 0.388719, 0.37737, 0.359184, 0.372976, 0.366705, 0.37415, 0.37301, 0.378569, 0.37737, 0.378291, 0.388224, 0.369388, 0.37325, 0.37301, 0.372646, 0.379909, 0.372098, 0.384717, 0.368092, 0.375049, 0.379909, 0.388719, 0.379909, 0.37326, 0.374423, 0.376336, 0.37737, 0.384717, 0.388751, 0.372509, 0.377388, 0.368164, 0.386009, 0.386009, 0.375052, 0.362289, 0.37737, 0.375052, 0.371448, 0.372976, 0.368092, 0.387487, 0.365172, 0.390129, 0.376352, 0.37635, 0.371734, 0.366187, 0.370443, 0.38712, 0.38712, 0.388751, 0.388224, 0.388751, 0.372609, 0.375052, 0.365155, 0.374952, 0.369223, 0.378291, 0.379501, 0.366187, 0.374856, 0.373704, 0.374952, 0.373374, 0.376336, 0.37507, 0.377385, 0.374856, 0.375511, 0.373977, 0.371734, 0.37737, 0.37737, 0.379909, 0.376049, 0.367279, 0.378291, 0.384717, 0.387487, 0.382313, 0.363141, 0.378291, 0.388719, 0.37325, 0.37415, 0.378291, 0.378291, 0.368922, 0.367175, 0.362376, 0.388751, 0.375511, 0.362376, 
Halton_100_7.txt_ISDisG_1.000000; 1; 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.165661, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.165661, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.164511, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 0.16282, 
Halton_100_10.txt_ISDisG_0.215443; 0.215443; 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 0.250983, 
Halton_500_10.txt_ISDisG_0.046416; 0.0464159; 0.0660482, 0.0659897, 0.066384, 0.06584, 0.0656555, 0.066384, 0.06584, 0.0661227, 0.0661227, 0.066384, 0.0660064, 0.0660969, 0.0643791, 0.0663114, 0.066384, 0.0659169, 0.0661227, 0.0656555, 0.0653198, 0.0661227, 0.0659897, 0.0661227, 0.066384, 0.0661227, 0.0643791, 0.0648675, 0.0643791, 0.066384, 0.066384, 0.0643791, 0.0659169, 0.0643791, 0.066384, 0.0661227, 0.066384, 0.0643791, 0.0659897, 0.0657863, 0.0643791, 0.06584, 0.0659169, 0.0665215, 0.0661227, 0.0660064, 0.0643791, 0.0661227, 0.06584, 0.0657377, 0.0661227, 0.0659169, 0.0647593, 0.0661227, 0.0643791, 0.0643791, 0.0643791, 0.0643791, 0.0661227, 0.066384, 0.0661227, 0.066384, 0.0643791, 0.0659169, 0.06584, 0.066384, 0.0659169, 0.0643791, 0.0661227, 0.0657239, 0.0643791, 0.0661227, 0.0661227, 0.0661227, 0.0661227, 0.0643791, 0.0661227, 0.0646684, 0.0659897, 0.0657863, 0.0661227, 0.0643791, 0.066384, 0.0661227, 0.066384, 0.066384, 0.066384, 0.0643791, 0.0661227, 0.066384, 0.0660064, 0.0661227, 0.0659169, 0.0644704, 0.0657389, 0.0643791, 0.066384, 0.0661227, 0.0660064, 0.0657863, 0.0656555, 0.06584, 
Halton_1000_7.txt_ISDisG_0.464159; 0.464159; 0.0254565, 0.0276235, 0.0264097, 0.026743, 0.0254417, 0.0262741, 0.0248942, 0.0264035, 0.0268435, 0.0259934, 0.0262147, 0.0247862, 0.0262735, 0.028415, 0.0250756, 0.0255727, 0.0266255, 0.0257799, 0.0276855, 0.0275319, 0.0276084, 0.0260712, 0.0268238, 0.0277913, 0.0269982, 0.026643, 0.0264669, 0.0290203, 0.0249374, 0.0253861, 0.026438, 0.0280903, 0.0269191, 0.0292688, 0.0267533, 0.0248765, 0.0263294, 0.0299598, 0.0268152, 0.025886, 0.0290527, 0.0274691, 0.0271474, 0.0262666, 0.0263293, 0.0287146, 0.0257728, 0.0253132, 0.0291154, 0.0256493, 0.0237841, 0.0260029, 0.02638, 0.026385, 0.0259762, 0.0259047, 0.0245583, 0.0262646, 0.0257289, 0.0281309, 0.0295528, 0.026513, 0.0267701, 0.0255499, 0.0277639, 0.0263538, 0.0273346, 0.0253999, 0.027819, 0.0239943, 0.0288487, 0.0266215, 0.0263241, 0.0281076, 0.0261366, 0.0251462, 0.026312, 0.0256932, 0.0268397, 0.0252491, 0.0277162, 0.025966, 0.0254001, 0.0271471, 0.0255842, 0.026799, 0.0261487, 0.0259758, 0.0271849, 0.0265843, 0.0277527, 0.028387, 0.0261652, 0.0309422, 0.026273, 0.0244094, 0.0262417, 0.0255367, 0.0277785, 0.0274011, 
Sobol_20_5.txt_ISDisG_0.464159; 0.464159; 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 0.274834, 
Sobol_50_5.txt_ISDisG_0.215443; 0.215443; 0.153148, 0.153148, 0.159456, 0.153148, 0.162704, 0.159456, 0.159456, 0.153148, 0.162614, 0.159456, 0.153148, 0.159456, 0.152912, 0.153148, 0.153148, 0.153148, 0.153148, 0.153148, 0.153148, 0.159456, 0.159456, 0.159456, 0.152912, 0.153148, 0.159456, 0.153148, 0.153148, 0.159456, 0.159456, 0.152912, 0.162704, 0.153148, 0.159456, 0.162614, 0.162704, 0.153148, 0.153148, 0.153322, 0.153148, 0.152912, 0.153148, 0.153148, 0.153148, 0.153148, 0.153148, 0.153148, 0.158058, 0.158058, 0.162704, 0.158058, 0.153148, 0.153148, 0.152912, 0.153075, 0.158058, 0.153148, 0.158058, 0.153148, 0.153148, 0.153148, 0.153148, 0.153148, 0.162614, 0.153148, 0.162614, 0.158058, 0.153148, 0.158058, 0.159456, 0.159456, 0.162704, 0.153148, 0.153148, 0.153148, 0.152912, 0.162704, 0.162614, 0.152912, 0.153148, 0.162614, 0.162704, 0.153148, 0.152912, 0.162614, 0.152912, 0.158058, 0.153148, 0.162614, 0.159456, 0.162704, 0.153148, 0.153148, 0.162614, 0.159456, 0.162614, 0.162614, 0.162704, 0.153148, 0.158058, 0.159456, 
Sobol_100_4.txt_ISDisG_0.100000; 0.1; 0.0803053, 0.0803053, 0.0822952, 0.0803053, 0.0822952, 0.0822952, 0.0803053, 0.0803053, 0.0813002, 0.0803053, 0.0803053, 0.0822952, 0.0803053, 0.0813002, 0.0822952, 0.0822952, 0.0813002, 0.0822952, 0.0813002, 0.0785251, 0.0813002, 0.0785251, 0.0803053, 0.0803053, 0.0785251, 0.0822952, 0.0803053, 0.0803053, 0.0822952, 0.0813002, 0.0809076, 0.0803053, 0.0854715, 0.0822952, 0.0803053, 0.0822952, 0.0822952, 0.0809076, 0.0803053, 0.0803053, 0.0803053, 0.0813002, 0.0803053, 0.0803053, 0.0803053, 0.0822952, 0.0803053, 0.0822952, 0.0803053, 0.0822952, 0.0803053, 0.0803053, 0.0803053, 0.0803053, 0.0803053, 0.0803053, 0.0813002, 0.0803053, 0.0803053, 0.0813002, 0.0803053, 0.0822952, 0.0803053, 0.0809076, 0.0809076, 0.0803053, 0.0803053, 0.0822952, 0.0822952, 0.0822952, 0.0813002, 0.0803053, 0.0813002, 0.0809076, 0.0809076, 0.0822952, 0.0822952, 0.0803053, 0.0803053, 0.0822952, 0.0822952, 0.0803053, 0.0803053, 0.0822952, 0.0809076, 0.0803053, 0.0803053, 0.0803053, 0.0822952, 0.0822952, 0.0822952, 0.0822952, 0.0803053, 0.0803053, 0.0809076, 0.0803053, 0.0822952, 0.0803053, 0.0803053, 0.0803053, 
Sobol_100_5.txt_ISDisG_0.046416; 0.0464159; 0.107532, 0.103434, 0.109117, 0.109117, 0.109117, 0.104653, 0.109117, 0.109117, 0.109117, 0.109117, 0.101013, 0.109117, 0.109117, 0.109117, 0.0953732, 0.0935893, 0.109117, 0.109117, 0.109117, 0.109117, 0.109117, 0.0975996, 0.109117, 0.102369, 0.109117, 0.0922234, 0.105724, 0.0976893, 0.109117, 0.109117, 0.103582, 0.109117, 0.109117, 0.109117, 0.109117, 0.109117, 0.0972083, 0.10028, 0.109117, 0.109117, 0.103434, 0.109117, 0.103434, 0.109117, 0.109117, 0.104653, 0.109117, 0.109117, 0.102369, 0.109117, 0.109117, 0.0921594, 0.109117, 0.109117, 0.0971771, 0.109117, 0.109117, 0.0969582, 0.109117, 0.0921594, 0.109117, 0.109117, 0.105724, 0.109117, 0.109117, 0.109117, 0.0928181, 0.109117, 0.109117, 0.109117, 0.109117, 0.0993428, 0.100279, 0.109117, 0.109117, 0.109117, 0.109117, 0.0981836, 0.100682, 0.102835, 0.100474, 0.109117, 0.109117, 0.109117, 0.109117, 0.109117, 0.109117, 0.109117, 0.109117, 0.109117, 0.109117, 0.100279, 0.100856, 0.100611, 0.109117, 0.109117, 0.104653, 0.096452, 0.0962596, 0.103434, 
Sobol_100_6.txt_ISDisG_0.215443; 0.215443; 0.112584, 0.114436, 0.114436, 0.114436, 0.114436, 0.114436, 0.114436, 0.0986149, 0.114436, 0.112584, 0.114436, 0.112584, 0.112584, 0.114436, 0.114436, 0.114436, 0.114436, 0.115075, 0.114436, 0.114436, 0.114436, 0.112584, 0.114436, 0.114436, 0.112584, 0.114436, 0.114436, 0.0995949, 0.114436, 0.114436, 0.114436, 0.114436, 0.114436, 0.114436, 0.114436, 0.114436, 0.114436, 0.101695, 0.0985261, 0.0976918, 0.114436, 0.114436, 0.110394, 0.114436, 0.114436, 0.114436, 0.114436, 0.114436, 0.114436, 0.0990538, 0.115075, 0.115075, 0.0982997, 0.112584, 0.115075, 0.101931, 0.110482, 0.115075, 0.114436, 0.114436, 0.114436, 0.114436, 0.112584, 0.114436, 0.110807, 0.112584, 0.103547, 0.112584, 0.110065, 0.102372, 0.112584, 0.0963401, 0.0984388, 0.112584, 0.112584, 0.114436, 0.114436, 0.114436, 0.115075, 0.114436, 0.110259, 0.114436, 0.10204, 0.114436, 0.100309, 0.110467, 0.114436, 0.115075, 0.114436, 0.112584, 0.0982045, 0.110394, 0.115075, 0.111852, 0.097582, 0.115075, 0.114436, 0.114436, 0.101646, 0.114436, 
Sobol_100_8.txt_ISDisG_0.046416; 0.0464159; 0.126412, 0.126412, 0.126412, 0.126412, 0.126412, 0.121584, 0.128533, 0.126412, 0.126412, 0.126412, 0.126412, 0.126412, 0.126412, 0.126412, 0.126412, 0.126412, 0.126412, 0.126412, 0.121238, 0.123631, 0.126412, 0.126412, 0.128394, 0.126412, 0.126412, 0.128293, 0.121238, 0.130493, 0.130887, 0.126412, 0.126412, 0.130118, 0.126412, 0.126412, 0.126412, 0.126412, 0.126412, 0.126412, 0.126412, 0.123631, 0.126412, 0.126412, 0.123631, 0.126412, 0.124147, 0.127567, 0.128293, 0.14037, 0.125353, 0.126412, 0.126412, 0.121238, 0.123631, 0.132195, 0.126412, 0.128293, 0.123521, 0.126412, 0.128293, 0.126412, 0.132267, 0.1314, 0.126412, 0.130282, 0.1314, 0.135201, 0.135037, 0.134055, 0.126412, 0.134055, 0.126412, 0.135877, 0.131065, 0.134871, 0.1314, 0.134434, 0.132195, 0.134055, 0.134957, 0.140036, 0.134291, 0.139997, 0.128293, 0.140037, 0.126412, 0.132195, 0.128293, 0.134952, 0.126412, 0.115976, 0.126412, 0.129221, 0.126412, 0.126412, 0.121238, 0.13418, 0.137103, 0.140838, 0.134871, 0.133278, 
Sobol_100_20.txt_ISDisG_0.010000; 0.01; 0.209841, 0.228309, 0.208711, 0.184429, 0.185225, 0.203612, 0.195051, 0.234267, 0.189179, 0.173916, 0.195462, 0.212226, 0.202853, 0.203029, 0.196878, 0.21986, 0.222599, 0.204538, 0.175723, 0.218159, 0.192063, 0.163341, 0.192159, 0.199155, 0.255546, 0.198349, 0.180708, 0.198927, 0.184077, 0.199378, 0.20964, 0.203232, 0.174074, 0.194029, 0.209891, 0.151091, 0.20477, 0.20463, 0.213542, 0.228738, 0.234989, 0.198508, 0.195059, 0.219469, 0.21013, 0.215119, 0.204811, 0.180014, 0.17744, 0.208319, 0.192755, 0.186685, 0.174097, 0.193545, 0.181067, 0.233567, 0.234086, 0.179461, 0.176248, 0.223083, 0.199766, 0.204343, 0.184572, 0.201, 0.23355, 0.19668, 0.188171, 0.224231, 0.191404, 0.233967, 0.203569, 0.184254, 0.206513, 0.204437, 0.204395, 0.185134, 0.194798, 0.197064, 0.194049, 0.20906, 0.213399, 0.248264, 0.219873, 0.189755, 0.187478, 0.227592, 0.184076, 0.243846, 0.176924, 0.179425, 0.174592, 0.175984, 0.191002, 0.182503, 0.156372, 0.183775, 0.184129, 0.169871, 0.169777, 0.195147, 
Sobol_100_50.txt_ISDisG_0.000022; 2.15443e-05; 9.85629e-09, 2.15664e-09, 2.16515e-09, 2.90081e-09, 9.91236e-09, 9.48403e-08, 6.16728e-09, 3.13667e-08, 9.13674e-08, 2.44935e-09, 9.2105e-09, 8.49162e-09, 1.57739e-08, 8.48354e-09, 5.91514e-09, 3.53836e-08, 8.60541e-09, 2.40241e-09, 6.67927e-09, 5.15937e-09, 6.84757e-09, 1.78425e-08, 1.71642e-09, 3.13787e-09, 8.66741e-09, 2.54471e-08, 1.36314e-08, 9.89566e-09, 8.24884e-10, 5.52709e-08, 1.58555e-08, 7.99822e-09, 1.04808e-09, 8.8969e-09, 2.66666e-09, 4.79403e-09, 8.84042e-09, 3.64381e-08, 4.2102e-09, 1.0189e-08, 3.61451e-08, 5.49874e-09, 2.48815e-09, 1.09307e-08, 1.09328e-08, 2.6336e-09, 4.97179e-09, 2.01327e-08, 8.7885e-09, 7.67274e-09, 5.66031e-09, 2.17469e-08, 4.05286e-08, 5.89687e-09, 5.15413e-09, 5.5376e-09, 2.05731e-08, 1.07819e-08, 1.06563e-08, 1.73688e-07, 1.21787e-08, 7.24973e-09, 7.11618e-09, 4.82705e-09, 4.85487e-09, 3.55239e-09, 3.91454e-09, 2.65946e-08, 2.63422e-09, 3.54483e-09, 5.68489e-09, 7.56343e-09, 3.99011e-09, 1.37786e-08, 7.15936e-09, 2.02456e-08, 8.17043e-09, 7.42484e-09, 1.61834e-08, 4.85754e-08, 6.79575e-09, 1.03264e-07, 1.49716e-08, 1.5378e-09, 1.93359e-08, 1.15207e-08, 2.04452e-08, 2.27638e-09, 4.02814e-09, 1.24855e-08, 5.41682e-09, 1.994e-09, 1.12431e-09, 2.81131e-09, 1.60678e-09, 1.80626e-09, 4.95878e-09, 6.36088e-09, 4.46051e-08, 1.91825e-09, 
Sobol_128_8.txt_ISDisG_0.046416; 0.0464159; 0.0941863, 0.101858, 0.0987282, 0.0929244, 0.0822831, 0.0985746, 0.100191, 0.100291, 0.0957287, 0.0986737, 0.0974956, 0.0894816, 0.100498, 0.0957287, 0.101334, 0.0974005, 0.0994152, 0.0995127, 0.102011, 0.100293, 0.100191, 0.0985746, 0.0986737, 0.100191, 0.0957287, 0.0968556, 0.0971434, 0.0984738, 0.101858, 0.0957287, 0.100343, 0.0984242, 0.0995127, 0.0984242, 0.0995127, 0.0985746, 0.101908, 0.103525, 0.103525, 0.100293, 0.083244, 0.0968064, 0.0973804, 0.0972127, 0.0989843, 0.0968556, 0.101858, 0.102011, 0.0993673, 0.0985233, 0.0985746, 0.0989843, 0.0968556, 0.100293, 0.100141, 0.102011, 0.101858, 0.0967065, 0.103525, 0.100191, 0.0985746, 0.0972268, 0.101858, 0.100291, 0.0969588, 0.100293, 0.100498, 0.0989843, 0.0959174, 0.101908, 0.102011, 0.101858, 0.101858, 0.101858, 0.0993673, 0.103525, 0.100498, 0.100191, 0.0974972, 0.101334, 0.0968556, 0.0993673, 0.101858, 0.0958141, 0.0985233, 0.101665, 0.0984242, 0.0993673, 0.100498, 0.0995127, 0.101908, 0.0985746, 0.0972268, 0.109907, 0.101858, 0.101908, 0.0985233, 0.100498, 0.098525, 0.0970571, 
Sobol_128_9.txt_ISDisG_0.046416; 0.0464159; 0.106309, 0.106101, 0.102955, 0.0995135, 0.0989383, 0.100853, 0.101822, 0.101785, 0.0970227, 0.100853, 0.100685, 0.107715, 0.103848, 0.0899301, 0.0948824, 0.10943, 0.107715, 0.100805, 0.100853, 0.107866, 0.107715, 0.0939285, 0.100805, 0.100853, 0.107866, 0.100853, 0.104536, 0.107715, 0.107715, 0.0974611, 0.107715, 0.107765, 0.100757, 0.0988904, 0.100063, 0.0989383, 0.0998897, 0.0988424, 0.102469, 0.100805, 0.104284, 0.102082, 0.0972158, 0.100757, 0.101822, 0.106304, 0.1018, 0.105084, 0.104462, 0.107866, 0.100853, 0.106, 0.106, 0.100757, 0.0989863, 0.107866, 0.0972158, 0.107715, 0.106304, 0.107866, 0.107715, 0.102671, 0.100853, 0.10246, 0.107029, 0.100853, 0.107765, 0.102006, 0.103285, 0.0972158, 0.106101, 0.104743, 0.0989863, 0.104487, 0.104284, 0.0990359, 0.100805, 0.0968871, 0.104743, 0.104335, 0.104286, 0.100805, 0.0972192, 0.10943, 0.106, 0.104487, 0.102955, 0.104798, 0.107715, 0.0970331, 0.10595, 0.10615, 0.104743, 0.100853, 0.107715, 0.100853, 0.106304, 0.107715, 0.104487, 0.100853, 
Sobol_128_10.txt_ISDisG_0.046416; 0.0464159; 0.124567, 0.122906, 0.123285, 0.126819, 0.124567, 0.122906, 0.126815, 0.122906, 0.124567, 0.124567, 0.123285, 0.124567, 0.124567, 0.12482, 0.122906, 0.124862, 0.124567, 0.122906, 0.124396, 0.122806, 0.124567, 0.122906, 0.124567, 0.123285, 0.124567, 0.122757, 0.124862, 0.123285, 0.121194, 0.123285, 0.122906, 0.122906, 0.124567, 0.122906, 0.123285, 0.124567, 0.126815, 0.124567, 0.126867, 0.121426, 0.123285, 0.122906, 0.12491, 0.123812, 0.122906, 0.124867, 0.131746, 0.124567, 0.121282, 0.122806, 0.122906, 0.122906, 0.124103, 0.122906, 0.123285, 0.12482, 0.121426, 0.122906, 0.124567, 0.12482, 0.126819, 0.124567, 0.123285, 0.123285, 0.125056, 0.124567, 0.124679, 0.123285, 0.125186, 0.123285, 0.124567, 0.124567, 0.123285, 0.123007, 0.122906, 0.11559, 0.121426, 0.126716, 0.124867, 0.122806, 0.122906, 0.122906, 0.127473, 0.124567, 0.121378, 0.124567, 0.126775, 0.122906, 0.123285, 0.124567, 0.123285, 0.122906, 0.122906, 0.124567, 0.122906, 0.122806, 0.124567, 0.124567, 0.126769, 0.123285, 
Sobol_128_11.txt_ISDisG_0.046416; 0.0464159; 0.130539, 0.132393, 0.130429, 0.130429, 0.130429, 0.130396, 0.132538, 0.134343, 0.11406, 0.130429, 0.130429, 0.13244, 0.128913, 0.12872, 0.130429, 0.130732, 0.12872, 0.132538, 0.121113, 0.132538, 0.132359, 0.130683, 0.130141, 0.132393, 0.132035, 0.11426, 0.130429, 0.132406, 0.132393, 0.12872, 0.132406, 0.130429, 0.130429, 0.132393, 0.128487, 0.134343, 0.130429, 0.130586, 0.107729, 0.132359, 0.132538, 0.130429, 0.12872, 0.132406, 0.117251, 0.132393, 0.132538, 0.130429, 0.128913, 0.132538, 0.130586, 0.132359, 0.130429, 0.132538, 0.130683, 0.132538, 0.12872, 0.130539, 0.12872, 0.128913, 0.131704, 0.131621, 0.132538, 0.130539, 0.132538, 0.130732, 0.132538, 0.130429, 0.12872, 0.110367, 0.130539, 0.130429, 0.130429, 0.132538, 0.132393, 0.132538, 0.12872, 0.136881, 0.13244, 0.13244, 0.123441, 0.128913, 0.131774, 0.128487, 0.13093, 0.130732, 0.130747, 0.128926, 0.132538, 0.132538, 0.130732, 0.130321, 0.130429, 0.13022, 0.121422, 0.123591, 0.12872, 0.130429, 0.128913, 0.130429, 
Sobol_128_12.txt_ISDisG_0.046416; 0.0464159; 0.149024, 0.149753, 0.147805, 0.149024, 0.149706, 0.149024, 0.15089, 0.149753, 0.147616, 0.147758, 0.149612, 0.151701, 0.150891, 0.147784, 0.148942, 0.149753, 0.149753, 0.131321, 0.149706, 0.150891, 0.147711, 0.149753, 0.149658, 0.149706, 0.15103, 0.148666, 0.149753, 0.150983, 0.150983, 0.149759, 0.147805, 0.143301, 0.145602, 0.149753, 0.143765, 0.151701, 0.153023, 0.151701, 0.14788, 0.147831, 0.149753, 0.149024, 0.147784, 0.153117, 0.150983, 0.153023, 0.149753, 0.147805, 0.147758, 0.147831, 0.145217, 0.147805, 0.153023, 0.151701, 0.148759, 0.149658, 0.153117, 0.149384, 0.149658, 0.15203, 0.149612, 0.147758, 0.146028, 0.150983, 0.13705, 0.151701, 0.152978, 0.149024, 0.149753, 0.134169, 0.149658, 0.152075, 0.125167, 0.145307, 0.150983, 0.152075, 0.152229, 0.149706, 0.145604, 0.147784, 0.139907, 0.147701, 0.148089, 0.149706, 0.147805, 0.149478, 0.148712, 0.149671, 0.152978, 0.15307, 0.150983, 0.150798, 0.147805, 0.148942, 0.149753, 0.13153, 0.124514, 0.151701, 0.153117, 0.149753, 
Sobol_128_20.txt_ISDisG_0.010000; 0.01; 0.164212, 0.158624, 0.182009, 0.166698, 0.137278, 0.156065, 0.172513, 0.179261, 0.162262, 0.14006, 0.148529, 0.146424, 0.165174, 0.177089, 0.15307, 0.171522, 0.149138, 0.161331, 0.16409, 0.149348, 0.199682, 0.174894, 0.149819, 0.170521, 0.156512, 0.178517, 0.15205, 0.153906, 0.163491, 0.167154, 0.170564, 0.155206, 0.188352, 0.185742, 0.199534, 0.154114, 0.190772, 0.155587, 0.199025, 0.177445, 0.164451, 0.172202, 0.158015, 0.146337, 0.159732, 0.15862, 0.173816, 0.166176, 0.166265, 0.158252, 0.182044, 0.151501, 0.187615, 0.173082, 0.161253, 0.15952, 0.175988, 0.151387, 0.19068, 0.1487, 0.164666, 0.163788, 0.176145, 0.164709, 0.179587, 0.158405, 0.132594, 0.163654, 0.167009, 0.149766, 0.156154, 0.152684, 0.133998, 0.1856, 0.15829, 0.185737, 0.187182, 0.202362, 0.188788, 0.161012, 0.166357, 0.164446, 0.189332, 0.179406, 0.146583, 0.178574, 0.162852, 0.157627, 0.129693, 0.136327, 0.187362, 0.141006, 0.174975, 0.140257, 0.159232, 0.141383, 0.170784, 0.126499, 0.166368, 0.175857, 
Sobol_256_7.txt_ISDisG_0.215443; 0.215443; 0.0436828, 0.0434135, 0.0461071, 0.0444324, 0.0514147, 0.0452292, 0.0431146, 0.0503862, 0.0441394, 0.0441191, 0.0453292, 0.045428, 0.0468635, 0.0440444, 0.0471015, 0.0443937, 0.0520522, 0.0458615, 0.0507848, 0.0453177, 0.0493352, 0.0436472, 0.0440244, 0.0441425, 0.0448932, 0.0499129, 0.0447383, 0.0461915, 0.0441598, 0.0447122, 0.0438431, 0.0497536, 0.0439092, 0.0458538, 0.0445372, 0.0433301, 0.0469983, 0.0511789, 0.0425105, 0.0437745, 0.0543912, 0.0445562, 0.0454476, 0.04582, 0.0453571, 0.0439073, 0.048508, 0.0474607, 0.0435066, 0.043779, 0.0452329, 0.0488574, 0.0439217, 0.0429696, 0.0539834, 0.0435675, 0.0438445, 0.0522627, 0.0443559, 0.0425436, 0.0524353, 0.0434999, 0.0484897, 0.0455014, 0.0545905, 0.0448486, 0.0444431, 0.0435881, 0.0436643, 0.0507174, 0.0447778, 0.0575464, 0.0515677, 0.0453655, 0.0435795, 0.0465946, 0.0482873, 0.0531421, 0.0456995, 0.0449341, 0.043691, 0.0428986, 0.0435519, 0.0459978, 0.0461498, 0.0433165, 0.0503822, 0.0438638, 0.044397, 0.0450342, 0.0439054, 0.0437797, 0.0460982, 0.0430499, 0.0430017, 0.0533965, 0.0441656, 0.0428518, 0.0561896, 0.0545978, 
