Algorithm;Hyperparameter (C);Values
Single; 0.000464159; 0.0344157, 0.0359343, 0.0229694, 0.027052, 0.0436577, 0.019611, 0.0260292, 0.0298723, 0.0259209, 0.0477337, 0.025205, 0.0309001, 0.0269944, 0.0410403, 0.0272807, 0.0425712, 0.02374, 0.0313327, 0.0196256, 0.0511085, 0.0377848, 0.0263004, 0.0323816, 0.0227121, 0.0362948, 0.0337579, 0.0365165, 0.0429648, 0.0273836, 0.0279081, 0.0196717, 0.0258892, 0.033521, 0.0422074, 0.0182366, 0.022478, 0.047266, 0.0348487, 0.033551, 0.033602, 0.025048, 0.0445822, 0.0291291, 0.0428981, 0.0233956, 0.0403762, 0.0300784, 0.0473105, 0.0506559, 0.0449164, 0.0233088, 0.0534123, 0.0201843, 0.0173945, 0.0486988, 0.019831, 0.0188565, 0.0195777, 0.0522628, 0.0241038, 0.0592292, 0.0319832, 0.028403, 0.0243694, 0.0252533, 0.0271452, 0.0357331, 0.0530029, 0.0291251, 0.0254869, 0.0447877, 0.0679516, 0.0577428, 0.0400769, 0.0289912, 0.0214967, 0.0311662, 0.0409663, 0.0401871, 0.0248058, 0.0639915, 0.0213853, 0.0320755, 0.02589, 0.0426687, 0.0411327, 0.0401527, 0.0460098, 0.0229361, 0.0241088, 0.0455416, 0.0253723, 0.0507086, 0.048493, 0.0552245, 0.0348539, 0.02782, 0.0396579, 0.0293354, 0.0446352, 
Separated; 0.000464159; 0.0236238, 0.0314364, 0.0221716, 0.0303643, 0.0248058, 0.0409454, 0.0274386, 0.0243566, 0.0280534, 0.0219562, 0.0396801, 0.0351174, 0.0300812, 0.0397068, 0.0358432, 0.0421953, 0.0293799, 0.0406709, 0.0292043, 0.0459704, 0.0529184, 0.0632635, 0.0179946, 0.033744, 0.0200824, 0.0234407, 0.0282609, 0.0257377, 0.0263405, 0.0247282, 0.0408595, 0.0518609, 0.0626477, 0.0311662, 0.0316583, 0.0476366, 0.0286652, 0.0271743, 0.0523311, 0.0621271, 0.024084, 0.0254726, 0.0337884, 0.0477297, 0.0304654, 0.0477861, 0.0241475, 0.0245012, 0.0250971, 0.0595129, 0.0264185, 0.0353816, 0.0368751, 0.0536626, 0.0288153, 0.0563808, 0.0247594, 0.0707109, 0.0240353, 0.0321246, 0.0645005, 0.0481677, 0.0334199, 0.043587, 0.0403987, 0.0332484, 0.0688563, 0.0281669, 0.0300876, 0.0367743, 0.034114, 0.0373436, 0.0348321, 0.0414598, 0.0346245, 0.0352726, 0.0319512, 0.0446782, 0.0471426, 0.0733825, 0.0545481, 0.0411331, 0.0505437, 0.0348539, 0.0407186, 0.0464993, 0.0414213, 0.0441805, 0.0575861, 0.0326967, 0.0410689, 0.064013, 0.0588925, 0.0271302, 0.0527709, 0.0469655, 0.0271623, 0.0457506, 0.0286961, 0.0726051, 
Single; 0.001; 0.0292385, 0.0277941, 0.032704, 0.0322939, 0.0304636, 0.0281965, 0.0226368, 0.0167731, 0.031373, 0.0227771, 0.0211812, 0.028789, 0.0324508, 0.0315346, 0.0558936, 0.0252368, 0.0226429, 0.0275169, 0.0287485, 0.0332247, 0.0296468, 0.0356914, 0.0389663, 0.0465771, 0.0303643, 0.0278653, 0.0300804, 0.0381477, 0.0392259, 0.0307275, 0.0358316, 0.0457809, 0.02374, 0.044896, 0.0257887, 0.0345763, 0.0210441, 0.0326283, 0.0295211, 0.0402436, 0.038306, 0.0300804, 0.0337664, 0.0411545, 0.0227794, 0.0260042, 0.0506559, 0.0386356, 0.0447817, 0.0260292, 0.0474508, 0.0218974, 0.0474629, 0.0249558, 0.0233179, 0.0272714, 0.0368225, 0.0323016, 0.0359717, 0.0335831, 0.0561311, 0.0371429, 0.0287419, 0.0584293, 0.0273057, 0.0388075, 0.0264595, 0.0284744, 0.0451697, 0.0535286, 0.0408401, 0.0304341, 0.0450439, 0.0250188, 0.0492242, 0.0340878, 0.0410099, 0.0479621, 0.0264822, 0.0270058, 0.0314406, 0.0385804, 0.0241911, 0.0496797, 0.0306701, 0.0486614, 0.0608238, 0.0485406, 0.0395639, 0.0507086, 0.0426687, 0.0474217, 0.0460258, 0.0481191, 0.0402084, 0.0430292, 0.0459859, 0.0517881, 0.0530276, 0.0201606, 
Separated; 0.001; 0.0249427, 0.0336128, 0.0219648, 0.0344663, 0.0592818, 0.0318041, 0.0516784, 0.0279797, 0.021075, 0.0409018, 0.0358761, 0.0197173, 0.0229163, 0.0248058, 0.0377144, 0.0360286, 0.0360091, 0.0215692, 0.064369, 0.0313488, 0.028122, 0.0232204, 0.0518294, 0.0354326, 0.0265553, 0.0378052, 0.038389, 0.0369981, 0.0307855, 0.0392518, 0.034183, 0.0322904, 0.0373364, 0.0302333, 0.0387644, 0.0199415, 0.0618915, 0.0356754, 0.0531729, 0.024949, 0.0302727, 0.0291835, 0.0382371, 0.0360562, 0.0488926, 0.046173, 0.0573002, 0.0464015, 0.034009, 0.0583905, 0.0260959, 0.025985, 0.0261393, 0.0260888, 0.0298434, 0.048019, 0.0402436, 0.0545561, 0.029128, 0.0367647, 0.0518294, 0.046238, 0.0441063, 0.0462146, 0.0517389, 0.051792, 0.0408232, 0.0371988, 0.0478533, 0.023638, 0.0313617, 0.0426703, 0.043171, 0.0443744, 0.0514024, 0.0315869, 0.0513692, 0.0420378, 0.0523681, 0.0450892, 0.0552463, 0.0470627, 0.061768, 0.0688563, 0.0486614, 0.0419629, 0.0413058, 0.0480081, 0.0249133, 0.0324351, 0.0410512, 0.0361863, 0.0779574, 0.0473384, 0.0384791, 0.0237978, 0.0274871, 0.0675814, 0.0405378, 0.0493808, 
Single; 0.00215443; 0.029594, 0.0315083, 0.0334082, 0.0415104, 0.0311904, 0.0225673, 0.0298242, 0.0315061, 0.0214496, 0.0293863, 0.0545236, 0.0244519, 0.0399042, 0.0455667, 0.0210414, 0.0317192, 0.0219197, 0.0213308, 0.0232058, 0.0310425, 0.0260494, 0.021044, 0.04594, 0.0298095, 0.0302076, 0.0233777, 0.0226676, 0.0300703, 0.0245706, 0.0247567, 0.0287261, 0.0522457, 0.0273381, 0.0218503, 0.0573497, 0.0325815, 0.0294226, 0.0390946, 0.057795, 0.0426687, 0.0319916, 0.0334313, 0.0297619, 0.020892, 0.0219309, 0.0543592, 0.0285377, 0.056237, 0.0440634, 0.0329255, 0.0535396, 0.0232936, 0.0352274, 0.0278186, 0.0390257, 0.0354405, 0.0477725, 0.027143, 0.0463101, 0.0322712, 0.0238105, 0.0324562, 0.0298854, 0.0278143, 0.0297047, 0.029515, 0.0473372, 0.0357903, 0.0523471, 0.0474275, 0.0220727, 0.0469198, 0.0413171, 0.0381861, 0.0395445, 0.0593008, 0.0290978, 0.037637, 0.0221089, 0.0503406, 0.0375591, 0.043751, 0.0374367, 0.0364557, 0.0242567, 0.0245846, 0.0489256, 0.0368045, 0.0476123, 0.0415482, 0.0510428, 0.0407121, 0.0395534, 0.0470478, 0.0336413, 0.0360268, 0.0511008, 0.038254, 0.0406978, 0.0528898, 
Separated; 0.00215443; 0.03699, 0.0267053, 0.035099, 0.0480517, 0.0347267, 0.0660599, 0.0246556, 0.0289873, 0.0389536, 0.02495, 0.0554376, 0.0354585, 0.0469529, 0.0506283, 0.0437244, 0.046235, 0.0546988, 0.0470463, 0.0326671, 0.032815, 0.0320254, 0.0437953, 0.0489232, 0.0417468, 0.0283238, 0.0489011, 0.0749328, 0.0575369, 0.0315442, 0.0460184, 0.035231, 0.0273663, 0.0382039, 0.0316081, 0.0317059, 0.0297574, 0.0281991, 0.0635321, 0.0325952, 0.0295846, 0.028403, 0.0416849, 0.0527796, 0.054482, 0.042413, 0.0381861, 0.0353985, 0.0481191, 0.0464863, 0.038254, 0.0317819, 0.0309472, 0.0403418, 0.0466482, 0.0272294, 0.0545236, 0.0262957, 0.0456995, 0.0403782, 0.0247502, 0.063566, 0.0244413, 0.0412606, 0.0624899, 0.0422173, 0.0426915, 0.0345223, 0.0438951, 0.0571863, 0.0505611, 0.05349, 0.0554687, 0.0307345, 0.054785, 0.0627008, 0.0431239, 0.0302516, 0.0689564, 0.0332458, 0.047909, 0.0283471, 0.0376083, 0.0542484, 0.041139, 0.0446794, 0.023936, 0.0280601, 0.0304503, 0.0294428, 0.0300131, 0.0390589, 0.0385601, 0.0367349, 0.0338129, 0.0425678, 0.0365363, 0.0373811, 0.0403439, 0.071948, 0.0467015, 
Single; 0.00464159; 0.0258848, 0.0360483, 0.0271401, 0.0239595, 0.0258848, 0.0265122, 0.0243651, 0.0194381, 0.0310433, 0.0260797, 0.021307, 0.0305511, 0.0276751, 0.0265886, 0.0313182, 0.0201741, 0.0502497, 0.0243438, 0.0327298, 0.0300678, 0.0265403, 0.0257947, 0.0330642, 0.032346, 0.0572839, 0.0416978, 0.032346, 0.0335728, 0.0346113, 0.0304627, 0.0374453, 0.0643021, 0.0342614, 0.0413373, 0.041143, 0.0546878, 0.0310559, 0.0298625, 0.0311468, 0.0358766, 0.0396017, 0.0469829, 0.0356683, 0.0504094, 0.0312555, 0.0337998, 0.031968, 0.0325239, 0.0556351, 0.0262004, 0.0274999, 0.048927, 0.0854357, 0.0311191, 0.0472138, 0.0478419, 0.0458717, 0.0332217, 0.0398392, 0.0481507, 0.049768, 0.0496033, 0.0496891, 0.0488933, 0.0465132, 0.0475408, 0.045886, 0.0482755, 0.0480687, 0.0488389, 0.0492119, 0.0467351, 0.0458874, 0.0391498, 0.0467217, 0.0453216, 0.0512303, 0.0492992, 0.0495113, 0.0296338, 0.049059, 0.052343, 0.0498553, 0.0505771, 0.0482513, 0.0538561, 0.0345091, 0.0492047, 0.0507972, 0.0596638, 0.0481598, 0.0497737, 0.0479538, 0.0437556, 0.0448427, 0.0456113, 0.0594876, 0.0468118, 0.0485483, 0.0539897, 
Separated; 0.00464159; 0.0336588, 0.0354751, 0.0302756, 0.0580986, 0.0297442, 0.0385199, 0.0305521, 0.0538867, 0.0420722, 0.0344614, 0.0323774, 0.0333891, 0.0262426, 0.0363628, 0.0313745, 0.03056, 0.0372482, 0.0304011, 0.0344614, 0.0654928, 0.0283728, 0.0375497, 0.0601688, 0.0327617, 0.0358623, 0.0573436, 0.0506241, 0.0475021, 0.0301189, 0.0495444, 0.0519933, 0.0522456, 0.053179, 0.05402, 0.046529, 0.0467603, 0.0425213, 0.0661072, 0.0481244, 0.0482513, 0.0376158, 0.0673936, 0.043466, 0.0678758, 0.0446839, 0.0475362, 0.0472801, 0.0459369, 0.0458301, 0.0720075, 0.0544441, 0.0476221, 0.0634165, 0.0482513, 0.0810202, 0.0485135, 0.0443187, 0.0487405, 0.0356378, 0.0337144, 0.0412682, 0.040153, 0.0522754, 0.0525302, 0.0409168, 0.0422962, 0.0464993, 0.0482513, 0.051649, 0.0377032, 0.0484513, 0.048169, 0.0394582, 0.0514102, 0.0331056, 0.0445124, 0.0573886, 0.0441589, 0.0473296, 0.0359024, 0.0419753, 0.0640208, 0.0424505, 0.045813, 0.0403981, 0.0514341, 0.0489625, 0.0498211, 0.0489946, 0.049059, 0.0522907, 0.045011, 0.045907, 0.0488373, 0.0489854, 0.0497016, 0.0570948, 0.0496672, 0.0544045, 0.040491, 
Single; 0.01; 0.027762, 0.0284623, 0.0247567, 0.0249434, 0.0405116, 0.0408552, 0.0403286, 0.0413373, 0.0363057, 0.0418078, 0.0396017, 0.0426261, 0.0403255, 0.0413373, 0.04106, 0.0423025, 0.0540332, 0.0560592, 0.0498127, 0.0384177, 0.0547642, 0.0512234, 0.0498198, 0.05225, 0.0523155, 0.0551173, 0.0515093, 0.0492972, 0.0507243, 0.0514042, 0.0509416, 0.0523155, 0.0511425, 0.0522117, 0.0507243, 0.054632, 0.0506973, 0.0466073, 0.0425212, 0.0514257, 0.0516017, 0.0526444, 0.0534621, 0.0524013, 0.0557306, 0.0522337, 0.0525267, 0.0497071, 0.0523272, 0.0529772, 0.0514663, 0.0531594, 0.0539287, 0.0522462, 0.0547327, 0.0534053, 0.0532234, 0.0538734, 0.0567135, 0.0523577, 0.0522337, 0.051864, 0.0532537, 0.0508126, 0.0531902, 0.055688, 0.0530667, 0.0538877, 0.0532611, 0.0522462, 0.0533106, 0.0516826, 0.0521279, 0.0531787, 0.05351, 0.0531061, 0.0533345, 0.0524906, 0.0529827, 0.0572486, 0.051875, 0.0547725, 0.052459, 0.0535232, 0.054144, 0.0530076, 0.056221, 0.0522462, 0.0549555, 0.0544758, 0.0559909, 0.0518373, 0.0507085, 0.0516521, 0.0550779, 0.0490832, 0.0507243, 0.0520914, 0.0531666, 0.0541653, 
Separated; 0.01; 0.0350528, 0.0408731, 0.0608397, 0.0406335, 0.0422288, 0.0398957, 0.0484969, 0.0378609, 0.0416454, 0.0339967, 0.0396017, 0.0490545, 0.0547755, 0.0474497, 0.0524102, 0.0565007, 0.0511643, 0.0518228, 0.060889, 0.0625793, 0.0498494, 0.0522708, 0.0490434, 0.0506973, 0.0525888, 0.0566992, 0.0537303, 0.0409507, 0.0507713, 0.0498375, 0.0491261, 0.0542703, 0.0526442, 0.0359082, 0.056346, 0.0507911, 0.0564893, 0.0548929, 0.0513867, 0.0516249, 0.051742, 0.049094, 0.0589586, 0.059593, 0.0527183, 0.0543712, 0.0539385, 0.0565717, 0.0588034, 0.0543232, 0.0527677, 0.0509494, 0.0591112, 0.054164, 0.0501322, 0.0530795, 0.0522518, 0.0526249, 0.0521311, 0.0515581, 0.0533174, 0.0500716, 0.0633897, 0.0599078, 0.0580315, 0.0392211, 0.0532804, 0.0555354, 0.0563787, 0.0551605, 0.0613447, 0.063191, 0.0534373, 0.0559358, 0.0778318, 0.0568599, 0.0610331, 0.0533762, 0.0538874, 0.0509816, 0.063311, 0.0411423, 0.0928085, 0.0596638, 0.0868956, 0.0475081, 0.063484, 0.0531203, 0.0507243, 0.0475362, 0.0884513, 0.0534621, 0.056152, 0.0709271, 0.0511814, 0.0506034, 0.0603135, 0.0629069, 0.0539438, 0.0794386, 
Single; 0.0215443; 0.0574219, 0.0569149, 0.0555131, 0.0572034, 0.0569733, 0.0599126, 0.0565275, 0.0575607, 0.0581537, 0.0585136, 0.0561735, 0.0572034, 0.0557478, 0.0574804, 0.0580773, 0.0558979, 0.0572034, 0.0566691, 0.0564001, 0.0569655, 0.0568251, 0.0604266, 0.0600577, 0.0572309, 0.0606055, 0.0580356, 0.0564369, 0.0577207, 0.0626202, 0.0557038, 0.0554826, 0.0587922, 0.057332, 0.059703, 0.0603507, 0.0586036, 0.0597033, 0.0562827, 0.0564816, 0.0567133, 0.0595184, 0.0635268, 0.0580356, 0.0569329, 0.0557217, 0.0580814, 0.0560563, 0.0574434, 0.0569733, 0.0557796, 0.0580356, 0.0556631, 0.0569082, 0.0583496, 0.0565796, 0.057829, 0.0565207, 0.0559783, 0.0557509, 0.0573707, 0.061045, 0.0584698, 0.0581531, 0.0591122, 0.0566439, 0.0574177, 0.0566691, 0.0599583, 0.0581913, 0.0623714, 0.0566054, 0.0578948, 0.0580107, 0.0607705, 0.0583358, 0.0565348, 0.0566697, 0.0642124, 0.0588803, 0.0566691, 0.0568044, 0.0612398, 0.0564754, 0.05723, 0.062657, 0.0558422, 0.0558525, 0.0565774, 0.0568618, 0.0588318, 0.0565163, 0.0548001, 0.0568105, 0.055193, 0.0620349, 0.0569733, 0.0557373, 0.0580757, 0.0569527, 0.0573145, 
Separated; 0.0215443; 0.0603303, 0.0623413, 0.0561807, 0.0619936, 0.0573022, 0.0572837, 0.0573645, 0.0574842, 0.0599941, 0.0606392, 0.057618, 0.0541194, 0.0584379, 0.0573157, 0.0566691, 0.0592072, 0.0606988, 0.06638, 0.0555717, 0.0582363, 0.0641327, 0.0632679, 0.062064, 0.0556299, 0.0586295, 0.0606945, 0.0612994, 0.057346, 0.0678701, 0.0619503, 0.0580326, 0.0576626, 0.0611029, 0.0607683, 0.0571875, 0.0567343, 0.0612623, 0.0569527, 0.0560118, 0.0636899, 0.0581279, 0.0658103, 0.0626492, 0.0586231, 0.058907, 0.0589354, 0.0607192, 0.0574849, 0.059277, 0.0660409, 0.0565796, 0.057759, 0.0589622, 0.0692619, 0.0678231, 0.0566178, 0.0557672, 0.0555131, 0.0561529, 0.0561807, 0.0591005, 0.0869182, 0.0563846, 0.0869182, 0.0824381, 0.0693275, 0.0854679, 0.0650367, 0.0564173, 0.0854552, 0.0839475, 0.0659556, 0.0869182, 0.0854055, 0.0839908, 0.0709271, 0.0581589, 0.0869182, 0.0839188, 0.0942633, 0.0913252, 0.0581604, 0.0869182, 0.088387, 0.0854055, 0.0723861, 0.0955847, 0.0884513, 0.0615202, 0.0942633, 0.0942633, 0.0624711, 0.055812, 0.0623253, 0.0623253, 0.0580653, 0.0609469, 0.0605494, 0.0869182, 0.0869182, 
Single; 0.0464159; 0.058248, 0.0584111, 0.0584889, 0.0573452, 0.0598934, 0.0611577, 0.059462, 0.0603634, 0.0615326, 0.0590496, 0.0574432, 0.0590805, 0.0595496, 0.0566693, 0.0590562, 0.0582672, 0.0571638, 0.0590312, 0.0580735, 0.0590562, 0.0590618, 0.0576626, 0.0602487, 0.0585019, 0.0599136, 0.0569975, 0.0582168, 0.059474, 0.057405, 0.0600201, 0.0584688, 0.0569334, 0.059926, 0.0574309, 0.0607329, 0.0590813, 0.0585593, 0.0607638, 0.060358, 0.0576959, 0.0573723, 0.0587173, 0.0575678, 0.0586733, 0.0593546, 0.0590557, 0.0581859, 0.0603309, 0.0603256, 0.0624853, 0.0585926, 0.0598489, 0.0606185, 0.0581531, 0.061045, 0.0570033, 0.0582916, 0.0584953, 0.0574497, 0.061202, 0.058211, 0.0585333, 0.0607384, 0.0612835, 0.0581662, 0.0574109, 0.0573921, 0.0591257, 0.0606938, 0.0577474, 0.0590747, 0.0581083, 0.0588821, 0.0599381, 0.0577844, 0.0568811, 0.0585978, 0.0597714, 0.0590688, 0.0585594, 0.0573657, 0.0603135, 0.0577019, 0.0590691, 0.0611714, 0.0581479, 0.0589735, 0.0578037, 0.0594104, 0.0580958, 0.0583238, 0.0605929, 0.0581788, 0.0612945, 0.0591265, 0.0579942, 0.0650883, 0.0599131, 0.0590368, 0.0594743, 
Separated; 0.0464159; 0.0647273, 0.0720417, 0.0713077, 0.0970535, 0.0884826, 0.101361, 0.0913541, 0.0899181, 0.0913541, 0.0913541, 0.0913541, 0.0970535, 0.101361, 0.101361, 0.0727672, 0.0898757, 0.0957176, 0.0970535, 0.0999063, 0.0913541, 0.0957176, 0.0899181, 0.0899181, 0.101361, 0.101361, 0.0899181, 0.0957176, 0.0913541, 0.0913541, 0.0957176, 0.0957176, 0.0957176, 0.101361, 0.0957176, 0.104185, 0.0942257, 0.101361, 0.0957176, 0.0913541, 0.0957176, 0.101361, 0.0970535, 0.0942956, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0942956, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.101332, 0.0957176, 0.104185, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0970535, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.104185, 0.0957176, 0.0942956, 0.0957176, 0.0957176, 0.0957176, 0.0957176, 0.0899181, 0.0913541, 0.0913541, 0.0970535, 0.0898757, 0.0957176, 0.0957176, 0.0899181, 0.0957176, 0.0957176, 
Single; 0.1; 0.0597924, 0.0594488, 0.0704584, 0.0587335, 0.0594589, 0.0569713, 0.0584031, 0.0570224, 0.0680683, 0.0586295, 0.057398, 0.058039, 0.0600135, 0.0698496, 0.0607329, 0.0759165, 0.0576701, 0.0703786, 0.0572746, 0.059105, 0.0606185, 0.0581986, 0.0661485, 0.05798, 0.0567091, 0.0584459, 0.0665872, 0.0573723, 0.0570052, 0.0577019, 0.0564496, 0.058248, 0.0569658, 0.0673685, 0.0565334, 0.0563457, 0.0569713, 0.0574164, 0.0595937, 0.0667026, 0.060032, 0.0582037, 0.061444, 0.0573289, 0.056464, 0.0567606, 0.0579942, 0.0589855, 0.0645766, 0.0588438, 0.0576875, 0.0565653, 0.0609655, 0.0576378, 0.0596925, 0.0611277, 0.0576331, 0.0575946, 0.0583301, 0.0574486, 0.060257, 0.0581733, 0.0587826, 0.0601432, 0.0574617, 0.0601801, 0.0665757, 0.0627376, 0.0566236, 0.0590109, 0.0607329, 0.0756095, 0.0599324, 0.0582241, 0.0589354, 0.0576333, 0.0565796, 0.0590681, 0.0603761, 0.0586295, 0.0576039, 0.0591746, 0.0584528, 0.0568758, 0.0574897, 0.0616717, 0.0573088, 0.0565258, 0.058972, 0.0597709, 0.0573263, 0.0606556, 0.105597, 0.0564033, 0.0584856, 0.057123, 0.064328, 0.0610888, 0.0689441, 0.0567354, 
Separated; 0.1; 0.10681, 0.10705, 0.10701, 0.110992, 0.105634, 0.105597, 0.108422, 0.105634, 0.105679, 0.110992, 0.105597, 0.105597, 0.110992, 0.105634, 0.105674, 0.105597, 0.105634, 0.105597, 0.117848, 0.105634, 0.117848, 0.105597, 0.117848, 0.105597, 0.105597, 0.105597, 0.105597, 0.117848, 0.10705, 0.10701, 0.105634, 0.10701, 0.105679, 0.117848, 0.105597, 0.105679, 0.117848, 0.105597, 0.105597, 0.106919, 0.10701, 0.117848, 0.117848, 0.105597, 0.117848, 0.105597, 0.117848, 0.117848, 0.105634, 0.117848, 0.117848, 0.105597, 0.113735, 0.105597, 0.105597, 0.10705, 0.117848, 0.117848, 0.117848, 0.113735, 0.105634, 0.105597, 0.105597, 0.117848, 0.117848, 0.117848, 0.117848, 0.105597, 0.117848, 0.117848, 0.117848, 0.10705, 0.117848, 0.117848, 0.113735, 0.117848, 0.117848, 0.10705, 0.117848, 0.105674, 0.117848, 0.117848, 0.117848, 0.117848, 0.117848, 0.117848, 0.113735, 0.105597, 0.117848, 0.105634, 0.110992, 0.117848, 0.105597, 0.117848, 0.117848, 0.105597, 0.105597, 0.117848, 0.117848, 0.117848, 
Single; 0.215443; 0.107651, 0.1102, 0.107941, 0.110434, 0.106543, 0.108637, 0.115981, 0.106759, 0.105175, 0.10795, 0.107564, 0.110571, 0.112088, 0.11077, 0.106773, 0.108118, 0.106606, 0.112168, 0.109224, 0.105505, 0.109005, 0.112137, 0.109399, 0.107806, 0.107859, 0.106184, 0.106547, 0.109399, 0.110562, 0.11207, 0.101184, 0.107788, 0.107257, 0.109787, 0.110743, 0.113084, 0.107937, 0.109199, 0.110355, 0.108009, 0.109694, 0.109032, 0.109752, 0.106728, 0.109159, 0.109526, 0.10843, 0.111712, 0.110717, 0.106746, 0.110938, 0.107806, 0.107267, 0.109539, 0.109385, 0.113971, 0.107466, 0.109403, 0.105235, 0.111721, 0.10934, 0.112079, 0.113097, 0.110703, 0.111332, 0.111128, 0.115981, 0.109317, 0.106583, 0.109005, 0.106596, 0.111101, 0.109407, 0.110907, 0.110907, 0.109557, 0.116158, 0.109023, 0.113287, 0.109304, 0.109385, 0.106633, 0.107719, 0.109245, 0.108203, 0.107955, 0.110712, 0.108841, 0.110699, 0.110191, 0.111898, 0.108864, 0.106899, 0.107271, 0.109345, 0.108027, 0.111065, 0.111721, 0.113504, 0.108512, 
Separated; 0.215443; 0.112097, 0.111903, 0.111717, 0.109739, 0.113455, 0.111903, 0.113278, 0.114804, 0.109385, 0.109535, 0.113972, 0.111597, 0.1148, 0.110557, 0.110812, 0.108027, 0.110544, 0.111903, 0.110717, 0.110363, 0.112079, 0.11422, 0.112052, 0.113075, 0.110699, 0.111797, 0.111726, 0.112066, 0.109345, 0.10851, 0.110549, 0.113455, 0.110265, 0.108177, 0.109267, 0.109416, 0.111739, 0.113071, 0.107638, 0.109014, 0.109317, 0.109606, 0.109544, 0.109535, 0.110712, 0.110739, 0.10881, 0.108828, 0.113513, 0.112092, 0.109354, 0.11058, 0.109416, 0.110638, 0.106863, 0.112636, 0.112728, 0.112341, 0.112662, 0.110372, 0.112137, 0.109014, 0.113455, 0.109327, 0.109385, 0.109354, 0.116879, 0.109561, 0.114641, 0.110575, 0.109385, 0.112318, 0.109513, 0.113475, 0.112079, 0.113261, 0.116171, 0.11207, 0.110788, 0.110712, 0.109517, 0.112645, 0.110571, 0.114831, 0.111916, 0.110699, 0.112088, 0.110575, 0.10901, 0.110739, 0.110929, 0.111903, 0.110942, 0.109176, 0.113269, 0.111717, 0.109304, 0.108158, 0.112071, 0.113464, 
Single; 0.464159; 0.0833193, 0.094077, 0.0829061, 0.083555, 0.0833535, 0.083751, 0.0847902, 0.0967626, 0.0926586, 0.0914995, 0.0923002, 0.0866031, 0.0996724, 0.100097, 0.0936634, 0.0841784, 0.0859186, 0.0953518, 0.0902128, 0.0979596, 0.0786941, 0.0991963, 0.0837858, 0.0803238, 0.0813303, 0.0849629, 0.0818963, 0.105755, 0.0775426, 0.0874571, 0.0788781, 0.0853801, 0.0968421, 0.0935418, 0.0924546, 0.0925241, 0.0987066, 0.086782, 0.0805807, 0.0784627, 0.0824336, 0.0839886, 0.0861915, 0.0826976, 0.0823874, 0.0800189, 0.0846982, 0.0865454, 0.0948377, 0.0983987, 0.0841409, 0.0953714, 0.0861648, 0.0824908, 0.0888929, 0.083442, 0.0831023, 0.0814867, 0.0883396, 0.082291, 0.0904262, 0.0844932, 0.089881, 0.0852911, 0.0912108, 0.0935076, 0.0848121, 0.0800143, 0.0879105, 0.0883637, 0.0917711, 0.0965979, 0.0916079, 0.0905025, 0.0813141, 0.0866903, 0.103133, 0.0832558, 0.0857758, 0.0791498, 0.08433, 0.0908129, 0.0941109, 0.0890577, 0.0875669, 0.0844824, 0.0807221, 0.0861941, 0.0835201, 0.089496, 0.0835036, 0.0895387, 0.0847648, 0.0934867, 0.0862166, 0.0880777, 0.0860992, 0.0984407, 0.0908096, 0.0843134, 
Separated; 0.464159; 0.0866684, 0.0936873, 0.0951725, 0.0878811, 0.0803356, 0.0938831, 0.0929518, 0.0884529, 0.0866324, 0.0928401, 0.092986, 0.088482, 0.0854058, 0.0847919, 0.0923226, 0.0854778, 0.0889734, 0.091207, 0.0859134, 0.0884797, 0.0825971, 0.0857159, 0.0936975, 0.0986925, 0.0986892, 0.0858741, 0.0898935, 0.0872396, 0.0863119, 0.0823044, 0.0907618, 0.086826, 0.0913, 0.0905289, 0.0943303, 0.081912, 0.0858387, 0.0910909, 0.0816366, 0.0898766, 0.0849243, 0.0868541, 0.0839198, 0.088353, 0.0883959, 0.0897298, 0.0888806, 0.0856223, 0.0872746, 0.0813892, 0.0860426, 0.0856157, 0.0970921, 0.0937101, 0.0829942, 0.085796, 0.0885314, 0.0890381, 0.0925717, 0.0896166, 0.0884086, 0.0884805, 0.0940661, 0.0897551, 0.0854241, 0.0902351, 0.0890934, 0.095576, 0.0912575, 0.0892573, 0.0924616, 0.0848636, 0.0902104, 0.0919598, 0.0983197, 0.0864363, 0.0890909, 0.0865118, 0.0959686, 0.0820129, 0.0860523, 0.0886842, 0.0864039, 0.102268, 0.0927899, 0.0952383, 0.0879718, 0.0900794, 0.1005, 0.0894978, 0.0881979, 0.0940293, 0.09403, 0.0929057, 0.0840884, 0.0840759, 0.0901926, 0.0956949, 0.0855309, 0.0824968, 
