Algorithm;Hyperparameter (C);Values
Grid State Space; 0.000215443; 0.048969, 0.0563194, 0.105382, 0.0438781, 0.0476896, 0.0500313, 0.112711, 0.0614162, 0.119946, 0.152218, 0.0974077, 0.0488634, 0.0588632, 0.0495168, 0.129587, 0.045486, 0.147936, 0.050436, 0.0477041, 0.0512254, 0.14044, 0.137827, 0.142959, 0.143824, 0.0512639, 0.139891, 0.160139, 0.150106, 0.102916, 0.0497789, 0.138648, 0.150106, 0.138175, 0.15198, 0.0471655, 0.156628, 0.163514, 0.153088, 0.0657309, 0.139897, 0.0429932, 0.14412, 0.152435, 0.135188, 0.0498451, 0.151612, 0.119872, 0.110524, 0.0512385, 0.125715, 0.147456, 0.0487054, 0.155746, 0.049064, 0.119033, 0.13501, 0.127245, 0.0534702, 0.0589562, 0.153486, 0.141246, 0.128216, 0.0464564, 0.146043, 0.141586, 0.129506, 0.142418, 0.0503175, 0.136299, 0.152435, 0.144002, 0.105062, 0.148698, 0.130368, 0.100564, 0.163899, 0.16905, 0.0583526, 0.134249, 0.152078, 0.138542, 0.146728, 0.146358, 0.137874, 0.0627259, 0.0650268, 0.139823, 0.116513, 0.131732, 0.137951, 0.0544245, 0.0818934, 0.140247, 0.166356, 0.132965, 0.125564, 0.1196, 0.146311, 0.141495, 0.157008, 
Deterministic State Space; 0.000215443; 0.0642346, 
Improved Split State Space; 0.000215443; 0.0792977, 0.0749045, 0.0675823, 0.0766389, 0.0768312, 0.0844882, 0.101225, 0.0823796, 0.0788651, 0.0706505, 0.0707306, 0.0733598, 0.122279, 0.156993, 0.118807, 0.122235, 0.137943, 0.157523, 0.128569, 0.128569, 0.128569, 0.128569, 0.125186, 0.110006, 0.16196, 0.141699, 0.16196, 0.128569, 0.128569, 0.16196, 0.127471, 0.128569, 0.128569, 0.16196, 0.120638, 0.165747, 0.128569, 0.16196, 0.121584, 0.157482, 0.16196, 0.165138, 0.138587, 0.16196, 0.122217, 0.161919, 0.166438, 0.166438, 0.16196, 0.166438, 0.166438, 0.166438, 0.170184, 0.12523, 0.162651, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.146011, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.162692, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 
Smooth State Space; 0.000215443; 0.0768312, 0.0792977, 0.0749045, 0.0766389, 0.0675823, 0.0733598, 0.0844882, 0.0788651, 0.0823796, 0.0706505, 0.0707306, 0.101225, 0.122279, 0.156993, 0.122235, 0.137943, 0.118807, 0.141699, 0.128569, 0.128569, 0.110006, 0.128569, 0.128569, 0.16196, 0.125186, 0.16196, 0.128569, 0.127471, 0.16196, 0.16196, 0.157523, 0.128569, 0.16196, 0.128569, 0.16196, 0.128569, 0.165747, 0.120638, 0.157482, 0.165138, 0.146011, 0.16196, 0.138587, 0.16196, 0.128569, 0.121584, 0.122217, 0.166438, 0.166438, 0.161919, 0.166438, 0.170184, 0.166438, 0.166438, 0.166438, 0.12523, 0.162651, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 
Point State Space; 0.000215443; 0.000574513, 0.000175258, 0.00126674, 0.000758082, 0.000180322, 0.000227239, 5.71881e-05, 7.0147e-05, 3.50808e-05, 0.00823166, 0.0164213, 0.00796556, 0.00818447, 0.0131413, 0.0202422, 0.0122149, 0.00819947, 0.0164147, 0.015583, 0.0217456, 0.0242389, 0.0196506, 0.00796023, 0.0082573, 0.00735796, 0.00775538, 0.00820951, 0.0205477, 0.0162324, 0.00820925, 0.0156557, 0.0215061, 0.00798877, 0.00826409, 0.0297199, 0.0171124, 0.00826191, 0.00799027, 0.0381457, 0.00799521, 0.0359238, 0.00825354, 0.0150843, 0.007002, 0.0160079, 0.00825107, 0.00825558, 0.0162685, 0.00823403, 0.0272114, 0.0141794, 0.0155592, 0.0304607, 0.00789576, 0.0148151, 0.0149629, 0.0100953, 0.0165209, 0.016159, 0.0266246, 0.00725788, 0.0132606, 0.0261942, 0.0131726, 0.0155027, 0.0145601, 0.0154851, 0.0247971, 0.0189804, 0.016456, 0.0157187, 0.0161727, 0.0478021, 0.0254549, 0.0184359, 0.0205141, 0.0161835, 0.0177874, 0.00823486, 0.0736553, 0.0149984, 0.0221854, 0.0259734, 0.0298863, 0.0285663, 0.0208206, 0.0195637, 0.0444446, 0.0131948, 0.026019, 0.0342167, 0.0170496, 0.0249416, 0.0241722, 0.0253169, 0.0157821, 0.030426, 0.0298428, 0.0341742, 0.0308522, 
Grid State Space; 0.000464159; 0.0498712, 0.145288, 0.0543472, 0.042852, 0.134032, 0.048675, 0.140934, 0.136415, 0.141041, 0.0412908, 0.0392059, 0.113451, 0.147255, 0.0983, 0.160062, 0.136913, 0.137898, 0.136898, 0.0492023, 0.159254, 0.117537, 0.147877, 0.0492023, 0.139609, 0.0497789, 0.0488151, 0.157729, 0.132655, 0.142684, 0.0442647, 0.147051, 0.144421, 0.0535551, 0.0470842, 0.110652, 0.0586421, 0.140398, 0.0445414, 0.152241, 0.129749, 0.146429, 0.0535253, 0.129377, 0.107385, 0.16905, 0.136037, 0.0492395, 0.0583902, 0.15262, 0.109734, 0.0520818, 0.134236, 0.131177, 0.151632, 0.0486633, 0.152435, 0.134813, 0.0543571, 0.132054, 0.134934, 0.145796, 0.120487, 0.150319, 0.140785, 0.134249, 0.0888028, 0.14736, 0.0605292, 0.154352, 0.0484165, 0.134525, 0.109284, 0.14322, 0.0617193, 0.127866, 0.152435, 0.130668, 0.144592, 0.160636, 0.061315, 0.155343, 0.136413, 0.168759, 0.134948, 0.15113, 0.0989194, 0.0552469, 0.156908, 0.0496242, 0.0515934, 0.161594, 0.0493043, 0.144368, 0.137147, 0.139823, 0.0638634, 0.103587, 0.138825, 0.128128, 0.144484, 
Deterministic State Space; 0.000464159; 0.0642346, 
Improved Split State Space; 0.000464159; 0.0801248, 0.0642346, 0.0642346, 0.0707507, 0.0909561, 0.0736971, 0.077456, 0.0845852, 0.0757411, 0.0632367, 0.0602922, 0.0739581, 0.0785672, 0.0917188, 0.0757018, 0.148768, 0.153126, 0.123688, 0.123688, 0.127072, 0.157523, 0.153086, 0.157523, 0.157523, 0.108385, 0.128569, 0.150277, 0.128569, 0.131908, 0.128569, 0.128569, 0.145887, 0.128569, 0.165747, 0.158133, 0.16196, 0.16196, 0.16196, 0.125186, 0.125186, 0.161269, 0.165747, 0.166438, 0.166438, 0.161919, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.170184, 0.166438, 0.166438, 0.166438, 0.161919, 0.166438, 0.166438, 0.158092, 0.166438, 0.166438, 0.166438, 0.158864, 0.166438, 0.166438, 0.161919, 0.166438, 0.161919, 0.166438, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 
Smooth State Space; 0.000464159; 0.0801248, 0.0707507, 0.0642346, 0.0909561, 0.0642346, 0.0736971, 0.077456, 0.0632367, 0.0739581, 0.0757411, 0.0845852, 0.0785672, 0.0917188, 0.0757018, 0.0602922, 0.148768, 0.153126, 0.123688, 0.157523, 0.123688, 0.127072, 0.157523, 0.153086, 0.157523, 0.150277, 0.108385, 0.125186, 0.125186, 0.145887, 0.128569, 0.128569, 0.128569, 0.128569, 0.165747, 0.165747, 0.158133, 0.16196, 0.16196, 0.16196, 0.128569, 0.131908, 0.161269, 0.158864, 0.166438, 0.166438, 0.161919, 0.166438, 0.166438, 0.166438, 0.166438, 0.170184, 0.166438, 0.166438, 0.161919, 0.158092, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.161919, 0.166438, 0.166438, 0.166438, 0.166438, 0.161919, 0.166438, 0.162692, 0.166438, 0.162692, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 
Point State Space; 0.000464159; 5.71881e-05, 0.00820925, 0.000758082, 3.50808e-05, 0.000574513, 0.000175258, 0.000180322, 0.000227239, 0.00126674, 0.00818447, 0.00820488, 0.00806701, 0.00820951, 0.015583, 0.0164213, 7.0147e-05, 0.0122149, 0.00796023, 0.0164147, 0.00796556, 0.0196506, 0.00799027, 0.0131413, 0.0162324, 0.0155592, 0.0215061, 0.00825616, 0.0266246, 0.00823166, 0.00826409, 0.00775538, 0.00825219, 0.00725788, 0.0161422, 0.00735796, 0.0217456, 0.00789576, 0.00825354, 0.0242389, 0.0205477, 0.00798877, 0.0276011, 0.0162685, 0.0141794, 0.0156557, 0.00823403, 0.0156606, 0.0381457, 0.0154851, 0.007002, 0.0303427, 0.0157187, 0.0359238, 0.0151824, 0.0297199, 0.015031, 0.0202422, 0.00823216, 0.0146457, 0.0082573, 0.0165209, 0.0321612, 0.015065, 0.0171124, 0.0189804, 0.0150843, 0.0162776, 0.00826191, 0.0261942, 0.0478021, 0.0164703, 0.0177874, 0.0144983, 0.0100953, 0.033079, 0.0221854, 0.0131948, 0.0212968, 0.0249416, 0.0259734, 0.0204769, 0.013112, 0.0257855, 0.0166241, 0.0208206, 0.0242964, 0.0161727, 0.016908, 0.0342167, 0.0298428, 0.0195637, 0.0351553, 0.026019, 0.0444446, 0.026233, 0.0253169, 0.0157821, 0.0736553, 0.0306629, 0.0308522, 
Grid State Space; 0.001; 0.134172, 0.156383, 0.15576, 0.0518961, 0.122733, 0.0500633, 0.120342, 0.162486, 0.141764, 0.139823, 0.0580531, 0.126383, 0.0556032, 0.0497789, 0.13906, 0.130173, 0.151147, 0.117156, 0.137222, 0.126548, 0.1411, 0.0468316, 0.170184, 0.149348, 0.151301, 0.0495403, 0.137696, 0.0528481, 0.128704, 0.0988395, 0.142104, 0.14805, 0.058535, 0.12556, 0.0651211, 0.137297, 0.0497695, 0.142752, 0.148441, 0.131449, 0.132639, 0.15638, 0.0512912, 0.150433, 0.153171, 0.150671, 0.0614072, 0.0674767, 0.137233, 0.163899, 0.0456337, 0.147549, 0.145223, 0.144051, 0.148691, 0.0503171, 0.145882, 0.136347, 0.146358, 0.143941, 0.151632, 0.14275, 0.14736, 0.146043, 0.144766, 0.110949, 0.163514, 0.147143, 0.127006, 0.146527, 0.0424385, 0.15198, 0.146358, 0.163899, 0.131242, 0.141058, 0.0514027, 0.148232, 0.154157, 0.0562905, 0.164147, 0.140741, 0.148373, 0.0892666, 0.168759, 0.145925, 0.138381, 0.0561308, 0.0643972, 0.145458, 0.147361, 0.0514047, 0.151545, 0.0494812, 0.121043, 0.147931, 0.144563, 0.150882, 0.160636, 0.152435, 
Deterministic State Space; 0.001; 0.0642346, 
Improved Split State Space; 0.001; 0.0642346, 0.068604, 0.0726582, 0.0788469, 0.0672343, 0.0735851, 0.070262, 0.123688, 0.123688, 0.123688, 0.157523, 0.128569, 0.128569, 0.128569, 0.156294, 0.16196, 0.128569, 0.16196, 0.16196, 0.16196, 0.129258, 0.16196, 0.166438, 0.153046, 0.161269, 0.166438, 0.162651, 0.166438, 0.166438, 0.128569, 0.166438, 0.166438, 0.166438, 0.170184, 0.166438, 0.128976, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.161919, 0.161919, 0.166438, 0.170184, 0.166438, 0.166438, 0.170184, 0.158092, 0.161919, 0.155199, 0.169412, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 
Smooth State Space; 0.001; 0.0726582, 0.0642346, 0.068604, 0.0788469, 0.0672343, 0.0735851, 0.070262, 0.123688, 0.157523, 0.123688, 0.123688, 0.128569, 0.128569, 0.16196, 0.128569, 0.156294, 0.128569, 0.16196, 0.16196, 0.16196, 0.129258, 0.16196, 0.153046, 0.166438, 0.161269, 0.128569, 0.166438, 0.166438, 0.166438, 0.162651, 0.166438, 0.166438, 0.166438, 0.158092, 0.170184, 0.166438, 0.166438, 0.166438, 0.128976, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.161919, 0.170184, 0.170184, 0.166438, 0.161919, 0.162692, 0.161919, 0.155199, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.169412, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 
Point State Space; 0.001; 3.50808e-05, 0.00798877, 0.00820488, 0.0162324, 0.000574513, 0.000175258, 0.00823166, 0.00799027, 0.0164147, 0.00806701, 0.00818447, 0.00796556, 0.00820951, 0.0122149, 0.000758082, 0.000227239, 0.00820925, 0.00775538, 0.00725788, 0.00825354, 0.00789576, 0.0164213, 0.00735796, 5.71881e-05, 0.0154851, 0.00825616, 0.000180322, 0.00126674, 0.015583, 0.0131413, 0.0165209, 0.0155592, 0.0156606, 7.0147e-05, 0.00823403, 0.007002, 0.0146457, 0.0082573, 0.00823486, 0.0177874, 0.0162685, 0.00826409, 0.0151471, 0.00826191, 0.00796023, 0.0261942, 0.0156557, 0.0196506, 0.0156818, 0.0205477, 0.015031, 0.0217456, 0.015065, 0.0116482, 0.0151824, 0.0221854, 0.00825219, 0.0212968, 0.0215061, 0.0205141, 0.016159, 0.0164703, 0.0297199, 0.0303427, 0.0144983, 0.0189804, 0.0131948, 0.0171124, 0.0132606, 0.0202422, 0.0242389, 0.0141794, 0.0208206, 0.0283401, 0.0359238, 0.0276011, 0.0166241, 0.0478021, 0.0249416, 0.0257855, 0.0161727, 0.0195637, 0.0319679, 0.0259734, 0.0170496, 0.0168169, 0.0247971, 0.033079, 0.0381457, 0.026019, 0.0444446, 0.0351553, 0.0298428, 0.0342167, 0.0157821, 0.0253169, 0.026233, 0.0306629, 0.0736553, 0.0308522, 
Grid State Space; 0.00215443; 0.0763197, 0.04996, 0.061569, 0.168639, 0.0541483, 0.0531056, 0.0488045, 0.14606, 0.0624949, 0.133634, 0.142684, 0.136055, 0.135826, 0.148493, 0.147661, 0.150326, 0.141172, 0.153006, 0.0531319, 0.141845, 0.134086, 0.152916, 0.137001, 0.0534037, 0.150088, 0.144266, 0.151632, 0.153486, 0.137791, 0.150743, 0.16002, 0.155746, 0.141683, 0.160139, 0.142749, 0.140602, 0.136532, 0.0555281, 0.14029, 0.141467, 0.144133, 0.138175, 0.163514, 0.154994, 0.147877, 0.144513, 0.147083, 0.145642, 0.141345, 0.142498, 0.158433, 0.140906, 0.151573, 0.139212, 0.131609, 0.145369, 0.152435, 0.144133, 0.148861, 0.146402, 0.145223, 0.16905, 0.160084, 0.12653, 0.140999, 0.113219, 0.129435, 0.144266, 0.0661931, 0.146936, 0.137922, 0.155746, 0.155863, 0.140785, 0.157062, 0.133549, 0.151135, 0.14606, 0.16905, 0.150106, 0.14736, 0.15709, 0.152435, 0.164147, 0.144624, 0.148232, 0.147323, 0.160139, 0.143983, 0.144624, 0.148232, 0.134589, 0.137383, 0.148924, 0.138381, 0.12406, 0.141679, 0.144412, 0.142979, 0.139965, 
Deterministic State Space; 0.00215443; 0.0642346, 
Improved Split State Space; 0.00215443; 0.0871419, 0.0805008, 0.0899974, 0.0642346, 0.0787664, 0.0751516, 0.0656558, 0.0845756, 0.0688373, 0.0905314, 0.0721546, 0.0811389, 0.128569, 0.128569, 0.131908, 0.146011, 0.16196, 0.165747, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.161919, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.168639, 0.162692, 0.162692, 0.162692, 0.162692, 0.166438, 0.162692, 0.162692, 0.161919, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.169412, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 
Smooth State Space; 0.00215443; 0.0899974, 0.0787664, 0.0871419, 0.0805008, 0.0656558, 0.0751516, 0.0845756, 0.0688373, 0.0721546, 0.0642346, 0.0811389, 0.0905314, 0.128569, 0.128569, 0.16196, 0.146011, 0.131908, 0.165747, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.161919, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.161919, 0.166438, 0.166438, 0.166438, 0.166438, 0.169412, 0.166438, 0.168639, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 
Point State Space; 0.00215443; 0.00806701, 0.000758082, 0.00796556, 0.0242389, 0.00820951, 3.50808e-05, 0.00823166, 0.0164147, 0.0155592, 0.00820488, 0.0162324, 0.0154851, 0.00775538, 0.00799027, 0.015583, 0.007002, 0.016159, 0.00126674, 0.00796023, 0.00725788, 0.0164213, 0.00735796, 0.00789576, 0.00798877, 0.0157187, 0.0221854, 0.0304607, 0.000180322, 0.00825616, 0.000175258, 0.0131413, 0.00818447, 0.00825354, 0.000574513, 0.0217456, 0.0215061, 0.0151824, 0.00825219, 0.000227239, 0.0165209, 0.0261942, 0.00826409, 0.00820925, 0.0082573, 0.0276011, 0.0144983, 0.0132606, 0.0212968, 0.0122149, 0.0205477, 0.0171124, 5.71881e-05, 0.0156557, 0.0249416, 0.015031, 0.0162685, 0.0321612, 0.0146457, 0.00826191, 0.0168169, 0.0205141, 0.0161727, 0.00823403, 0.0189804, 0.0116482, 0.0131948, 0.0156606, 0.0202422, 0.015065, 0.00823486, 0.0196506, 0.0151471, 0.0177874, 0.0283401, 0.0297199, 0.0166241, 7.0147e-05, 0.0247971, 0.0164703, 0.0259734, 0.0141794, 0.0478021, 0.0359238, 0.0208206, 0.0195637, 0.033079, 0.0157821, 0.0381457, 0.026019, 0.0298428, 0.0257855, 0.0351553, 0.0170496, 0.026233, 0.0253169, 0.0306629, 0.0342167, 0.0444446, 0.0308522, 0.0736553, 
Grid State Space; 0.00464159; 0.140785, 0.144421, 0.163899, 0.140548, 0.147636, 0.140874, 0.142654, 0.149212, 0.151632, 0.14736, 0.15198, 0.163514, 0.144133, 0.152267, 0.151632, 0.15262, 0.16905, 0.141343, 0.157008, 0.146358, 0.16002, 0.151632, 0.143913, 0.151632, 0.154634, 0.153519, 0.14606, 0.151632, 0.151632, 0.141343, 0.15198, 0.149836, 0.163899, 0.142684, 0.150734, 0.148232, 0.15198, 0.163899, 0.147505, 0.147323, 0.15198, 0.15262, 0.16905, 0.168639, 0.154634, 0.148232, 0.16905, 0.168639, 0.163899, 0.138375, 0.16377, 0.15198, 0.155155, 0.14736, 0.141699, 0.16905, 0.15198, 0.148232, 0.151632, 0.142684, 0.160636, 0.15198, 0.16905, 0.143588, 0.154634, 0.15262, 0.164147, 0.143904, 0.145478, 0.144766, 0.163899, 0.152435, 0.154634, 0.160636, 0.144365, 0.15638, 0.152435, 0.15198, 0.148232, 0.15198, 0.163899, 0.163899, 0.16905, 0.145925, 0.16905, 0.16905, 0.163899, 0.150907, 0.145925, 0.160636, 0.163899, 0.164147, 0.16905, 0.140369, 0.163899, 0.152585, 0.140369, 0.163899, 0.16222, 0.15198, 
Deterministic State Space; 0.00464159; 0.0655174, 
Improved Split State Space; 0.00464159; 0.0642346, 0.07007, 0.0760295, 0.0918432, 0.0988967, 0.0934126, 0.0903905, 0.128569, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 
Smooth State Space; 0.00464159; 0.0642346, 0.0934126, 0.0918432, 0.0988967, 0.0760295, 0.07007, 0.0903905, 0.128569, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.162692, 0.166438, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 
Point State Space; 0.00464159; 0.0304607, 0.0151471, 0.00806701, 0.0261942, 0.0221854, 0.016159, 0.0162324, 0.0146457, 0.00820951, 0.0165209, 0.00796556, 0.0202422, 0.0321805, 0.0131413, 0.0122149, 0.00799027, 0.00825354, 0.00825219, 0.007002, 0.00735796, 0.0156606, 0.0151824, 0.0144983, 0.0156557, 0.0155592, 0.015065, 0.0242389, 0.00126674, 0.00823403, 0.0157187, 0.00818447, 0.015583, 0.00789576, 0.0154851, 0.0217456, 0.00798877, 0.0196506, 0.00725788, 0.00826409, 0.0161727, 0.00825616, 0.0212968, 0.000227239, 0.000175258, 0.000574513, 0.015031, 0.0171124, 0.0141794, 0.0162685, 0.0164213, 0.0205477, 0.0168169, 0.0164147, 0.0283401, 0.000758082, 0.00820488, 0.0164703, 0.0116482, 0.0132606, 0.00820925, 0.00823486, 0.0131948, 0.0205141, 0.0478021, 0.0166241, 0.0177874, 0.0208206, 0.00823166, 0.0381457, 0.0215061, 0.0359238, 0.000180322, 0.0297199, 0.00775538, 0.0170496, 0.00796023, 3.50808e-05, 0.0259734, 0.0276011, 0.0082573, 0.0189804, 0.026233, 0.033079, 0.0257855, 5.71881e-05, 0.0249416, 0.0247971, 0.026019, 0.0195637, 0.0157821, 0.0253169, 7.0147e-05, 0.00826191, 0.0342167, 0.0306629, 0.0351553, 0.0298428, 0.0444446, 0.0308522, 0.0736553, 
Grid State Space; 0.01; 0.164147, 0.16905, 0.16905, 0.152435, 0.160636, 0.152228, 0.147323, 0.150782, 0.14736, 0.16905, 0.14736, 0.15198, 0.15262, 0.15198, 0.15198, 0.164147, 0.15198, 0.16905, 0.154803, 0.16905, 0.15198, 0.156628, 0.146358, 0.146358, 0.15198, 0.148232, 0.14786, 0.15262, 0.15198, 0.152435, 0.152305, 0.15262, 0.163899, 0.164147, 0.141343, 0.15198, 0.163899, 0.15198, 0.164147, 0.15262, 0.16905, 0.16905, 0.15198, 0.163899, 0.163899, 0.151632, 0.157008, 0.163899, 0.15198, 0.155541, 0.16905, 0.16905, 0.152435, 0.14736, 0.16905, 0.142763, 0.152435, 0.164147, 0.16905, 0.136859, 0.168639, 0.148232, 0.15262, 0.163899, 0.164147, 0.160636, 0.16905, 0.163899, 0.152435, 0.16905, 0.16905, 0.163899, 0.164147, 0.159254, 0.151632, 0.16905, 0.163899, 0.164147, 0.163899, 0.164147, 0.16905, 0.16905, 0.16905, 0.163899, 0.15198, 0.15198, 0.163899, 0.15198, 0.151632, 0.15262, 0.164147, 0.163899, 0.15198, 0.144421, 0.164147, 0.155694, 0.15198, 0.151632, 0.163899, 0.16905, 
Deterministic State Space; 0.01; 0.0642346, 
