Algorithm;Hyperparameter (C);Values
Deterministic State Space; 0.0001; 0.0371359, 
Improved Split State Space; 0.0001; 0.122721, 0.127645, 0.116751, 0.121316, 0.133272, 0.147538, 0.112554, 0.138157, 0.12019, 0.129251, 0.130147, 0.122712, 0.143547, 0.143138, 0.121733, 0.145703, 0.13899, 0.130647, 0.119884, 0.133443, 0.126661, 0.11762, 0.143091, 0.140059, 0.11183, 0.136001, 0.136016, 0.122241, 0.122199, 0.165812, 0.133218, 0.128774, 0.149841, 0.142275, 0.125366, 0.138974, 0.129253, 0.12112, 0.124861, 0.163007, 0.154658, 0.126867, 0.137561, 0.138781, 0.162749, 0.107608, 0.140633, 0.13323, 0.117368, 0.126431, 0.136543, 0.160994, 0.107565, 0.122718, 0.143907, 0.1344, 0.132241, 0.163865, 0.132104, 0.14479, 0.136825, 0.153809, 0.147935, 0.122216, 0.10885, 0.135746, 0.151264, 0.121428, 0.187331, 0.134677, 0.153805, 0.163839, 0.137941, 0.112286, 0.157533, 0.10607, 0.120601, 0.143246, 0.147448, 0.13914, 0.148196, 0.118291, 0.189176, 0.138449, 0.165936, 0.148128, 0.136742, 0.135889, 0.136445, 0.137637, 0.157764, 0.152958, 0.150916, 0.169798, 0.138114, 0.107569, 0.113807, 0.139805, 0.131454, 0.137181, 
Improved Exact Space; 0.0001; 0.0637868, 0.0678763, 0.0578023, 0.077182, 0.0806235, 0.0691761, 0.11767, 0.078591, 0.0725459, 0.0493769, 0.0878042, 0.130519, 0.0362036, 0.0557995, 0.0579797, 0.0638956, 0.0799794, 0.0677049, 0.0670451, 0.0296099, 0.0821546, 0.0552906, 0.0634637, 0.0825043, 0.0799504, 0.0867378, 0.0369913, 0.0445269, 0.0291833, 0.0538139, 0.0754657, 0.0726704, 0.0605253, 0.0576054, 0.0824301, 0.0788074, 0.0699648, 0.0973908, 0.0823439, 0.0467603, 0.0882419, 0.0809758, 0.0791745, 0.0381722, 0.0856408, 0.10198, 0.0395916, 0.070816, 0.0907722, 0.0464787, 0.0350612, 0.0772648, 0.0995875, 0.0458976, 0.0512247, 0.0463566, 0.0612345, 0.0875893, 0.10556, 0.0905997, 0.104027, 0.103398, 0.0489998, 0.0784099, 0.0476888, 0.104305, 0.0676067, 0.0669638, 0.0697258, 0.0677301, 0.0834725, 0.0789025, 0.0860791, 0.0545598, 0.0924077, 0.0919795, 0.101627, 0.074334, 0.0535019, 0.102187, 0.0900942, 0.0259037, 0.0849507, 0.0379617, 0.09038, 0.0439957, 0.0512788, 0.0589121, 0.114605, 0.092186, 0.0388725, 0.0502586, 0.0761752, 0.0613453, 0.083119, 0.115843, 0.0611088, 0.0974564, 0.104703, 0.0457661, 
Point State Space; 0.0001; 2.55501e-07, 0.00189027, 0.00378068, 0.00189036, 0.00189036, 3.66445e-11, 0.00189036, 3.36105e-09, 0.00189036, 8.32809e-08, 0.00189036, 0.00378072, 0.0037797, 1.60817e-09, 0.00189036, 1.69556e-09, 0.00189036, 3.99727e-05, 0.00189036, 0.00189036, 0.00378072, 2.80697e-08, 0.00378069, 6.11079e-10, 1.293e-09, 3.23065e-07, 0.00189036, 0.00189035, 5.91695e-10, 0.00189034, 0.00189036, 0.00567063, 0.0037807, 3.53976e-10, 0.00378049, 6.39786e-09, 0.0037807, 0.00189035, 0.00378007, 1.54924e-09, 0.00378072, 0.00378071, 0.00189035, 0.00189036, 1.0189e-09, 0.00189036, 0.00378072, 1.08189e-13, 5.09546e-08, 0.00189036, 0.00378072, 0.00378071, 0.00756103, 0.00189036, 0.00378071, 1.18868e-10, 0.00378039, 0.00756061, 2.37425e-07, 0.00378071, 0.00378069, 0.00567068, 0.0037807, 0.00189036, 0.00567094, 0.00378072, 0.00378062, 0.00567108, 0.00566995, 0.00567062, 0.00378071, 3.69619e-09, 1.20658e-10, 0.00567092, 0.00189036, 0.005671, 0.00189036, 0.00378071, 0.00567107, 0.00378072, 0.00378072, 0.00756117, 0.0113184, 0.00756088, 0.00567106, 0.00944651, 0.00944868, 0.00567107, 0.0113362, 0.0056708, 0.00567102, 0.00378071, 0.00945025, 0.00378072, 0.00567043, 0.00567066, 0.00940089, 0.0113378, 0.0113174, 0.0132296, 
Grid State Space; 0.000215443; 0.0242631, 0.0258682, 0.0257105, 0.0241499, 0.0237836, 0.0277618, 0.0240931, 0.0230281, 0.0257678, 0.0231457, 0.0272553, 0.0275233, 0.0275209, 0.0272735, 0.0274348, 0.0274942, 0.0275571, 0.0260338, 0.0297651, 0.0277321, 0.0275361, 0.027021, 0.0274414, 0.026099, 0.0275081, 0.0275087, 0.0275225, 0.0274327, 0.0260074, 0.0275445, 0.0275757, 0.0278911, 0.0290853, 0.0261029, 0.028661, 0.0275284, 0.0276415, 0.0288624, 0.0264667, 0.0324772, 0.0270952, 0.0275405, 0.0310715, 0.0276273, 0.026033, 0.0242602, 0.0277491, 0.0260847, 0.0294421, 0.0273539, 0.0275221, 0.0274743, 0.0285257, 0.0278175, 0.0243183, 0.0289418, 0.0273349, 0.0273843, 0.0275002, 0.0278075, 0.0286423, 0.0288637, 0.0277562, 0.025336, 0.0347622, 0.0260072, 0.0279262, 0.0278218, 0.0289981, 0.0342321, 0.0277796, 0.0306701, 0.0275268, 0.0311616, 0.0274441, 0.0341748, 0.0302171, 0.0276348, 0.0277993, 0.0319453, 0.0343654, 0.0261592, 0.0315847, 0.027541, 0.0324183, 0.0320047, 0.0290183, 0.0302953, 0.0320366, 0.0329637, 0.0290113, 0.0264189, 0.0260701, 0.0312832, 0.0281852, 0.0330022, 0.0324042, 0.0326075, 0.0343372, 0.0375167, 
Grid State Exact; 0.000215443; 0.00945108, 0.00945175, 0.00945096, 0.0131682, 0.0169996, 0.0112807, 0.00945179, 0.0132242, 0.00944895, 0.0075417, 0.0113364, 0.00756143, 0.0113106, 0.011255, 0.00945157, 0.00945076, 0.0113396, 0.0205898, 0.00756143, 0.0113285, 0.0169106, 0.0094432, 0.00945159, 0.00945039, 0.0169925, 0.00567104, 0.00756109, 0.00943989, 0.00945159, 0.00945161, 0.00945126, 0.00945179, 0.0169188, 0.00945098, 0.0113361, 0.00945167, 0.00756138, 0.00567108, 0.00945173, 0.00945036, 0.00945131, 0.00945066, 0.00945069, 0.0169884, 0.00945177, 0.00945172, 0.00756143, 0.00945142, 0.00945017, 0.00945152, 0.0151133, 0.00945178, 0.00945172, 0.00756123, 0.00945162, 0.0131521, 0.00945094, 0.015094, 0.0094516, 0.0113394, 0.0151195, 0.00945103, 0.00945168, 0.00945179, 0.00945133, 0.0151043, 0.0113365, 0.0094431, 0.00945174, 0.0167, 0.00945176, 0.0151199, 0.0151196, 0.0167706, 0.00944914, 0.0112409, 0.00945129, 0.0187659, 0.0186932, 0.0186813, 0.0151145, 0.00945174, 0.0162612, 0.00945026, 0.00945088, 0.015117, 0.0131268, 0.00944782, 0.0206874, 0.00945174, 0.0149327, 0.0094516, 0.00944603, 0.00945171, 0.0206312, 0.0131581, 0.00945174, 0.0075614, 0.0129642, 0.0205074, 
Deterministic State Space; 0.000215443; 0.0371359, 
Improved Split State Space; 0.000215443; 0.118893, 0.125346, 0.118098, 0.125875, 0.114261, 0.129419, 0.116876, 0.15165, 0.132631, 0.128652, 0.106532, 0.112732, 0.11121, 0.137119, 0.120535, 0.152375, 0.117812, 0.142361, 0.136756, 0.121926, 0.134122, 0.122682, 0.133034, 0.120465, 0.130179, 0.116434, 0.113516, 0.115244, 0.132454, 0.136507, 0.120962, 0.144936, 0.108278, 0.111032, 0.129051, 0.138993, 0.129589, 0.103705, 0.134085, 0.112541, 0.161237, 0.139198, 0.154064, 0.135434, 0.15255, 0.145835, 0.101994, 0.138995, 0.143964, 0.124524, 0.138747, 0.128435, 0.133864, 0.107573, 0.132599, 0.141412, 0.12948, 0.131799, 0.153805, 0.106605, 0.104923, 0.132659, 0.12488, 0.120666, 0.119396, 0.134033, 0.154662, 0.139799, 0.154305, 0.124304, 0.14223, 0.152653, 0.126256, 0.13467, 0.165103, 0.120383, 0.130075, 0.126801, 0.138449, 0.138986, 0.10416, 0.161247, 0.101304, 0.138936, 0.112728, 0.128693, 0.138308, 0.113324, 0.14157, 0.126899, 0.168917, 0.10292, 0.123259, 0.116592, 0.129814, 0.134232, 0.129822, 0.153464, 0.131446, 0.12066, 
Improved Exact Space; 0.000215443; 0.037078, 0.0653013, 0.0734695, 0.0866305, 0.0630452, 0.071455, 0.0735141, 0.0686127, 0.0691663, 0.085899, 0.068237, 0.0650354, 0.0467603, 0.0594711, 0.0772021, 0.0968127, 0.0586585, 0.134154, 0.0835876, 0.0622717, 0.0772492, 0.0948788, 0.0311396, 0.0408865, 0.0634218, 0.0693059, 0.0995615, 0.0652673, 0.0843203, 0.0889076, 0.0875893, 0.0647201, 0.0845523, 0.0639449, 0.0619231, 0.0927302, 0.0792165, 0.0601802, 0.0675343, 0.0761256, 0.111413, 0.0410935, 0.0557667, 0.0688834, 0.0384815, 0.0494122, 0.0731067, 0.0668495, 0.047597, 0.0954091, 0.0670451, 0.036372, 0.110323, 0.0868783, 0.112576, 0.0291833, 0.0710656, 0.0582821, 0.0411753, 0.0587447, 0.136874, 0.0739052, 0.0771356, 0.0780102, 0.0576382, 0.057173, 0.0996936, 0.0898013, 0.0732312, 0.0534808, 0.0943383, 0.0872562, 0.069287, 0.0825082, 0.0871639, 0.0851243, 0.0749062, 0.0775375, 0.0587981, 0.0517982, 0.0598782, 0.0959766, 0.0828097, 0.0864933, 0.104525, 0.106057, 0.0660265, 0.109657, 0.050335, 0.0746257, 0.0889869, 0.172848, 0.0602865, 0.0960789, 0.069799, 0.0958994, 0.0711499, 0.0427211, 0.070506, 0.0843645, 
Point State Space; 0.000215443; 0.00189036, 0.00189036, 0.00189036, 0.00378068, 0.00189036, 0.00189036, 0.00378049, 0.00378071, 0.00378007, 0.00567108, 1.293e-09, 2.80697e-08, 0.00189036, 0.00378071, 0.00378072, 0.00189036, 0.00378072, 0.00189027, 0.00189036, 0.0037807, 0.005671, 0.00189036, 1.20658e-10, 3.36105e-09, 2.55501e-07, 0.00378071, 0.00378062, 0.00189036, 3.66445e-11, 6.11079e-10, 0.00377972, 0.00378069, 1.60817e-09, 0.00189036, 1.0189e-09, 0.00378039, 0.00567061, 0.00378072, 0.00567093, 0.00567067, 0.00189035, 1.18868e-10, 0.00378072, 0.00566995, 1.69556e-09, 0.00189036, 0.0037807, 1.08189e-13, 3.23065e-07, 5.91695e-10, 0.00567094, 2.37425e-07, 0.00756064, 0.00189035, 0.00189034, 6.39786e-09, 1.54924e-09, 0.00378069, 0.00189036, 0.00567106, 0.00944868, 0.00756103, 0.00567066, 0.00567107, 0.0056708, 0.00189036, 0.00189036, 0.00378072, 0.00378072, 0.00378071, 0.00378072, 5.09546e-08, 8.32809e-08, 0.00567065, 0.0037807, 0.00378072, 0.00189036, 0.00378071, 0.00378071, 0.00189036, 3.99727e-05, 0.00189036, 0.00567043, 0.0113184, 0.00378072, 0.00378071, 0.00189035, 0.00944651, 0.00567107, 3.53976e-10, 3.69619e-09, 0.00756088, 0.00756117, 0.00567102, 0.00945025, 0.0113362, 0.0113378, 0.0132296, 0.00940089, 0.0113174, 
Grid State Space; 0.000464159; 0.0271955, 0.0284389, 0.0259373, 0.02838, 0.0278685, 0.0283478, 0.0264269, 0.0274926, 0.0266385, 0.0261208, 0.0277844, 0.0285394, 0.0268771, 0.0262783, 0.0274, 0.0281163, 0.027104, 0.027701, 0.0274387, 0.0274035, 0.0284627, 0.0264846, 0.0283292, 0.0276727, 0.0297279, 0.0254478, 0.0270113, 0.0264683, 0.0274338, 0.0264248, 0.0273908, 0.0275248, 0.0257665, 0.0254366, 0.0265177, 0.0257811, 0.0280101, 0.0262019, 0.0274456, 0.0265457, 0.0278493, 0.0260114, 0.0273035, 0.0285058, 0.0261662, 0.0265803, 0.0288686, 0.0258481, 0.026811, 0.0261785, 0.0265965, 0.0257594, 0.0274025, 0.0283088, 0.0286987, 0.0274789, 0.0268045, 0.0256786, 0.0261852, 0.0255184, 0.0263936, 0.0271807, 0.0281015, 0.0265856, 0.0285089, 0.0258274, 0.0256737, 0.0267222, 0.0295616, 0.0260262, 0.0263086, 0.025733, 0.0329862, 0.0269494, 0.0277339, 0.027275, 0.033625, 0.0283888, 0.0283406, 0.0257875, 0.0270891, 0.0258492, 0.0282728, 0.0258903, 0.0274616, 0.0273052, 0.0274434, 0.0281959, 0.0266653, 0.0271091, 0.0241316, 0.0277816, 0.0258191, 0.0256306, 0.0285716, 0.0333226, 0.0278849, 0.027571, 0.0320202, 0.0389004, 
Grid State Exact; 0.000464159; 0.0132245, 0.00945161, 0.0205712, 0.0113269, 0.00945118, 0.0151148, 0.020707, 0.0131547, 0.00945157, 0.0207671, 0.00945162, 0.0151187, 0.00945123, 0.0206978, 0.00945154, 0.0110149, 0.00945178, 0.00944953, 0.00944421, 0.0188655, 0.0151197, 0.0205621, 0.0112941, 0.0094508, 0.00945163, 0.00945146, 0.00945142, 0.0113391, 0.0150943, 0.00945175, 0.0113263, 0.00944928, 0.0113206, 0.015087, 0.0112409, 0.0132243, 0.00945117, 0.00945171, 0.0150896, 0.01134, 0.009451, 0.00945156, 0.00945133, 0.00945143, 0.0131985, 0.0169641, 0.00945172, 0.0206792, 0.0112786, 0.00945177, 0.00945161, 0.0206828, 0.00945169, 0.0150682, 0.0169144, 0.00945156, 0.00945176, 0.00945158, 0.0151028, 0.0094517, 0.00945167, 0.0151187, 0.015092, 0.00945142, 0.00945149, 0.0151039, 0.0151143, 0.0094516, 0.0113348, 0.0131804, 0.00945027, 0.0150348, 0.0166109, 0.0151133, 0.0169188, 0.0205779, 0.0206855, 0.00945163, 0.015117, 0.0113344, 0.00945134, 0.00945042, 0.0132193, 0.00944785, 0.0113398, 0.0151207, 0.00945154, 0.0132229, 0.0132275, 0.0188515, 0.0094516, 0.011336, 0.00945057, 0.0162918, 0.0187674, 0.0151196, 0.00945177, 0.0151145, 0.0169404, 0.0206617, 
Deterministic State Space; 0.000464159; 0.0371359, 
Improved Split State Space; 0.000464159; 0.114312, 0.128471, 0.12445, 0.114548, 0.105314, 0.117614, 0.126206, 0.12222, 0.126679, 0.109831, 0.111297, 0.116205, 0.119057, 0.110753, 0.119778, 0.114486, 0.130224, 0.124665, 0.118303, 0.100776, 0.122119, 0.131041, 0.120868, 0.122173, 0.114329, 0.1205, 0.120931, 0.124505, 0.122349, 0.120648, 0.103023, 0.0951166, 0.114694, 0.138269, 0.117327, 0.131844, 0.120573, 0.127676, 0.137449, 0.107364, 0.107317, 0.133439, 0.112555, 0.111445, 0.130992, 0.131829, 0.14419, 0.122171, 0.12528, 0.124812, 0.11298, 0.127831, 0.121187, 0.106851, 0.120166, 0.116655, 0.11278, 0.119795, 0.0979232, 0.115823, 0.122944, 0.131823, 0.128505, 0.130184, 0.127871, 0.110311, 0.10733, 0.130125, 0.135889, 0.130279, 0.140623, 0.122688, 0.135784, 0.130165, 0.136459, 0.120405, 0.125447, 0.105307, 0.125492, 0.127024, 0.134069, 0.12778, 0.142498, 0.124522, 0.114053, 0.117873, 0.130153, 0.12158, 0.127772, 0.118214, 0.129381, 0.139076, 0.128462, 0.118342, 0.13341, 0.127416, 0.121984, 0.112804, 0.139189, 0.128533, 
Improved Exact Space; 0.000464159; 0.0295462, 0.0582742, 0.053255, 0.0571175, 0.0816642, 0.0478336, 0.048611, 0.065556, 0.0422249, 0.0392132, 0.0640695, 0.0649764, 0.0711407, 0.0923474, 0.0818957, 0.0851271, 0.0430704, 0.0710847, 0.0923646, 0.0909651, 0.070547, 0.0596574, 0.060894, 0.092824, 0.070694, 0.0741048, 0.0473336, 0.0929521, 0.0808977, 0.0727336, 0.0984781, 0.104539, 0.0807435, 0.0427948, 0.0616915, 0.0747598, 0.0677383, 0.0950586, 0.0838615, 0.0908968, 0.122603, 0.0635973, 0.0698587, 0.0599391, 0.0746001, 0.035308, 0.0964504, 0.0975894, 0.039499, 0.11694, 0.0748597, 0.0781902, 0.0838007, 0.0655739, 0.085662, 0.0624306, 0.0699835, 0.088531, 0.0671764, 0.0752161, 0.0622972, 0.0753618, 0.0899537, 0.0932671, 0.078657, 0.0586539, 0.0465974, 0.106942, 0.0870597, 0.0615363, 0.0541406, 0.0996704, 0.0626052, 0.0369089, 0.0526387, 0.131917, 0.0995191, 0.0759755, 0.0540271, 0.0437151, 0.0647463, 0.0818454, 0.0860001, 0.0645787, 0.0707274, 0.114989, 0.0965203, 0.10825, 0.0819739, 0.0665475, 0.0770876, 0.108363, 0.128636, 0.0996851, 0.111752, 0.104853, 0.0773387, 0.0742423, 0.127584, 0.0674352, 
Point State Space; 0.000464159; 0.00189035, 0.00189027, 0.00378072, 0.00378071, 0.00378049, 0.00378039, 0.00378072, 0.00756087, 0.00189036, 1.293e-09, 0.00189035, 0.00756063, 6.11079e-10, 0.00377972, 0.0113184, 0.00189036, 0.00756103, 0.00189035, 0.00189036, 3.36105e-09, 0.00378072, 0.00189036, 0.00378072, 3.66445e-11, 0.00378071, 0.00378072, 0.00189036, 1.69556e-09, 0.00189036, 0.0113362, 0.0037807, 0.00189036, 0.00378062, 0.00189036, 0.00189036, 0.00189034, 3.69619e-09, 8.32809e-08, 0.0056708, 6.39786e-09, 1.08189e-13, 1.0189e-09, 0.00378072, 0.00378068, 5.09546e-08, 0.00944868, 0.00567106, 0.00378071, 0.0037807, 0.00378007, 0.00189036, 0.00567065, 0.00189036, 3.23065e-07, 0.00567093, 0.00567068, 0.00189036, 0.00189036, 0.00378071, 0.00189036, 0.00567108, 0.00378069, 0.00378072, 0.00378071, 0.00189036, 0.00189036, 0.0037807, 0.00378072, 0.005671, 1.60817e-09, 0.00189036, 0.00945025, 0.00189036, 0.00756117, 0.00944651, 0.00378072, 1.18868e-10, 5.91695e-10, 0.00566995, 0.00378071, 1.54924e-09, 2.37425e-07, 3.99727e-05, 0.00567107, 1.20658e-10, 0.0113174, 0.00378071, 0.00940089, 0.00567066, 0.00567094, 0.00567043, 0.00567102, 0.00567062, 3.53976e-10, 0.00567107, 0.00378069, 2.80697e-08, 2.55501e-07, 0.0113378, 0.0132296, 
Grid State Space; 0.001; 0.0280996, 0.0269629, 0.0272407, 0.0268266, 0.0268392, 0.027089, 0.0280544, 0.0273867, 0.028389, 0.0280586, 0.0285773, 0.0282731, 0.0282385, 0.0271821, 0.028715, 0.0269318, 0.0278578, 0.0282622, 0.0280898, 0.0293255, 0.0270733, 0.0273723, 0.0267827, 0.0270977, 0.0270271, 0.0276407, 0.0307963, 0.0272511, 0.0290782, 0.0299787, 0.0280179, 0.0281822, 0.0257122, 0.0296983, 0.028064, 0.0292459, 0.0265838, 0.0273979, 0.0278474, 0.0259593, 0.0274341, 0.0306507, 0.0277406, 0.0261454, 0.0263273, 0.0271507, 0.0284727, 0.0284296, 0.0272741, 0.0268388, 0.0274104, 0.0265401, 0.0275643, 0.0280981, 0.027384, 0.0271752, 0.0276197, 0.026866, 0.0275361, 0.0287742, 0.0284461, 0.027623, 0.0272402, 0.0262911, 0.0285278, 0.0268956, 0.0279878, 0.0298386, 0.027909, 0.027198, 0.026891, 0.0286978, 0.0292659, 0.0278685, 0.0273018, 0.0270015, 0.0280489, 0.0282, 0.0275589, 0.0295566, 0.027885, 0.0266644, 0.028055, 0.0272655, 0.0288493, 0.0281918, 0.0292169, 0.0264466, 0.0268323, 0.0287137, 0.0268133, 0.0275569, 0.0277923, 0.0284716, 0.0273758, 0.0262345, 0.0276159, 0.0277287, 0.027119, 0.0271842, 
Grid State Exact; 0.001; 0.0207745, 0.0132167, 0.0132203, 0.0169132, 0.015116, 0.0113406, 0.0207414, 0.011328, 0.0151113, 0.0207401, 0.0207068, 0.02075, 0.0130458, 0.0206988, 0.0207445, 0.0126065, 0.0206978, 0.0206464, 0.0207055, 0.020735, 0.0207381, 0.020713, 0.0113039, 0.0113403, 0.0113248, 0.0207153, 0.0207399, 0.0205505, 0.020567, 0.0207788, 0.0207183, 0.0206881, 0.0207588, 0.0113377, 0.0112912, 0.0207165, 0.0207086, 0.0206387, 0.0204869, 0.0206966, 0.00945132, 0.0206543, 0.0131966, 0.0206784, 0.0132315, 0.0206847, 0.0168889, 0.0150908, 0.0207445, 0.0207128, 0.0207342, 0.0207613, 0.0206977, 0.0204115, 0.0205858, 0.0204953, 0.0206643, 0.02065, 0.0206016, 0.0206795, 0.0206152, 0.0207412, 0.0204722, 0.0202906, 0.0206538, 0.020668, 0.0207456, 0.020556, 0.0112314, 0.020443, 0.0189776, 0.0204987, 0.0203759, 0.0112765, 0.0113115, 0.0206901, 0.0207485, 0.0207158, 0.0207687, 0.0131157, 0.0206647, 0.0207015, 0.020765, 0.020609, 0.0221145, 0.0165738, 0.0150906, 0.0168373, 0.0205822, 0.0222174, 0.0205868, 0.0207145, 0.0206487, 0.0207263, 0.0204815, 0.0205606, 0.0207479, 0.0205258, 0.0201887, 0.0206592, 
Deterministic State Space; 0.001; 0.0371359, 
Improved Split State Space; 0.001; 0.101217, 0.103418, 0.0968139, 0.104961, 0.104141, 0.102458, 0.098286, 0.100259, 0.112271, 0.114484, 0.084764, 0.0996335, 0.108615, 0.108587, 0.126336, 0.111555, 0.107034, 0.0987872, 0.102727, 0.103922, 0.111691, 0.107889, 0.104828, 0.105498, 0.120005, 0.10624, 0.128566, 0.104051, 0.116887, 0.110771, 0.105308, 0.0983815, 0.130285, 0.109201, 0.114668, 0.104072, 0.110081, 0.117485, 0.101077, 0.103935, 0.10647, 0.109164, 0.108618, 0.0966246, 0.106921, 0.115909, 0.0980466, 0.10481, 0.116771, 0.106023, 0.117543, 0.112229, 0.112194, 0.0974884, 0.107845, 0.11279, 0.110835, 0.0972606, 0.117671, 0.105366, 0.109067, 0.113829, 0.106159, 0.102697, 0.104762, 0.108439, 0.114624, 0.108391, 0.11369, 0.110782, 0.0974709, 0.118565, 0.101744, 0.0925698, 0.127016, 0.105517, 0.0980751, 0.116711, 0.117474, 0.111431, 0.102616, 0.119056, 0.116045, 0.107607, 0.094651, 0.0968532, 0.107112, 0.102564, 0.116859, 0.100522, 0.109997, 0.109975, 0.10945, 0.104656, 0.0980778, 0.104015, 0.107004, 0.104603, 0.0973516, 0.115264, 
Improved Exact Space; 0.001; 0.0672135, 0.0977262, 0.0897665, 0.0644764, 0.090393, 0.0692209, 0.0528467, 0.0631929, 0.104207, 0.0847833, 0.0810614, 0.0629422, 0.0655303, 0.0582809, 0.0538813, 0.0986432, 0.0865823, 0.100733, 0.0574109, 0.0512814, 0.095343, 0.0697141, 0.0744558, 0.0841358, 0.072415, 0.104641, 0.0733895, 0.0673068, 0.06218, 0.0822907, 0.0628468, 0.123752, 0.0498694, 0.0600345, 0.0648928, 0.0638679, 0.0658756, 0.0688014, 0.108962, 0.0739175, 0.0930925, 0.068282, 0.0903908, 0.0883423, 0.0622363, 0.0510994, 0.0901054, 0.0912331, 0.109208, 0.105298, 0.0816572, 0.077623, 0.065483, 0.11479, 0.113218, 0.085209, 0.0964484, 0.0928885, 0.0578528, 0.0895719, 0.0685355, 0.102791, 0.0745919, 0.080982, 0.0662845, 0.0630694, 0.0675606, 0.102353, 0.0647003, 0.0427426, 0.0797271, 0.103222, 0.0823762, 0.118352, 0.104121, 0.0745176, 0.0684862, 0.137472, 0.0663681, 0.109403, 0.0706563, 0.0756543, 0.104459, 0.0896721, 0.0842151, 0.08277, 0.0898526, 0.0909814, 0.120335, 0.0942636, 0.0592487, 0.0882723, 0.0852519, 0.0483331, 0.122581, 0.0847189, 0.113225, 0.115346, 0.0773932, 0.0893241, 
Point State Space; 0.001; 0.00756103, 0.0113184, 0.00189027, 0.00378049, 0.0037807, 0.00378072, 0.00378072, 0.00189036, 0.00567094, 0.00756064, 0.00567043, 0.00189036, 0.00378071, 0.00567062, 0.00378062, 0.00378071, 1.293e-09, 0.00377972, 0.00756088, 0.00189034, 0.0056708, 0.00189036, 0.00189035, 0.005671, 1.60817e-09, 0.00567106, 0.00567108, 0.00567092, 0.0113362, 0.00378072, 0.00756117, 0.00189036, 0.00944868, 0.00378071, 0.00567065, 0.00378069, 1.0189e-09, 0.00567066, 0.00567102, 0.00378072, 0.00378072, 0.00378071, 1.69556e-09, 3.23065e-07, 0.00378072, 0.0037807, 0.00189036, 0.00378039, 0.00378069, 2.80697e-08, 3.99727e-05, 0.00378071, 6.11079e-10, 6.39786e-09, 0.00567107, 3.36105e-09, 0.00189035, 5.09546e-08, 0.00378072, 0.00189036, 0.00378068, 0.00189036, 0.00189036, 1.54924e-09, 0.00189036, 2.37425e-07, 3.66445e-11, 0.00189035, 1.18868e-10, 0.00945025, 3.53976e-10, 0.00189036, 1.20658e-10, 0.00378071, 0.00378072, 0.00189036, 0.00944651, 0.00378007, 0.00567068, 0.00189036, 0.00567107, 0.00566995, 1.08189e-13, 0.00189036, 0.0037807, 0.00378072, 0.00378071, 0.00189036, 8.32809e-08, 0.00189036, 0.00189036, 0.00189036, 0.00189036, 2.55501e-07, 3.69619e-09, 5.91695e-10, 0.00940089, 0.0113174, 0.0113378, 0.0132296, 
Grid State Space; 0.00215443; 0.0197479, 0.0187578, 0.0190349, 0.0169273, 0.0203956, 0.0202981, 0.0185675, 0.0185113, 0.0173684, 0.0180838, 0.0180497, 0.0202899, 0.0179122, 0.0187994, 0.020372, 0.0188116, 0.0185752, 0.0168827, 0.0186303, 0.0181705, 0.0185849, 0.0166902, 0.0188327, 0.0205757, 0.0167844, 0.0198463, 0.0186836, 0.0169959, 0.0185778, 0.0201151, 0.0183156, 0.0186494, 0.018582, 0.0169736, 0.021903, 0.018509, 0.0185612, 0.0170023, 0.0181461, 0.0182733, 0.0202411, 0.0183723, 0.0201381, 0.0182206, 0.0187634, 0.0185837, 0.0203602, 0.0206018, 0.0187541, 0.018719, 0.0192915, 0.0190395, 0.0181124, 0.0188535, 0.0183241, 0.0179448, 0.0239939, 0.0168509, 0.018761, 0.0183865, 0.0201109, 0.0204823, 0.0202961, 0.0169392, 0.0190976, 0.0185679, 0.0169419, 0.018203, 0.0204072, 0.0184619, 0.0211794, 0.0169125, 0.0187034, 0.0186563, 0.0186808, 0.0183425, 0.0186927, 0.0181423, 0.0182042, 0.0201152, 0.0204999, 0.0214733, 0.0201954, 0.0185712, 0.0192767, 0.0207006, 0.0195806, 0.0188157, 0.0189804, 0.0199868, 0.0184622, 0.0187329, 0.0181004, 0.0170979, 0.0182061, 0.0217366, 0.0183086, 0.0188547, 0.0202035, 0.0186987, 
