Algorithm;Hyperparameter (C);Values
Grid State Exact; 0.00215443; 0.020677, 0.021151, 0.0207427, 0.0206974, 0.0207514, 0.0206342, 0.020634, 0.0206798, 0.0206836, 0.0206056, 0.0206163, 0.0207376, 0.0207328, 0.0206573, 0.0206354, 0.020686, 0.0207192, 0.0205502, 0.0204608, 0.0206352, 0.0206061, 0.0205671, 0.02064, 0.0219082, 0.020733, 0.0206835, 0.0207074, 0.0206026, 0.020675, 0.0206637, 0.0205053, 0.0206907, 0.0207216, 0.0206571, 0.0206719, 0.0207224, 0.0207338, 0.0204795, 0.0206598, 0.0206442, 0.0205971, 0.0207411, 0.0207404, 0.0205459, 0.0205428, 0.0205532, 0.020683, 0.0205231, 0.0206728, 0.0205459, 0.0206547, 0.0206823, 0.0203346, 0.0206584, 0.0327102, 0.0206167, 0.020581, 0.020687, 0.0206854, 0.0205803, 0.0206278, 0.0206088, 0.0205219, 0.020497, 0.0205659, 0.020474, 0.0204963, 0.0205146, 0.0224014, 0.0204988, 0.0211965, 0.0352351, 0.0267117, 0.0207178, 0.0206997, 0.020702, 0.0207474, 0.020703, 0.0206312, 0.0254916, 0.0207365, 0.0206944, 0.0205731, 0.0205364, 0.0206572, 0.0206252, 0.0206578, 0.0207091, 0.0206161, 0.0221164, 0.0206975, 0.0205493, 0.0203893, 0.0205371, 0.0206503, 0.0206086, 0.0206642, 0.0312824, 0.0260843, 0.0206821, 
Deterministic State Space; 0.00215443; 0.0371359, 
Improved Split State Space; 0.00215443; 0.0192101, 0.0184492, 0.0183079, 0.0185731, 0.0187724, 0.0192158, 0.0187552, 0.0179918, 0.0179264, 0.0214758, 0.0183687, 0.0178136, 0.0194134, 0.0191289, 0.0193023, 0.0193398, 0.0179752, 0.0182062, 0.0208584, 0.0184604, 0.018947, 0.0200208, 0.0199863, 0.0176755, 0.0190998, 0.0187401, 0.0169176, 0.0212141, 0.0186333, 0.0179813, 0.0180156, 0.020841, 0.01981, 0.0194315, 0.0189838, 0.0182453, 0.0181783, 0.0187865, 0.0196589, 0.0181581, 0.0183351, 0.0191359, 0.0178283, 0.0174931, 0.020452, 0.0179006, 0.0189442, 0.0186936, 0.0185689, 0.018605, 0.0218805, 0.0200521, 0.0170047, 0.0184877, 0.0188225, 0.016842, 0.0183703, 0.0211267, 0.018032, 0.0181621, 0.0201251, 0.0181096, 0.017405, 0.016986, 0.0196544, 0.0192412, 0.018023, 0.0184072, 0.0208797, 0.0183899, 0.0176572, 0.0200602, 0.0186973, 0.018564, 0.020665, 0.020667, 0.017618, 0.0181816, 0.0186097, 0.0196061, 0.0213225, 0.0200284, 0.0196623, 0.0200039, 0.016935, 0.0198678, 0.0183488, 0.0174216, 0.0176717, 0.0178153, 0.0185241, 0.0186022, 0.0183445, 0.0185333, 0.0184565, 0.0185504, 0.0177807, 0.0202147, 0.0182971, 0.0186461, 
Improved Exact Space; 0.00215443; 0.083594, 0.0751385, 0.100901, 0.0646644, 0.0462093, 0.0655616, 0.053526, 0.0692144, 0.0588202, 0.0739269, 0.0671807, 0.0960612, 0.0778118, 0.0772562, 0.0789931, 0.0592699, 0.0698537, 0.110006, 0.0761071, 0.0684427, 0.0572263, 0.0619432, 0.0726969, 0.0889803, 0.0837356, 0.117838, 0.0761014, 0.0907087, 0.105723, 0.104571, 0.0798964, 0.0785341, 0.0673463, 0.0835402, 0.115596, 0.0976918, 0.0699697, 0.0894485, 0.10733, 0.0984516, 0.0843566, 0.0907732, 0.0731433, 0.111763, 0.0506473, 0.0682703, 0.0660654, 0.0799296, 0.0897646, 0.102936, 0.0978143, 0.0869622, 0.08866, 0.0758471, 0.0620904, 0.0839925, 0.0979431, 0.0846315, 0.0942778, 0.0771143, 0.0922045, 0.0713671, 0.1055, 0.0569321, 0.0538148, 0.112021, 0.0660485, 0.0626669, 0.0810707, 0.0820922, 0.0716994, 0.125156, 0.0945479, 0.109823, 0.0950887, 0.0636007, 0.073951, 0.0817347, 0.0694264, 0.127554, 0.0773165, 0.0560467, 0.100745, 0.0552941, 0.0582688, 0.107575, 0.0530351, 0.082653, 0.0857755, 0.145129, 0.0965188, 0.0703689, 0.123223, 0.111386, 0.0798226, 0.105885, 0.0883416, 0.0814657, 0.113091, 0.0987136, 
Point State Space; 0.00215443; 0.00378049, 0.00378072, 0.00567065, 0.00189036, 0.0113362, 0.00189035, 0.00756103, 0.00756064, 0.0113184, 0.00189036, 3.66445e-11, 0.00189036, 3.23065e-07, 0.00377972, 0.00378072, 0.00567093, 2.55501e-07, 0.00756088, 0.00378072, 0.00378071, 0.005671, 0.00378071, 0.0037807, 0.00378072, 0.00189034, 0.0037807, 0.00944868, 0.00378072, 0.00189036, 0.00567066, 1.69556e-09, 0.00378039, 1.0189e-09, 0.00378072, 0.00756117, 0.00378072, 6.39786e-09, 0.00189036, 0.00378071, 0.00378062, 0.00189036, 1.54924e-09, 0.0056708, 0.00567068, 0.00189036, 1.293e-09, 0.00567107, 0.00189036, 0.00378072, 0.00567107, 6.11079e-10, 0.00378071, 0.00189027, 0.00189036, 1.08189e-13, 0.00189036, 0.0113378, 0.00945025, 0.00189036, 3.36105e-09, 8.32809e-08, 3.99727e-05, 0.00378071, 1.20658e-10, 2.37425e-07, 0.00378068, 0.00189035, 0.00189036, 0.00378069, 0.00189036, 3.53976e-10, 0.00567106, 0.00378069, 0.00567094, 0.00567062, 0.00189036, 0.0132296, 2.80697e-08, 0.00189035, 0.00567108, 0.00567102, 0.0037807, 0.00378071, 1.60817e-09, 0.00944651, 0.00189036, 0.00567043, 5.91695e-10, 0.00378071, 0.00189036, 0.00566995, 0.00189036, 0.00378072, 0.00189036, 0.0113174, 0.00378007, 5.09546e-08, 1.18868e-10, 3.69619e-09, 0.00940089, 
Grid State Space; 0.00464159; 0.0167664, 0.0187002, 0.0169167, 0.0169355, 0.0187965, 0.0187274, 0.0204181, 0.0183353, 0.0169733, 0.0183284, 0.0198728, 0.0182616, 0.0182862, 0.0184661, 0.0187599, 0.0169151, 0.0186564, 0.0168614, 0.0186214, 0.0192018, 0.0201881, 0.0187958, 0.0179235, 0.0177362, 0.017631, 0.0187164, 0.0169584, 0.0192048, 0.0169782, 0.018473, 0.0181577, 0.0169361, 0.0182266, 0.0191568, 0.0187624, 0.0185674, 0.0195804, 0.0171871, 0.0167793, 0.0192768, 0.0183354, 0.0181096, 0.0203253, 0.0169697, 0.0189349, 0.0175201, 0.0169466, 0.0187372, 0.016878, 0.0169473, 0.0185842, 0.0205685, 0.0188844, 0.0182785, 0.0177994, 0.0205077, 0.0186175, 0.0202616, 0.0168814, 0.0188484, 0.017557, 0.0186544, 0.016881, 0.0181677, 0.0188235, 0.019947, 0.0169352, 0.0185233, 0.0196551, 0.0176598, 0.017007, 0.0187975, 0.0180881, 0.0169664, 0.0172474, 0.0168561, 0.0171213, 0.0192206, 0.0174131, 0.0185883, 0.0168957, 0.0204548, 0.0168385, 0.0181611, 0.0178444, 0.0193525, 0.0182407, 0.0185709, 0.0210701, 0.0168753, 0.0169197, 0.0188162, 0.0186707, 0.0169636, 0.0186758, 0.0198018, 0.0184533, 0.0185427, 0.0207921, 0.0186693, 
Grid State Exact; 0.00464159; 0.0240563, 0.0240509, 0.0223991, 0.0221975, 0.0222897, 0.0240533, 0.0215771, 0.0218443, 0.0207617, 0.0235406, 0.0247039, 0.0254173, 0.0216276, 0.0206667, 0.0215158, 0.0344121, 0.0259835, 0.0234472, 0.0207484, 0.034698, 0.0225346, 0.0245125, 0.0242659, 0.0257831, 0.0338896, 0.0215894, 0.0231834, 0.0207269, 0.0207482, 0.0207546, 0.0207197, 0.0231003, 0.0314728, 0.0207318, 0.0207465, 0.029661, 0.0342343, 0.0207374, 0.0207088, 0.0213738, 0.0344735, 0.0207278, 0.0206685, 0.0216173, 0.0207664, 0.0346493, 0.0220607, 0.026178, 0.0227676, 0.0346882, 0.0207446, 0.0215226, 0.0340895, 0.0345273, 0.0346177, 0.0206799, 0.0355381, 0.0346529, 0.0293862, 0.0207206, 0.0294864, 0.0358058, 0.024016, 0.0349014, 0.0206586, 0.0345378, 0.0296245, 0.0360579, 0.0348569, 0.0276009, 0.0345049, 0.0245681, 0.0306954, 0.0224113, 0.0229898, 0.0261965, 0.0207495, 0.0254417, 0.0207624, 0.0278019, 0.0222576, 0.02152, 0.0217265, 0.0345388, 0.0206941, 0.0207519, 0.0243047, 0.0223224, 0.0281109, 0.0345793, 0.0207397, 0.0344467, 0.0331589, 0.0358262, 0.0347259, 0.0345265, 0.0279351, 0.0354975, 0.0316427, 0.0293643, 
Deterministic State Space; 0.00464159; 0.0371359, 
Improved Split State Space; 0.00464159; 0.0181021, 0.0184599, 0.0201113, 0.0179597, 0.0183161, 0.0214363, 0.019246, 0.0195139, 0.0168299, 0.0185085, 0.0185271, 0.0175876, 0.0176042, 0.0193572, 0.0196266, 0.0184261, 0.0173384, 0.0175809, 0.0173117, 0.0202776, 0.0177946, 0.0186905, 0.0184986, 0.0186661, 0.0185434, 0.0190976, 0.020076, 0.0207021, 0.0187317, 0.0180246, 0.0185073, 0.0187886, 0.0194829, 0.0170842, 0.018182, 0.0180502, 0.0199869, 0.0183235, 0.0198765, 0.0196417, 0.0187437, 0.017936, 0.0182654, 0.0185373, 0.0171264, 0.0200685, 0.0192778, 0.0177599, 0.0184985, 0.0169696, 0.0186034, 0.0172368, 0.0172316, 0.0185578, 0.0200334, 0.0172195, 0.0181702, 0.0184882, 0.0185952, 0.019026, 0.0185434, 0.0178536, 0.0186133, 0.0195373, 0.0173727, 0.0195733, 0.0180796, 0.0176349, 0.0169834, 0.0182636, 0.017156, 0.0186984, 0.0187236, 0.0182148, 0.0208054, 0.0166881, 0.0186177, 0.0182032, 0.0183318, 0.0183254, 0.0193605, 0.0184399, 0.0180383, 0.01727, 0.0188515, 0.0172249, 0.0205467, 0.0182008, 0.0193195, 0.0198265, 0.0183298, 0.0181026, 0.0180733, 0.0185727, 0.0189177, 0.0183808, 0.0174987, 0.0192782, 0.0204279, 0.0186873, 
Improved Exact Space; 0.00464159; 0.0962251, 0.0883165, 0.108161, 0.0676204, 0.0553343, 0.0747547, 0.0811716, 0.078163, 0.100103, 0.078271, 0.0833024, 0.0861658, 0.0778055, 0.0703243, 0.0899211, 0.0856437, 0.0628155, 0.0875829, 0.0962851, 0.0743713, 0.0811431, 0.12114, 0.0872648, 0.0858162, 0.0527066, 0.0653041, 0.102068, 0.0629544, 0.100839, 0.0829395, 0.0762574, 0.0955843, 0.0521418, 0.0946381, 0.0840083, 0.10824, 0.0916326, 0.0901654, 0.0997547, 0.0818829, 0.0943757, 0.103008, 0.079603, 0.0819708, 0.0567114, 0.0994029, 0.087485, 0.0831706, 0.0713017, 0.110082, 0.091029, 0.075775, 0.076891, 0.0804268, 0.0752834, 0.0801535, 0.0810335, 0.0598566, 0.0578638, 0.076653, 0.0892092, 0.0813183, 0.0939792, 0.0835157, 0.0743641, 0.0941976, 0.0731843, 0.0986937, 0.0934381, 0.0907332, 0.0945461, 0.096307, 0.0758258, 0.115846, 0.10828, 0.0651459, 0.0824936, 0.074963, 0.0788022, 0.107753, 0.0570625, 0.080741, 0.0899992, 0.119855, 0.0702022, 0.0927565, 0.0936301, 0.108293, 0.102455, 0.102785, 0.110201, 0.0940632, 0.112418, 0.0750843, 0.111217, 0.108938, 0.0863718, 0.106757, 0.112049, 0.129428, 
Point State Space; 0.00464159; 0.00567062, 3.66445e-11, 0.00189036, 2.80697e-08, 0.00378062, 0.00756088, 0.00378071, 0.00189035, 0.00378072, 0.0056708, 0.00945025, 0.00378039, 0.00567093, 0.00377972, 0.00189034, 0.00189036, 0.00567068, 6.39786e-09, 3.53976e-10, 0.00378069, 0.00378072, 1.54924e-09, 0.00567066, 0.00378072, 1.69556e-09, 0.00378072, 0.00756103, 0.00189036, 0.0113362, 0.00378072, 0.0113184, 6.11079e-10, 0.00378068, 0.0132296, 0.00189036, 0.00378069, 0.00378071, 0.0037807, 5.91695e-10, 0.00189035, 0.00378049, 0.00944651, 0.00567108, 3.36105e-09, 0.00189036, 0.00566995, 0.00567107, 0.00378071, 0.00189036, 8.32809e-08, 2.55501e-07, 3.99727e-05, 0.00756064, 1.293e-09, 0.00189036, 0.00378072, 0.00378072, 1.08189e-13, 0.00567102, 0.0037807, 0.00567107, 1.0189e-09, 1.18868e-10, 3.69619e-09, 0.00189036, 0.00189035, 0.00567094, 0.00189036, 0.005671, 0.00189036, 0.00378071, 1.60817e-09, 0.00189027, 0.00378007, 0.00189036, 3.23065e-07, 0.00189036, 0.00378072, 0.00567106, 0.00189036, 1.20658e-10, 0.00189036, 0.00378071, 0.00378072, 0.00378071, 0.00940089, 0.00189036, 0.0037807, 0.00567043, 5.09546e-08, 0.0113174, 0.00944868, 0.00756117, 2.37425e-07, 0.00567065, 0.00189036, 0.00378071, 0.00189036, 0.00189036, 0.0113378, 
Grid State Space; 0.01; 0.0187079, 0.0185703, 0.0186833, 0.0185639, 0.0169276, 0.0218257, 0.0168994, 0.0170055, 0.0168965, 0.0166024, 0.0184946, 0.0201047, 0.0168168, 0.0169753, 0.0187976, 0.0173696, 0.0183937, 0.0185024, 0.0203247, 0.0204177, 0.0183602, 0.018537, 0.0182967, 0.0186031, 0.0169761, 0.0169099, 0.0167735, 0.0183086, 0.0182253, 0.0169814, 0.0187487, 0.0178879, 0.0165568, 0.0177804, 0.0191462, 0.0199301, 0.0169559, 0.0167722, 0.0187282, 0.017139, 0.0169303, 0.0168097, 0.016906, 0.0188291, 0.0169569, 0.0169032, 0.0164752, 0.0182886, 0.0166729, 0.0185606, 0.0180617, 0.0169505, 0.0186257, 0.0169069, 0.018601, 0.0186617, 0.0168491, 0.0167597, 0.0176514, 0.0169496, 0.0195038, 0.0178609, 0.0169462, 0.0151159, 0.0168698, 0.0175171, 0.0168269, 0.0168578, 0.0185365, 0.0169079, 0.0186034, 0.018793, 0.0166799, 0.0166875, 0.0150965, 0.0168022, 0.0204222, 0.0184288, 0.0168411, 0.0180791, 0.0187258, 0.0187598, 0.0169957, 0.0186623, 0.016945, 0.0175907, 0.0169261, 0.0169206, 0.0168646, 0.0169914, 0.0169522, 0.0198519, 0.0186965, 0.0182778, 0.0184867, 0.0179618, 0.0188186, 0.0169834, 0.016787, 0.0187666, 
Grid State Exact; 0.01; 0.0308593, 0.0301417, 0.0336611, 0.0290752, 0.0270181, 0.030269, 0.0299947, 0.0332721, 0.0310359, 0.0314956, 0.0302505, 0.0307243, 0.0292112, 0.0296965, 0.0310021, 0.0294044, 0.0291094, 0.0313096, 0.0303892, 0.030599, 0.0307156, 0.0331177, 0.0262707, 0.031271, 0.0305776, 0.0304201, 0.0338712, 0.0306498, 0.0343004, 0.0334536, 0.0309675, 0.0308008, 0.0247396, 0.0340151, 0.0239807, 0.030768, 0.0305898, 0.0334227, 0.0312518, 0.0291901, 0.0300232, 0.029358, 0.0318299, 0.0238517, 0.0336533, 0.0315926, 0.0300382, 0.0279529, 0.0237379, 0.0353327, 0.0303645, 0.0307862, 0.0299194, 0.0340591, 0.024037, 0.0340823, 0.031306, 0.0224157, 0.0301686, 0.035368, 0.0333778, 0.0289035, 0.0214323, 0.0214312, 0.0293482, 0.0271238, 0.0304594, 0.0259726, 0.0292195, 0.0299399, 0.0291631, 0.029369, 0.0321605, 0.0306729, 0.0303685, 0.0355905, 0.0301887, 0.0319651, 0.0292578, 0.0309032, 0.0296073, 0.0295238, 0.0351541, 0.0302918, 0.0338048, 0.0339414, 0.0310036, 0.0336752, 0.034046, 0.0308395, 0.0338296, 0.0311687, 0.0332741, 0.0248384, 0.030679, 0.0341603, 0.0308902, 0.0334992, 0.0338656, 0.0291992, 
Deterministic State Space; 0.01; 0.0371359, 
Improved Split State Space; 0.01; 0.020326, 0.0185304, 0.0183451, 0.0177011, 0.0202183, 0.0191156, 0.0184158, 0.0170354, 0.0180128, 0.0182845, 0.0187665, 0.0207431, 0.018707, 0.0184863, 0.0175591, 0.0186164, 0.018526, 0.0200757, 0.0169557, 0.0227623, 0.0176782, 0.020131, 0.0170915, 0.0185314, 0.0184222, 0.0207414, 0.0191154, 0.0184428, 0.0201506, 0.0175748, 0.018532, 0.0173581, 0.0192152, 0.0184388, 0.0181461, 0.0182898, 0.0185633, 0.0169626, 0.0215894, 0.0186416, 0.0187924, 0.0177562, 0.0172987, 0.0184475, 0.0188217, 0.0184021, 0.0185258, 0.0181042, 0.0169222, 0.0186622, 0.0170593, 0.0195277, 0.0169222, 0.0178996, 0.0187636, 0.018294, 0.0186872, 0.0194008, 0.0171022, 0.0180702, 0.0174679, 0.0183508, 0.0177066, 0.0180096, 0.0192973, 0.019067, 0.0212652, 0.0187186, 0.0206991, 0.0195856, 0.0212621, 0.0174519, 0.0184211, 0.021303, 0.0187393, 0.0212472, 0.0186076, 0.0183343, 0.0186317, 0.0186348, 0.0194823, 0.0202907, 0.0193478, 0.0190029, 0.0182704, 0.0190575, 0.017488, 0.0186639, 0.020689, 0.0184738, 0.020277, 0.0174924, 0.0207537, 0.0185854, 0.0197267, 0.0184907, 0.0178929, 0.0197573, 0.0183417, 0.0205783, 
Improved Exact Space; 0.01; 0.0804184, 0.105507, 0.0842992, 0.0811284, 0.106788, 0.103899, 0.0998926, 0.0880895, 0.0899158, 0.0783767, 0.0791346, 0.097285, 0.0943579, 0.119803, 0.101981, 0.0931751, 0.106281, 0.0905434, 0.111986, 0.0985581, 0.084234, 0.0865933, 0.105565, 0.0824504, 0.0909542, 0.0771493, 0.0979275, 0.114414, 0.10548, 0.104875, 0.0739482, 0.0992807, 0.101708, 0.0893144, 0.0944549, 0.106069, 0.0999061, 0.0866053, 0.0925218, 0.112999, 0.113615, 0.129398, 0.111445, 0.114321, 0.119872, 0.117575, 0.119024, 0.0879208, 0.109699, 0.0824284, 0.119292, 0.0936422, 0.106287, 0.0866009, 0.0761234, 0.114261, 0.0930398, 0.110009, 0.0996687, 0.117523, 0.133286, 0.126884, 0.106146, 0.0886789, 0.0955637, 0.10973, 0.136595, 0.0950072, 0.119186, 0.119805, 0.109994, 0.124589, 0.119039, 0.122983, 0.131015, 0.134972, 0.125371, 0.13186, 0.125455, 0.123728, 0.12467, 0.142488, 0.131792, 0.144971, 0.14416, 0.14751, 0.156043, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 
Point State Space; 0.01; 6.39786e-09, 0.00189035, 0.00378039, 0.0056708, 3.66445e-11, 0.00378049, 0.00945025, 3.36105e-09, 0.00567062, 0.0113184, 0.00189036, 0.00378062, 0.00189036, 0.00189035, 0.00189034, 6.11079e-10, 1.0189e-09, 0.00567107, 0.00377972, 0.00378071, 0.00378072, 1.293e-09, 0.00756064, 0.0113362, 0.00378071, 0.00378071, 0.00378072, 0.00567065, 0.00378069, 0.00378072, 0.0037807, 1.54924e-09, 1.20658e-10, 0.0132296, 0.00567066, 0.0037807, 0.00378072, 3.99727e-05, 0.00378072, 1.69556e-09, 0.00756088, 0.0037807, 0.00189036, 2.37425e-07, 0.00189036, 0.00378007, 3.69619e-09, 0.00378069, 0.00940089, 0.00567094, 0.00567108, 0.00189036, 0.00189036, 0.00189035, 3.53976e-10, 0.00189027, 0.00378072, 0.00378072, 0.00189036, 0.00189036, 2.55501e-07, 0.00378068, 0.00378072, 0.00567068, 1.60817e-09, 0.00189036, 0.00378071, 0.00378071, 0.00567106, 0.00944651, 8.32809e-08, 0.0113174, 0.00944868, 0.00567107, 0.00378072, 0.00567102, 0.00189036, 2.80697e-08, 0.00189036, 1.18868e-10, 0.00567093, 0.00189036, 3.23065e-07, 0.00378071, 5.91695e-10, 0.00566995, 5.09546e-08, 0.005671, 0.00189036, 0.00567043, 0.00189036, 0.00756117, 0.00189036, 0.00378071, 0.00189036, 1.08189e-13, 0.00189036, 0.00189036, 0.0113378, 0.00756103, 
Grid State Space; 0.0215443; 0.0184288, 0.0169187, 0.0187661, 0.0173569, 0.0179933, 0.0168787, 0.018101, 0.0151158, 0.015113, 0.01697, 0.016852, 0.0168045, 0.0169503, 0.0169264, 0.0183691, 0.0181152, 0.0169963, 0.0202491, 0.0177808, 0.0166441, 0.0186967, 0.0168585, 0.0169007, 0.0162471, 0.0169269, 0.0180355, 0.0178723, 0.0191908, 0.0183319, 0.0184004, 0.0182941, 0.0186157, 0.0187529, 0.0166946, 0.019609, 0.0169004, 0.0183927, 0.0188421, 0.0151188, 0.0169697, 0.0168795, 0.016979, 0.0171146, 0.0169152, 0.0168205, 0.0165963, 0.0168126, 0.0169462, 0.0183278, 0.0186554, 0.0184148, 0.0199139, 0.0179838, 0.019135, 0.0166059, 0.0188156, 0.017271, 0.0215639, 0.0179908, 0.016706, 0.0169858, 0.0165936, 0.0172365, 0.0205686, 0.0204174, 0.0169386, 0.0169935, 0.0169166, 0.0185716, 0.0185965, 0.0150942, 0.0166254, 0.0185819, 0.0168906, 0.0200023, 0.0169548, 0.0205481, 0.0182348, 0.0195999, 0.0185594, 0.0183301, 0.0167744, 0.0196362, 0.0202739, 0.0169281, 0.016907, 0.0188004, 0.0168893, 0.0195397, 0.0181702, 0.017001, 0.0170064, 0.0187083, 0.0184048, 0.0185058, 0.0181035, 0.018624, 0.0181191, 0.0169662, 0.0195709, 
Grid State Exact; 0.0215443; 0.0268615, 0.0295653, 0.0276832, 0.0283908, 0.0276178, 0.0300197, 0.0273921, 0.0280292, 0.0279178, 0.0284574, 0.0275169, 0.0290862, 0.0270032, 0.029123, 0.0280494, 0.026946, 0.028251, 0.0292528, 0.0284316, 0.0279503, 0.028549, 0.0284056, 0.0285315, 0.0282587, 0.0276593, 0.0280328, 0.0270865, 0.028066, 0.0284204, 0.0289168, 0.0297305, 0.0282616, 0.0276536, 0.027124, 0.0275216, 0.0298154, 0.0288296, 0.0292407, 0.0281814, 0.0294011, 0.0278134, 0.0273765, 0.028128, 0.0281241, 0.0287654, 0.0275884, 0.0284028, 0.0281546, 0.027914, 0.027978, 0.0280356, 0.0289689, 0.0283418, 0.028614, 0.0286104, 0.0279094, 0.0281216, 0.0280518, 0.027882, 0.0279639, 0.0277718, 0.0288377, 0.0301734, 0.0280203, 0.0282435, 0.0282129, 0.0272115, 0.028467, 0.0301588, 0.0279702, 0.027335, 0.0282538, 0.0270233, 0.0272026, 0.03054, 0.0284377, 0.0274139, 0.0285807, 0.0271945, 0.0273922, 0.0298415, 0.0288517, 0.0276619, 0.0275639, 0.0280671, 0.0275322, 0.027791, 0.0283288, 0.0284363, 0.0278959, 0.0301198, 0.0295251, 0.0288513, 0.0285093, 0.0279754, 0.0276734, 0.0283588, 0.0285669, 0.0288412, 0.0286062, 
Deterministic State Space; 0.0215443; 0.0371359, 
Improved Split State Space; 0.0215443; 0.0203921, 0.0180339, 0.0183963, 0.0182472, 0.0168411, 0.0202034, 0.0169433, 0.0186811, 0.0190156, 0.017213, 0.017938, 0.0171647, 0.0183703, 0.0181155, 0.0169494, 0.0184063, 0.0196984, 0.018503, 0.0201374, 0.0169536, 0.0177725, 0.016909, 0.0168245, 0.0187104, 0.0187785, 0.0168694, 0.0183803, 0.017785, 0.0185261, 0.0181829, 0.0181114, 0.016984, 0.0187525, 0.0205247, 0.018217, 0.0199445, 0.018659, 0.0170111, 0.0196139, 0.0182571, 0.0173322, 0.0191249, 0.0185627, 0.0183436, 0.0168401, 0.0185371, 0.0186932, 0.0188006, 0.0185444, 0.0195036, 0.0181559, 0.0182754, 0.020423, 0.0182182, 0.020216, 0.0194056, 0.0197622, 0.0201417, 0.0194716, 0.0168172, 0.0191944, 0.0193111, 0.0183588, 0.0192207, 0.0168036, 0.0176031, 0.0185153, 0.0196934, 0.0183585, 0.017743, 0.0193219, 0.0184889, 0.0183873, 0.0185616, 0.0186573, 0.0184008, 0.0192999, 0.0211297, 0.0183332, 0.0178709, 0.0186585, 0.0180568, 0.0187902, 0.0186996, 0.0204808, 0.0187372, 0.0180452, 0.0190063, 0.017859, 0.0203949, 0.0185154, 0.0180307, 0.0197605, 0.0185919, 0.0197379, 0.0166847, 0.0186343, 0.0182911, 0.0210502, 0.0168061, 
Improved Exact Space; 0.0215443; 0.104488, 0.114305, 0.115884, 0.116191, 0.110503, 0.120592, 0.125355, 0.105793, 0.109866, 0.168313, 0.167437, 0.170987, 0.170102, 0.171888, 0.175475, 0.174575, 0.173679, 0.177282, 0.174577, 0.175475, 0.174573, 0.17728, 0.176378, 0.180915, 0.170994, 0.175475, 0.176378, 0.167437, 0.179094, 0.180003, 0.180003, 0.180915, 0.180003, 0.180915, 0.171886, 0.170996, 0.180915, 0.180915, 0.180915, 0.180915, 0.172782, 0.172782, 0.174575, 0.180915, 0.180915, 0.174573, 0.175475, 0.174573, 0.177282, 0.177278, 0.178187, 0.179094, 0.177282, 0.177282, 0.179094, 0.180003, 0.180003, 0.180003, 0.179094, 0.178187, 0.180003, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.180915, 0.179094, 0.174575, 0.173679, 0.176378, 0.17278, 0.180915, 0.174575, 0.176376, 0.173676, 0.173677, 0.174577, 0.180003, 0.173677, 0.175477, 0.175477, 0.174577, 0.179094, 0.177282, 0.179094, 0.178187, 0.180003, 0.179094, 0.179094, 0.180915, 0.179094, 0.180003, 0.180915, 0.180915, 0.180915, 0.180915, 
Point State Space; 0.0215443; 0.0056708, 0.00189036, 0.00945025, 0.00189035, 0.00378039, 0.00567062, 3.66445e-11, 3.36105e-09, 0.00378071, 6.11079e-10, 0.00189034, 0.00378071, 0.00378062, 0.00756088, 0.0113362, 0.0037807, 0.00378049, 0.00377972, 0.00189035, 1.0189e-09, 0.00756064, 1.54924e-09, 0.00378071, 6.39786e-09, 0.00378072, 8.32809e-08, 1.69556e-09, 0.0113184, 0.00940089, 0.00567107, 0.00567107, 0.00378072, 0.00378072, 0.00378069, 0.00378007, 0.00189036, 1.293e-09, 0.00756103, 0.00567108, 0.00567068, 0.00378071, 0.00189036, 0.00378072, 0.00567093, 0.00189027, 0.0037807, 0.00189036, 0.00189036, 5.91695e-10, 0.00189036, 0.0113174, 0.00567094, 0.0132296, 0.00189036, 0.00944651, 0.0037807, 0.00378072, 0.00189036, 1.60817e-09, 0.00567043, 1.08189e-13, 0.00189036, 0.00756117, 3.23065e-07, 2.55501e-07, 0.00378069, 3.99727e-05, 0.00944868, 1.20658e-10, 0.00378072, 0.00378072, 0.00189036, 0.00189036, 0.00189036, 0.00567102, 5.09546e-08, 0.00567065, 1.18868e-10, 0.00567066, 3.69619e-09, 0.00378072, 0.00378071, 0.00189036, 2.37425e-07, 0.00189036, 0.00189036, 0.00378072, 0.005671, 0.00189036, 0.00566995, 0.00189036, 0.00189035, 0.00378071, 3.53976e-10, 0.00378071, 0.00189036, 0.00378068, 0.00567106, 2.80697e-08, 0.0113378, 
