Algorithm;Hyperparameter (C);Values
sqrt; 0.001; 0.11401, 0.0663339, 0.0523607, 0.0830988, 0.112817, 0.0778445, 0.0984175, 0.0835525, 0.0943773, 0.0954001, 0.088292, 0.0734105, 0.0637681, 0.104404, 0.0962945, 0.070374, 0.0564772, 0.0958232, 0.109092, 0.0972977, 0.0710291, 0.0454548, 0.0972088, 0.078539, 0.0718018, 0.0953417, 0.105006, 0.122718, 0.0657291, 0.0659848, 0.0625843, 0.0858412, 0.0650751, 0.0980518, 0.0885842, 0.100442, 0.0645849, 0.0929004, 0.0834491, 0.0923703, 0.122181, 0.0626432, 0.0525426, 0.0595685, 0.0657308, 0.0952074, 0.0863172, 0.0595685, 0.0927992, 0.121258, 0.0646464, 0.10381, 0.120232, 0.0633941, 0.0849943, 0.0682427, 0.0679689, 0.148024, 0.0760999, 0.0698197, 0.096813, 0.0824107, 0.0980518, 0.0951564, 0.0988169, 0.106283, 0.0537726, 0.0589076, 0.0883649, 0.0590955, 0.0898957, 0.0763096, 0.102886, 0.125381, 0.0947348, 0.0996246, 0.119509, 0.0653885, 0.106232, 0.0989023, 0.108185, 0.102788, 0.0977615, 0.0618021, 0.0847776, 0.125552, 0.135019, 0.0910098, 0.0542736, 0.102676, 0.0659752, 0.0504656, 0.0631964, 0.111887, 0.0694084, 0.102088, 0.1213, 0.119543, 0.10302, 0.0909819, 
Normal; 0.00215443; 0.0943773, 0.113479, 0.10662, 0.120067, 0.0617615, 0.0795433, 0.0565167, 0.0980518, 0.0961584, 0.117529, 0.0894141, 0.0933691, 0.0553837, 0.0655942, 0.061458, 0.0797649, 0.0700987, 0.0949365, 0.110264, 0.0993638, 0.056652, 0.119677, 0.06319, 0.0579981, 0.110763, 0.106999, 0.107209, 0.113362, 0.062429, 0.0636934, 0.0863398, 0.0625843, 0.122887, 0.0862921, 0.066749, 0.120172, 0.0580694, 0.0677451, 0.0813535, 0.0920173, 0.0929178, 0.0938267, 0.0665522, 0.100532, 0.125318, 0.0952074, 0.103107, 0.0514078, 0.122181, 0.0590955, 0.0643511, 0.109232, 0.13637, 0.127724, 0.0847431, 0.0788044, 0.10058, 0.136628, 0.0700261, 0.102417, 0.103463, 0.118632, 0.09767, 0.0930696, 0.124861, 0.0919235, 0.0840939, 0.0573826, 0.0677399, 0.114375, 0.157523, 0.078916, 0.104429, 0.121793, 0.113358, 0.0816924, 0.0718018, 0.0918811, 0.0619171, 0.0842312, 0.125186, 0.0683726, 0.0751203, 0.0764532, 0.0582193, 0.11798, 0.125088, 0.0624492, 0.106117, 0.0724392, 0.152303, 0.145038, 0.0920701, 0.1279, 0.122718, 0.152966, 0.102961, 0.0954951, 0.158904, 0.121828, 
sq; 0.00215443; 0.0918811, 0.056652, 0.0797649, 0.0665522, 0.0683726, 0.100532, 0.0617615, 0.152966, 0.0751203, 0.0677399, 0.107209, 0.0795433, 0.120172, 0.10058, 0.0847431, 0.125088, 0.0579981, 0.0933691, 0.0938267, 0.136628, 0.0655942, 0.0624492, 0.122181, 0.0842312, 0.0677451, 0.0920701, 0.117529, 0.0952074, 0.118632, 0.13637, 0.0863398, 0.0961584, 0.102417, 0.0930696, 0.06319, 0.109232, 0.104429, 0.0788044, 0.0764532, 0.0816924, 0.078916, 0.152303, 0.0590955, 0.103463, 0.0813535, 0.062429, 0.0980518, 0.0619171, 0.120067, 0.119677, 0.103107, 0.0919235, 0.122887, 0.10662, 0.0993638, 0.061458, 0.124861, 0.0565167, 0.0920173, 0.113362, 0.122718, 0.0625843, 0.127724, 0.0573826, 0.125318, 0.0580694, 0.0929178, 0.0553837, 0.0862921, 0.09767, 0.121793, 0.0949365, 0.0643511, 0.114375, 0.0582193, 0.0700987, 0.125186, 0.110763, 0.102961, 0.113479, 0.066749, 0.106999, 0.0840939, 0.121828, 0.0700261, 0.158904, 0.11798, 0.1279, 0.0894141, 0.113358, 0.0636934, 0.0724392, 0.110264, 0.0943773, 0.0718018, 0.0514078, 0.145038, 0.0954951, 0.157523, 0.106117, 
sqrt; 0.00215443; 0.06319, 0.0847431, 0.0636934, 0.122181, 0.120172, 0.109232, 0.0625843, 0.0643511, 0.0617615, 0.10662, 0.0788044, 0.122887, 0.0700261, 0.0993638, 0.0813535, 0.118632, 0.0619171, 0.061458, 0.0918811, 0.103463, 0.0797649, 0.120067, 0.113479, 0.056652, 0.0952074, 0.113358, 0.110264, 0.106999, 0.0579981, 0.0938267, 0.117529, 0.114375, 0.0919235, 0.062429, 0.0961584, 0.066749, 0.110763, 0.0933691, 0.0954951, 0.0565167, 0.0553837, 0.0943773, 0.124861, 0.152966, 0.0665522, 0.125186, 0.0580694, 0.0929178, 0.0677451, 0.0677399, 0.0894141, 0.0842312, 0.0724392, 0.0582193, 0.0590955, 0.157523, 0.0655942, 0.0683726, 0.113362, 0.0718018, 0.09767, 0.0700987, 0.125088, 0.1279, 0.078916, 0.0980518, 0.0862921, 0.0930696, 0.0795433, 0.0920701, 0.0573826, 0.125318, 0.0514078, 0.0751203, 0.10058, 0.127724, 0.0624492, 0.119677, 0.103107, 0.152303, 0.100532, 0.0863398, 0.102417, 0.0920173, 0.107209, 0.122718, 0.0764532, 0.145038, 0.104429, 0.0816924, 0.102961, 0.0949365, 0.136628, 0.11798, 0.121793, 0.13637, 0.0840939, 0.106117, 0.121828, 0.158904, 
Normal; 0.00464159; 0.120261, 0.121627, 0.118921, 0.0642346, 0.0591731, 0.0632367, 0.0864224, 0.117269, 0.0702921, 0.0909642, 0.125951, 0.0602768, 0.0805629, 0.0851331, 0.0579227, 0.0887566, 0.0910295, 0.0765871, 0.0954959, 0.0536054, 0.0701045, 0.0605477, 0.100332, 0.112822, 0.126034, 0.0864224, 0.0643511, 0.131775, 0.0888819, 0.0951296, 0.042479, 0.120172, 0.128481, 0.0795644, 0.112452, 0.0726737, 0.119635, 0.11921, 0.119816, 0.156834, 0.0610477, 0.103212, 0.116877, 0.0850854, 0.130279, 0.123038, 0.0919557, 0.0734532, 0.111909, 0.0923473, 0.0822559, 0.101058, 0.115347, 0.0940602, 0.0579227, 0.0777615, 0.120869, 0.102577, 0.0619938, 0.0899733, 0.155199, 0.125597, 0.122015, 0.125532, 0.0981183, 0.0788631, 0.100901, 0.0645275, 0.125186, 0.0987213, 0.122718, 0.0859887, 0.0663693, 0.12082, 0.0794073, 0.133395, 0.0756665, 0.121432, 0.0699082, 0.128932, 0.115336, 0.100346, 0.118764, 0.148934, 0.122192, 0.130142, 0.117356, 0.153534, 0.132356, 0.158133, 0.129258, 0.123688, 0.132356, 0.157523, 0.125706, 0.0604697, 0.156753, 0.161108, 0.136056, 0.157403, 
sq; 0.00464159; 0.115336, 0.0795644, 0.122015, 0.0788631, 0.158133, 0.119816, 0.0663693, 0.0940602, 0.120172, 0.0987213, 0.0702921, 0.0643511, 0.0726737, 0.0645275, 0.125951, 0.156834, 0.0919557, 0.118921, 0.0579227, 0.119635, 0.0610477, 0.102577, 0.0632367, 0.118764, 0.0899733, 0.128481, 0.0756665, 0.117356, 0.0805629, 0.0864224, 0.157523, 0.0536054, 0.0923473, 0.122192, 0.0850854, 0.130142, 0.123688, 0.0864224, 0.0794073, 0.0734532, 0.0642346, 0.0888819, 0.0887566, 0.0777615, 0.120869, 0.121627, 0.0591731, 0.12082, 0.156753, 0.0602768, 0.128932, 0.0579227, 0.125706, 0.0951296, 0.0822559, 0.125186, 0.042479, 0.0954959, 0.0701045, 0.0699082, 0.117269, 0.123038, 0.130279, 0.148934, 0.0910295, 0.0619938, 0.0765871, 0.120261, 0.11921, 0.126034, 0.0909642, 0.116877, 0.112452, 0.0851331, 0.103212, 0.100346, 0.100901, 0.111909, 0.100332, 0.0604697, 0.101058, 0.133395, 0.115347, 0.125532, 0.0605477, 0.112822, 0.121432, 0.132356, 0.132356, 0.131775, 0.0859887, 0.0981183, 0.155199, 0.122718, 0.129258, 0.157403, 0.125597, 0.161108, 0.136056, 0.153534, 
sqrt; 0.00464159; 0.0663693, 0.100346, 0.117356, 0.0579227, 0.158133, 0.0910295, 0.11921, 0.0788631, 0.0642346, 0.126034, 0.0899733, 0.0702921, 0.120869, 0.0940602, 0.0610477, 0.0605477, 0.121627, 0.118921, 0.0602768, 0.102577, 0.120172, 0.0579227, 0.0632367, 0.0954959, 0.123038, 0.0909642, 0.111909, 0.0923473, 0.0864224, 0.0851331, 0.0536054, 0.100901, 0.0850854, 0.0864224, 0.0805629, 0.155199, 0.042479, 0.128481, 0.100332, 0.117269, 0.119816, 0.119635, 0.0919557, 0.0795644, 0.0777615, 0.0756665, 0.0591731, 0.0643511, 0.125951, 0.0859887, 0.121432, 0.0645275, 0.0822559, 0.0619938, 0.103212, 0.0951296, 0.0604697, 0.0987213, 0.0734532, 0.101058, 0.131775, 0.0699082, 0.112822, 0.130279, 0.0701045, 0.120261, 0.115336, 0.118764, 0.0888819, 0.125532, 0.115347, 0.112452, 0.0726737, 0.12082, 0.0765871, 0.132356, 0.116877, 0.133395, 0.123688, 0.0887566, 0.0794073, 0.157523, 0.125706, 0.153534, 0.130142, 0.122015, 0.148934, 0.122192, 0.0981183, 0.125186, 0.122718, 0.129258, 0.125597, 0.132356, 0.156753, 0.156834, 0.161108, 0.128932, 0.157403, 0.136056, 
Normal; 0.01; 0.0953015, 0.123289, 0.0882343, 0.0938607, 0.0626409, 0.0869882, 0.0671955, 0.0771472, 0.0845139, 0.105739, 0.0643511, 0.0875098, 0.0602922, 0.0691635, 0.0638132, 0.0658133, 0.120039, 0.0671502, 0.07622, 0.125552, 0.0972246, 0.0722012, 0.0751304, 0.118675, 0.0637681, 0.0998536, 0.0906251, 0.0679206, 0.0790556, 0.0643511, 0.0633867, 0.0703128, 0.128425, 0.0791054, 0.0765822, 0.071192, 0.0665282, 0.0707027, 0.136056, 0.0702153, 0.0683427, 0.070638, 0.0855794, 0.0629967, 0.128569, 0.0951098, 0.133847, 0.068161, 0.0988119, 0.1301, 0.0824725, 0.0641121, 0.0663267, 0.0721914, 0.0839664, 0.133395, 0.0829044, 0.124775, 0.0705453, 0.118541, 0.128569, 0.0851803, 0.0660905, 0.151749, 0.0822407, 0.123688, 0.0932121, 0.0642346, 0.120082, 0.0727003, 0.121846, 0.0963459, 0.0852631, 0.125706, 0.0846755, 0.125621, 0.0637681, 0.122279, 0.0887615, 0.158864, 0.0908781, 0.0662202, 0.125621, 0.125186, 0.0923473, 0.156056, 0.068355, 0.0795132, 0.154994, 0.123063, 0.0694023, 0.158904, 0.158904, 0.154346, 0.15264, 0.132723, 0.151493, 0.129302, 0.140215, 0.147707, 
sq; 0.01; 0.0829044, 0.0906251, 0.120039, 0.105739, 0.0845139, 0.0771472, 0.0851803, 0.0951098, 0.0721914, 0.121846, 0.0875098, 0.0641121, 0.0602922, 0.0633867, 0.0660905, 0.128425, 0.0638132, 0.0658133, 0.0846755, 0.0938607, 0.0637681, 0.0663267, 0.07622, 0.0953015, 0.0694023, 0.0882343, 0.125186, 0.123688, 0.125706, 0.0662202, 0.0683427, 0.0705453, 0.154994, 0.0855794, 0.118675, 0.0703128, 0.0665282, 0.0839664, 0.0702153, 0.0852631, 0.120082, 0.0707027, 0.0908781, 0.0972246, 0.133395, 0.0722012, 0.0988119, 0.0643511, 0.0643511, 0.1301, 0.068161, 0.0795132, 0.133847, 0.0679206, 0.068355, 0.0790556, 0.0691635, 0.125621, 0.0791054, 0.0822407, 0.0923473, 0.0824725, 0.128569, 0.0998536, 0.0671955, 0.0642346, 0.0765822, 0.0727003, 0.0751304, 0.0671502, 0.071192, 0.0932121, 0.0629967, 0.0887615, 0.0637681, 0.124775, 0.0869882, 0.154346, 0.0963459, 0.128569, 0.158864, 0.118541, 0.151493, 0.15264, 0.125552, 0.122279, 0.070638, 0.158904, 0.125621, 0.123289, 0.132723, 0.0626409, 0.151749, 0.123063, 0.156056, 0.158904, 0.136056, 0.129302, 0.140215, 0.147707, 
sqrt; 0.01; 0.0751304, 0.0702153, 0.0633867, 0.0722012, 0.0638132, 0.0727003, 0.105739, 0.124775, 0.0998536, 0.0790556, 0.118675, 0.068161, 0.133395, 0.0845139, 0.0972246, 0.0906251, 0.0771472, 0.0882343, 0.0875098, 0.068355, 0.0839664, 0.0721914, 0.133847, 0.120082, 0.123688, 0.121846, 0.0694023, 0.0851803, 0.1301, 0.0822407, 0.128425, 0.0671955, 0.0953015, 0.0665282, 0.0642346, 0.0765822, 0.0658133, 0.0791054, 0.0951098, 0.0637681, 0.0707027, 0.0643511, 0.123289, 0.0923473, 0.0662202, 0.0829044, 0.07622, 0.154346, 0.0705453, 0.0683427, 0.0660905, 0.125706, 0.0663267, 0.0852631, 0.0846755, 0.0824725, 0.125621, 0.0637681, 0.0963459, 0.120039, 0.0932121, 0.125186, 0.158904, 0.0795132, 0.0887615, 0.0643511, 0.0988119, 0.0938607, 0.0629967, 0.0626409, 0.118541, 0.0679206, 0.0703128, 0.0641121, 0.0908781, 0.071192, 0.158864, 0.0671502, 0.0855794, 0.070638, 0.128569, 0.154994, 0.122279, 0.0869882, 0.0602922, 0.0691635, 0.125552, 0.151493, 0.128569, 0.125621, 0.156056, 0.15264, 0.158904, 0.123063, 0.151749, 0.132723, 0.136056, 0.129302, 0.140215, 0.147707, 
Normal; 0.0215443; 0.110429, 0.0741429, 0.0680219, 0.0822036, 0.0642346, 0.0653154, 0.103082, 0.0646519, 0.0911543, 0.0829044, 0.0824823, 0.0789827, 0.0821453, 0.0786657, 0.0756932, 0.114555, 0.0822883, 0.0935394, 0.094115, 0.0759367, 0.0816379, 0.0642346, 0.0900918, 0.0885878, 0.0768248, 0.06933, 0.0790067, 0.0775434, 0.0841604, 0.0965862, 0.0729485, 0.0711409, 0.0722364, 0.07622, 0.0831835, 0.085214, 0.0857152, 0.0818596, 0.0642346, 0.0642346, 0.0877165, 0.0698015, 0.0642346, 0.0849133, 0.1301, 0.0988283, 0.0756426, 0.0773043, 0.106452, 0.0729543, 0.0765476, 0.0662667, 0.0637882, 0.0770208, 0.0709758, 0.0723033, 0.158904, 0.0777026, 0.0642346, 0.0904672, 0.158133, 0.0663887, 0.0700076, 0.127377, 0.0862719, 0.0649226, 0.100329, 0.073338, 0.0756516, 0.0821987, 0.12676, 0.0962987, 0.0772075, 0.0669004, 0.0642346, 0.158821, 0.0823844, 0.0668907, 0.128932, 0.0904834, 0.0642346, 0.0709963, 0.100732, 0.0642346, 0.117368, 0.0894595, 0.0652877, 0.102816, 0.0766906, 0.0771572, 0.155158, 0.0871797, 0.155158, 0.0642346, 0.155199, 0.158904, 0.155199, 0.158904, 0.155199, 0.155199, 
sq; 0.0215443; 0.103082, 0.0642346, 0.0786657, 0.0900918, 0.0935394, 0.0756932, 0.0821453, 0.0885878, 0.114555, 0.0904672, 0.0831835, 0.073338, 0.0642346, 0.0756426, 0.155158, 0.0773043, 0.0789827, 0.0700076, 0.07622, 0.0680219, 0.0829044, 0.0857152, 0.0637882, 0.0988283, 0.0841604, 0.0642346, 0.0668907, 0.0653154, 0.0962987, 0.0642346, 0.0652877, 0.0759367, 0.0663887, 0.0824823, 0.0756516, 0.0709963, 0.102816, 0.100329, 0.1301, 0.0790067, 0.0646519, 0.0649226, 0.0642346, 0.0723033, 0.06933, 0.0821987, 0.128932, 0.117368, 0.0722364, 0.0642346, 0.100732, 0.0741429, 0.0642346, 0.0772075, 0.0965862, 0.0877165, 0.0711409, 0.0669004, 0.0771572, 0.110429, 0.12676, 0.085214, 0.0818596, 0.0911543, 0.155158, 0.094115, 0.0816379, 0.0777026, 0.0642346, 0.0822036, 0.158904, 0.0768248, 0.0775434, 0.0642346, 0.0770208, 0.0862719, 0.0729485, 0.0709758, 0.158904, 0.0871797, 0.0698015, 0.0729543, 0.0822883, 0.0766906, 0.0823844, 0.0662667, 0.127377, 0.158133, 0.0849133, 0.0642346, 0.106452, 0.0765476, 0.0894595, 0.0904834, 0.155199, 0.158821, 0.155199, 0.158904, 0.155199, 0.155199, 
sqrt; 0.0215443; 0.0822036, 0.0756426, 0.0642346, 0.0637882, 0.0821453, 0.0962987, 0.0729485, 0.0642346, 0.0777026, 0.0663887, 0.110429, 0.0900918, 0.0759367, 0.103082, 0.0729543, 0.0831835, 0.0723033, 0.06933, 0.0965862, 0.0756932, 0.0857152, 0.0669004, 0.117368, 0.0829044, 0.0653154, 0.0680219, 0.0786657, 0.158133, 0.0642346, 0.0772075, 0.07622, 0.085214, 0.0741429, 0.100329, 0.0821987, 0.0935394, 0.0668907, 0.0816379, 0.0768248, 0.0862719, 0.0642346, 0.0700076, 0.0652877, 0.158904, 0.0904672, 0.0775434, 0.0642346, 0.106452, 0.0877165, 0.0722364, 0.0642346, 0.102816, 0.0642346, 0.0711409, 0.0646519, 0.0642346, 0.0662667, 0.0789827, 0.0766906, 0.114555, 0.0823844, 0.0849133, 0.0698015, 0.0885878, 0.127377, 0.0824823, 0.0649226, 0.0709963, 0.0871797, 0.0841604, 0.0818596, 0.0988283, 0.0771572, 0.0904834, 0.0773043, 0.0911543, 0.1301, 0.100732, 0.0642346, 0.094115, 0.0770208, 0.12676, 0.155158, 0.0756516, 0.0765476, 0.155158, 0.0709758, 0.073338, 0.0822883, 0.0642346, 0.0894595, 0.0790067, 0.155199, 0.158904, 0.155199, 0.158904, 0.158821, 0.155199, 0.155199, 0.128932, 
Normal; 0.0464159; 0.0932237, 0.0907481, 0.0729949, 0.0745299, 0.0788245, 0.0850103, 0.0809818, 0.0935999, 0.0713538, 0.0928657, 0.100423, 0.0877932, 0.0886716, 0.105864, 0.100516, 0.0685773, 0.08891, 0.0817921, 0.0783558, 0.0915607, 0.100416, 0.0766047, 0.0782698, 0.103564, 0.0915214, 0.0787209, 0.10805, 0.0731575, 0.0738264, 0.0966691, 0.0695034, 0.0714693, 0.0819151, 0.0967387, 0.0714662, 0.0820334, 0.0713211, 0.0974963, 0.0718915, 0.0867607, 0.0762079, 0.0803135, 0.0710907, 0.0785345, 0.0662038, 0.0794741, 0.090516, 0.085036, 0.0842927, 0.0653261, 0.0816522, 0.0822438, 0.0865262, 0.0707972, 0.0821987, 0.0821542, 0.0722527, 0.0800272, 0.0811738, 0.0827564, 0.0733406, 0.0825456, 0.0642346, 0.0872758, 0.0823538, 0.0767762, 0.0642346, 0.0738571, 0.0791535, 0.0738762, 0.0750493, 0.103928, 0.0717432, 0.13507, 0.0788626, 0.0679206, 0.0876988, 0.0792496, 0.0687792, 0.0936943, 0.0718445, 0.0657524, 0.0820515, 0.0932747, 0.0665513, 0.0940246, 0.0850095, 0.0963859, 0.07886, 0.091603, 0.0817935, 0.0786129, 0.0797458, 0.0828995, 0.0758372, 0.0772166, 0.0711418, 0.0944804, 0.0818879, 0.0824823, 
sq; 0.0464159; 0.0940246, 0.0936943, 0.0877932, 0.0842927, 0.0818879, 0.0944804, 0.0718915, 0.0782698, 0.0788626, 0.0825456, 0.0722527, 0.0797458, 0.0823538, 0.0687792, 0.0809818, 0.0963859, 0.0792496, 0.0758372, 0.0642346, 0.0794741, 0.0811738, 0.0816522, 0.0907481, 0.0865262, 0.0821542, 0.07886, 0.0850095, 0.0966691, 0.090516, 0.0935999, 0.100416, 0.0786129, 0.0738264, 0.0729949, 0.0886716, 0.0932747, 0.0714693, 0.105864, 0.0745299, 0.0932237, 0.100516, 0.0695034, 0.0738762, 0.0791535, 0.0828995, 0.0733406, 0.0642346, 0.0821987, 0.0665513, 0.0785345, 0.0717432, 0.0731575, 0.0800272, 0.0876988, 0.0762079, 0.08891, 0.091603, 0.0767762, 0.0817921, 0.0872758, 0.0824823, 0.0787209, 0.0718445, 0.0822438, 0.0819151, 0.0713538, 0.0850103, 0.0685773, 0.0766047, 0.0820515, 0.0974963, 0.0788245, 0.0714662, 0.0928657, 0.0710907, 0.0707972, 0.10805, 0.0915214, 0.0817935, 0.0679206, 0.0750493, 0.0967387, 0.0867607, 0.100423, 0.0653261, 0.0662038, 0.0713211, 0.0827564, 0.0738571, 0.0820334, 0.0657524, 0.0711418, 0.13507, 0.103564, 0.0915607, 0.085036, 0.0803135, 0.103928, 0.0783558, 0.0772166, 
sqrt; 0.0464159; 0.0966691, 0.0767762, 0.0850095, 0.0745299, 0.0786129, 0.0974963, 0.0817921, 0.0935999, 0.0944804, 0.0876988, 0.0792496, 0.0797458, 0.0772166, 0.0657524, 0.0828995, 0.0718915, 0.0967387, 0.103564, 0.100423, 0.0915607, 0.0818879, 0.0738571, 0.0787209, 0.0687792, 0.0717432, 0.0714662, 0.0653261, 0.100516, 0.0809818, 0.0932747, 0.085036, 0.0713538, 0.100416, 0.0850103, 0.0791535, 0.0819151, 0.0936943, 0.0788245, 0.0928657, 0.0738264, 0.0794741, 0.0762079, 0.0842927, 0.0811738, 0.0733406, 0.0817935, 0.0695034, 0.0722527, 0.10805, 0.0679206, 0.0867607, 0.0800272, 0.0877932, 0.0729949, 0.0731575, 0.0783558, 0.0865262, 0.0907481, 0.0823538, 0.103928, 0.0825456, 0.0824823, 0.0782698, 0.0642346, 0.0816522, 0.0788626, 0.0714693, 0.0827564, 0.0820334, 0.07886, 0.0915214, 0.0940246, 0.0886716, 0.0820515, 0.091603, 0.0665513, 0.0642346, 0.0872758, 0.0707972, 0.13507, 0.105864, 0.0803135, 0.0685773, 0.0750493, 0.0758372, 0.0821542, 0.0785345, 0.08891, 0.0822438, 0.0718445, 0.0821987, 0.0932237, 0.0738762, 0.0713211, 0.090516, 0.0662038, 0.0766047, 0.0710907, 0.0963859, 0.0711418, 
Normal; 0.1; 0.0890426, 0.0777812, 0.0820212, 0.0974693, 0.0882804, 0.116783, 0.112097, 0.0952346, 0.0944804, 0.0787209, 0.0961963, 0.0995051, 0.0874613, 0.0838761, 0.0974537, 0.0818393, 0.0948038, 0.0798387, 0.0905314, 0.0914661, 0.0912907, 0.0803683, 0.0769621, 0.0909166, 0.0780809, 0.0806494, 0.0879659, 0.0988507, 0.0958179, 0.0917475, 0.096481, 0.102618, 0.0719374, 0.115075, 0.0819248, 0.0725532, 0.106628, 0.0826634, 0.0904011, 0.0997588, 0.0876059, 0.0821296, 0.0961547, 0.106804, 0.092171, 0.0853663, 0.097905, 0.0968623, 0.0908346, 0.0995963, 0.0896618, 0.0751015, 0.0940681, 0.095847, 0.0847897, 0.0876988, 0.0843084, 0.0834394, 0.0787756, 0.101713, 0.0797216, 0.0883533, 0.1023, 0.0827564, 0.0903442, 0.081745, 0.0845953, 0.089394, 0.0817935, 0.105823, 0.119892, 0.0832013, 0.0999267, 0.0800787, 0.100238, 0.11635, 0.0797019, 0.105777, 0.102526, 0.0981306, 0.0963543, 0.0817357, 0.0889085, 0.0943008, 0.0967288, 0.102991, 0.103477, 0.0875042, 0.0907585, 0.0882263, 0.0966773, 0.0819, 0.0866336, 0.0878545, 0.086949, 0.107995, 0.0762222, 0.0873234, 0.081745, 0.0943422, 
sq; 0.1; 0.0988507, 0.0787209, 0.1023, 0.0974693, 0.0952346, 0.0882804, 0.081745, 0.106628, 0.112097, 0.0762222, 0.0958179, 0.0917475, 0.0940681, 0.0961547, 0.0817935, 0.0826634, 0.0907585, 0.102618, 0.0751015, 0.0967288, 0.0847897, 0.0803683, 0.0961963, 0.0944804, 0.0834394, 0.116783, 0.0769621, 0.107995, 0.092171, 0.102991, 0.0908346, 0.103477, 0.0876988, 0.0876059, 0.0889085, 0.11635, 0.0904011, 0.081745, 0.0800787, 0.0797216, 0.0806494, 0.0832013, 0.0968623, 0.105777, 0.0883533, 0.097905, 0.105823, 0.0821296, 0.0725532, 0.0780809, 0.101713, 0.0905314, 0.0963543, 0.102526, 0.0943008, 0.0797019, 0.0719374, 0.119892, 0.0943422, 0.0873234, 0.115075, 0.0879659, 0.0995051, 0.086949, 0.0912907, 0.0995963, 0.0845953, 0.106804, 0.0838761, 0.0882263, 0.0948038, 0.0820212, 0.0853663, 0.0878545, 0.0819, 0.0914661, 0.0875042, 0.0999267, 0.096481, 0.0981306, 0.095847, 0.0997588, 0.0818393, 0.0798387, 0.0890426, 0.0896618, 0.0974537, 0.100238, 0.0843084, 0.089394, 0.0787756, 0.0903442, 0.0874613, 0.0866336, 0.0827564, 0.0817357, 0.0966773, 0.0819248, 0.0777812, 0.0909166, 
sqrt; 0.1; 0.0817935, 0.0845953, 0.0832013, 0.0999267, 0.0819248, 0.101713, 0.100238, 0.0847897, 0.0787209, 0.0917475, 0.0819, 0.0769621, 0.0725532, 0.096481, 0.0751015, 0.0904011, 0.0988507, 0.0896618, 0.106628, 0.0806494, 0.0981306, 0.0803683, 0.0890426, 0.0974537, 0.0940681, 0.0952346, 0.0834394, 0.081745, 0.0818393, 0.081745, 0.0912907, 0.0903442, 0.115075, 0.116783, 0.0968623, 0.0882263, 0.102526, 0.0943422, 0.102618, 0.0874613, 0.0961963, 0.0967288, 0.105777, 0.0907585, 0.0974693, 0.0875042, 0.0798387, 0.0905314, 0.0878545, 0.0914661, 0.0961547, 0.0826634, 0.086949, 0.0820212, 0.0908346, 0.103477, 0.0958179, 0.097905, 0.106804, 0.0873234, 0.1023, 0.0883533, 0.112097, 0.0889085, 0.0943008, 0.0876988, 0.11635, 0.0966773, 0.0944804, 0.0787756, 0.0780809, 0.0797216, 0.0995051, 0.092171, 0.0800787, 0.0838761, 0.0817357, 0.095847, 0.0876059, 0.0963543, 0.0997588, 0.0995963, 0.0827564, 0.0909166, 0.119892, 0.0948038, 0.0797019, 0.0762222, 0.0882804, 0.0777812, 0.0821296, 0.0879659, 0.0719374, 0.105823, 0.102991, 0.089394, 0.0853663, 0.107995, 0.0843084, 0.0866336, 
Normal; 0.215443; 0.105437, 0.112861, 0.133499, 0.0995818, 0.102406, 0.120001, 0.10914, 0.118169, 0.103818, 0.118556, 0.106811, 0.097704, 0.114306, 0.123258, 0.104147, 0.0988012, 0.113595, 0.110003, 0.100922, 0.105594, 0.104411, 0.111316, 0.122501, 0.106011, 0.100772, 0.103367, 0.117347, 0.115167, 0.100328, 0.126133, 0.0936358, 0.106853, 0.108425, 0.106939, 0.114651, 0.121511, 0.101914, 0.106033, 0.0959106, 0.0939059, 0.105424, 0.120403, 0.124024, 0.10271, 0.108058, 0.111331, 0.122193, 0.118879, 0.102723, 0.106848, 0.105685, 0.111779, 0.106093, 0.101091, 0.0895119, 0.130487, 0.104824, 0.132778, 0.111877, 0.111879, 0.108666, 0.0963144, 0.126369, 0.109752, 0.112334, 0.103659, 0.112541, 0.121403, 0.118295, 0.108303, 0.117887, 0.103134, 0.0994201, 0.093937, 0.0934826, 0.112202, 0.0979444, 0.145959, 0.093966, 0.100659, 0.126459, 0.0920766, 0.107675, 0.109178, 0.114363, 0.104297, 0.095141, 0.0977712, 0.0966219, 0.113411, 0.122323, 0.109338, 0.108645, 0.0964827, 0.125523, 0.119418, 0.11013, 0.11022, 0.103564, 0.108381, 
